subject	roi	model	session	n_signal	n_total	mu	sd	amplitude	baseline
9	NPC12r	m0	3	15	573	1.4565805196762085	1.5033633708953857	1.0907299518585205	-0.1478145271539688
9	NPC12r	m1	2	59	573	2.7664310932159424	3.8604743480682373	1.148464322090149	-0.7854927778244019
9	NPC12r	m1	3	59	573	2.7664310932159424	3.8604743480682373	1.4098860025405884	-0.7854927778244019
9	NPC12r	m2	2	74	573	3.5639257431030273	2.0743484497070312	1.2375978231430054	-0.9585015773773193
9	NPC12r	m2	3	74	573	2.382082462310791	1.7423471212387085	0.8786755204200745	-0.1396041065454483
10	NPC12r	m0	2	69	454	2.559786081314087	2.3450398445129395	3.3323888778686523	-2.9063403606414795
10	NPC12r	m0	3	69	454	2.559786081314087	2.3450398445129395	3.3323888778686523	-2.9063403606414795
10	NPC12r	m1	2	159	454	2.482588529586792	2.9472663402557373	2.523048162460327	-2.1583497524261475
10	NPC12r	m1	3	159	454	2.482588529586792	2.9472663402557373	2.6286776065826416	-2.1583497524261475
10	NPC12r	m2	2	105	454	2.4402148723602295	1.8730660676956177	1.59507155418396	-1.2588876485824585
10	NPC12r	m2	3	105	454	2.5405335426330566	2.0552985668182373	1.6264032125473022	-1.2988731861114502
11	NPC12r	m0	2	182	442	2.025585889816284	0.641799807548523	0.5630586743354797	0.06342607736587524
11	NPC12r	m0	3	182	442	2.025585889816284	0.641799807548523	0.5630586743354797	0.06342607736587524
11	NPC12r	m1	2	257	442	1.0132684707641602	2.159058094024658	0.9779353141784668	-0.19499735534191132
11	NPC12r	m1	3	257	442	1.0132684707641602	2.159058094024658	0.693500816822052	-0.19499735534191132
11	NPC12r	m2	2	294	442	2.258197784423828	1.14223313331604	0.8422977924346924	-0.10139104723930359
11	NPC12r	m2	3	294	442	2.2194254398345947	0.4800560772418976	0.525231659412384	-0.043931763619184494
18	NPC12r	m0	2	49	477	2.3398122787475586	0.3930526375770569	0.5318219661712646	-0.022385280579328537
18	NPC12r	m0	3	49	477	2.3398122787475586	0.3930526375770569	0.5318219661712646	-0.022385280579328537
18	NPC12r	m1	2	168	477	2.2921030521392822	1.2131428718566895	0.7095547914505005	-0.2832788825035095
18	NPC12r	m1	3	168	477	2.2921030521392822	1.2131428718566895	0.39808687567710876	-0.2832788825035095
18	NPC12r	m2	2	184	477	2.3777878284454346	0.6085588335990906	0.48844113945961	0.0017057890072464943
18	NPC12r	m2	3	184	477	3.0274734497070312	0.718005895614624	0.5411818027496338	-0.2505134642124176
19	NPC12r	m0	2	99	526	1.9788718223571777	0.6413062214851379	0.5688287019729614	0.048841364681720734
19	NPC12r	m0	3	99	526	1.9788718223571777	0.6413062214851379	0.5688287019729614	0.048841364681720734
19	NPC12r	m1	2	189	526	-0.16634273529052734	2.2947452068328857	0.4338127076625824	-0.06897114217281342
19	NPC12r	m1	3	189	526	-0.16634273529052734	2.2947452068328857	1.231378436088562	-0.06897114217281342
19	NPC12r	m2	2	199	526	2.19037127494812	0.4369542896747589	0.45860153436660767	-0.04003400355577469
19	NPC12r	m2	3	199	526	1.255537509918213	1.405884861946106	1.105499267578125	0.039612799882888794
21	NPC12r	m0	2	48	483	3.8520820140838623	0.6864177584648132	0.8380420804023743	0.030553027987480164
21	NPC12r	m0	3	48	483	3.8520820140838623	0.6864177584648132	0.8380420804023743	0.030553027987480164
21	NPC12r	m1	2	85	483	3.926750659942627	3.6256587505340576	0.9906187057495117	-0.4316839277744293
21	NPC12r	m1	3	85	483	3.926750659942627	3.6256587505340576	0.7581835389137268	-0.4316839277744293
21	NPC12r	m2	2	106	483	2.7122626304626465	2.198982000350952	0.7922345399856567	-0.21968011558055878
21	NPC12r	m2	3	106	483	3.8479573726654053	0.8531179428100586	1.2425552606582642	-0.21035756170749664
25	NPC12r	m0	2	274	580	2.089650869369507	0.9104755520820618	0.8920207023620605	-0.16782858967781067
25	NPC12r	m0	3	274	580	2.089650869369507	0.9104755520820618	0.8920207023620605	-0.16782858967781067
25	NPC12r	m1	2	331	580	1.508078932762146	1.8524833917617798	1.6249302625656128	-0.6917662024497986
25	NPC12r	m1	3	331	580	1.508078932762146	1.8524833917617798	1.3035056591033936	-0.6917662024497986
25	NPC12r	m2	2	267	580	2.110529661178589	0.8285249471664429	0.9205383062362671	0.07273238897323608
25	NPC12r	m2	3	267	580	2.0139970779418945	0.9846903681755066	1.0339924097061157	-0.2242368906736374
26	NPC12r	m0	2	2	399	2.468970775604248	0.5236802101135254	0.2097577452659607	-0.13273979723453522
26	NPC12r	m0	3	2	399	2.468970775604248	0.5236802101135254	0.2097577452659607	-0.13273979723453522
26	NPC12r	m1	2	63	399	2.2083287239074707	3.165335178375244	1.0262774229049683	-0.6125802397727966
26	NPC12r	m1	3	63	399	2.2083287239074707	3.165335178375244	0.5683498978614807	-0.6125802397727966
26	NPC12r	m2	2	116	399	3.0564277172088623	1.9885958433151245	0.41368359327316284	0.11120255291461945
26	NPC12r	m2	3	116	399	2.647238254547119	1.1363208293914795	0.8160138130187988	-0.6459003686904907
29	NPC12r	m0	2	107	511	1.5890926122665405	1.4619150161743164	0.8217304944992065	-0.2753080129623413
29	NPC12r	m0	3	107	511	1.5890926122665405	1.4619150161743164	0.8217304944992065	-0.2753080129623413
29	NPC12r	m1	2	180	511	1.3534964323043823	2.28690767288208	1.1582393646240234	-0.5701324343681335
29	NPC12r	m1	3	180	511	1.3534964323043823	2.28690767288208	0.9897105097770691	-0.5701324343681335
29	NPC12r	m2	2	154	511	2.1922895908355713	1.0412601232528687	0.6574898958206177	-0.19685351848602295
29	NPC12r	m2	3	154	511	2.0942351818084717	1.4495832920074463	1.0228297710418701	-0.569871723651886
30	NPC12r	m0	2	59	554	2.345428705215454	1.9685544967651367	1.2141907215118408	-1.0111857652664185
30	NPC12r	m0	3	59	554	2.345428705215454	1.9685544967651367	1.2141907215118408	-1.0111857652664185
30	NPC12r	m1	2	96	554	2.5237302780151367	2.3716022968292236	1.2300413846969604	-1.097156047821045
30	NPC12r	m1	3	96	554	2.5237302780151367	2.3716022968292236	1.3225325345993042	-1.097156047821045
30	NPC12r	m2	2	72	554	2.704554796218872	1.1248326301574707	0.7098388671875	-0.4806419014930725
30	NPC12r	m2	3	72	554	2.076101064682007	2.0571789741516113	1.1743450164794922	-0.8565163016319275
31	NPC12r	m0	2	66	462	1.8360919952392578	1.1095024347305298	0.6624532341957092	-0.22202003002166748
31	NPC12r	m0	3	66	462	1.8360919952392578	1.1095024347305298	0.6624532341957092	-0.22202003002166748
31	NPC12r	m1	2	171	462	0.5800669193267822	2.4001312255859375	1.1392902135849	-0.3374464809894562
31	NPC12r	m1	3	171	462	0.5800669193267822	2.4001312255859375	0.529609203338623	-0.3374464809894562
31	NPC12r	m2	2	206	462	1.7776110172271729	1.2015069723129272	0.7617159485816956	-0.04824696108698845
31	NPC12r	m2	3	206	462	2.2176856994628906	1.162591576576233	0.7985999584197998	-0.3101840019226074
34	NPC12r	m0	2	77	495	1.7925137281417847	0.44995057582855225	0.5703414082527161	0.06058008596301079
34	NPC12r	m0	3	77	495	1.7925137281417847	0.44995057582855225	0.5703414082527161	0.06058008596301079
34	NPC12r	m1	2	132	495	0.46425721049308777	2.203890323638916	1.2588891983032227	-0.06525073945522308
34	NPC12r	m1	3	132	495	0.46425721049308777	2.203890323638916	0.3705174922943115	-0.06525073945522308
34	NPC12r	m2	2	125	495	2.1685268878936768	0.9324957132339478	0.7496029734611511	0.07327760010957718
34	NPC12r	m2	3	125	495	2.3581836223602295	0.5896957516670227	0.4132624566555023	-0.029074346646666527
35	NPC12r	m0	2	30	551	3.6185109615325928	2.689160108566284	1.8194890022277832	-1.4939531087875366
35	NPC12r	m0	3	30	551	3.6185109615325928	2.689160108566284	1.8194890022277832	-1.4939531087875366
35	NPC12r	m1	2	113	551	2.78987979888916	3.6763720512390137	1.1637986898422241	-0.7408782839775085
35	NPC12r	m1	3	113	551	2.78987979888916	3.6763720512390137	1.0139286518096924	-0.7408782839775085
35	NPC12r	m2	2	117	551	3.229602336883545	2.2294230461120605	0.7086267471313477	-0.16099517047405243
35	NPC12r	m2	3	117	551	2.137488842010498	1.942746877670288	1.128542184829712	-0.655160665512085
36	NPC12r	m0	2	21	397	4.269550323486328	0.6234837770462036	0.7794297337532043	-0.1876794844865799
36	NPC12r	m0	3	21	397	4.269550323486328	0.6234837770462036	0.7794297337532043	-0.1876794844865799
36	NPC12r	m1	2	52	397	4.1188554763793945	1.9170817136764526	0.8106298446655273	-0.3440473675727844
36	NPC12r	m1	3	52	397	4.1188554763793945	1.9170817136764526	0.7720444202423096	-0.3440473675727844
36	NPC12r	m2	2	71	397	3.4848270416259766	1.2657278776168823	0.5269330143928528	-0.23473188281059265
36	NPC12r	m2	3	71	397	3.262946605682373	1.2976999282836914	0.5775111317634583	-0.14959624409675598
37	NPC12r	m0	2	71	532	2.395292043685913	0.7531012296676636	0.9365894198417664	-0.3052545487880707
37	NPC12r	m0	3	71	532	2.395292043685913	0.7531012296676636	0.9365894198417664	-0.3052545487880707
37	NPC12r	m1	2	99	532	2.0721709728240967	1.736950159072876	1.4035588502883911	-0.7878183722496033
37	NPC12r	m1	3	99	532	2.0721709728240967	1.736950159072876	1.3373838663101196	-0.7878183722496033
37	NPC12r	m2	2	68	532	2.3061254024505615	1.1729350090026855	0.5454413890838623	0.058147236704826355
37	NPC12r	m2	3	68	532	2.5708820819854736	0.6878180503845215	1.1413655281066895	-0.18371045589447021
45	NPC12r	m0	2	167	544	2.7268354892730713	2.756054162979126	2.515488386154175	-1.9646233320236206
45	NPC12r	m0	3	167	544	2.7268354892730713	2.756054162979126	2.515488386154175	-1.9646233320236206
45	NPC12r	m1	2	307	544	2.173243999481201	3.7055022716522217	2.117666244506836	-1.5009491443634033
45	NPC12r	m1	3	307	544	2.173243999481201	3.7055022716522217	1.8079992532730103	-1.5009491443634033
45	NPC12r	m2	2	287	544	2.241251230239868	2.693575382232666	1.2384388446807861	-0.5590682029724121
45	NPC12r	m2	3	287	544	2.631693124771118	1.5436413288116455	1.297714352607727	-0.9313824772834778
46	NPC12r	m0	2	205	510	1.456520915031433	0.7531505823135376	0.9268946051597595	-0.02104896306991577
46	NPC12r	m0	3	205	510	1.456520915031433	0.7531505823135376	0.9268946051597595	-0.02104896306991577
46	NPC12r	m1	2	231	510	0.059389617294073105	2.3233983516693115	1.3719278573989868	-0.31112316250801086
46	NPC12r	m1	3	231	510	0.059389617294073105	2.3233983516693115	1.6640903949737549	-0.31112316250801086
46	NPC12r	m2	2	223	510	1.0421841144561768	1.245882511138916	1.6400482654571533	-0.13035446405410767
46	NPC12r	m2	3	223	510	1.71232271194458	1.2117273807525635	0.8649255633354187	-0.05354193225502968
47	NPC12r	m0	2	30	525	3.5025618076324463	0.8667967319488525	0.7930476069450378	-0.48742952942848206
47	NPC12r	m0	3	30	525	3.5025618076324463	0.8667967319488525	0.7930476069450378	-0.48742952942848206
47	NPC12r	m1	2	35	525	4.088012218475342	1.6626465320587158	0.8442481160163879	-0.6052611470222473
47	NPC12r	m1	3	35	525	4.088012218475342	1.6626465320587158	1.0560156106948853	-0.6052611470222473
47	NPC12r	m2	2	19	525	3.4656167030334473	1.810758113861084	0.6851499676704407	-0.3235737085342407
47	NPC12r	m2	3	19	525	3.7942283153533936	1.4930859804153442	0.48898205161094666	-0.13343359529972076
50	NPC12r	m0	2	52	609	1.8090860843658447	0.5138520002365112	0.9273531436920166	-0.045807935297489166
50	NPC12r	m0	3	52	609	1.8090860843658447	0.5138520002365112	0.9273531436920166	-0.045807935297489166
50	NPC12r	m1	2	107	609	1.445576786994934	2.2120120525360107	1.6463007926940918	-0.32473787665367126
50	NPC12r	m1	3	107	609	1.445576786994934	2.2120120525360107	0.6395290493965149	-0.32473787665367126
50	NPC12r	m2	2	165	609	2.338183879852295	1.3360471725463867	0.6883342266082764	0.10455451905727386
50	NPC12r	m2	3	165	609	2.3162503242492676	0.9867967963218689	0.5934330821037292	-0.1399548202753067
53	NPC12r	m0	2	69	453	2.784583568572998	0.7556185126304626	0.529427707195282	-0.04009765759110451
53	NPC12r	m0	3	69	453	2.784583568572998	0.7556185126304626	0.529427707195282	-0.04009765759110451
53	NPC12r	m1	2	129	453	2.0063250064849854	2.002765417098999	0.5579774975776672	-0.11488579958677292
53	NPC12r	m1	3	129	453	2.0063250064849854	2.002765417098999	0.4804876744747162	-0.11488579958677292
53	NPC12r	m2	2	152	453	2.453679323196411	0.7476897835731506	0.5193695425987244	0.023493366315960884
53	NPC12r	m2	3	152	453	2.5335888862609863	1.073770523071289	0.664984941482544	-0.26804566383361816
56	NPC12r	m0	2	39	657	1.7843886613845825	0.760351836681366	0.6915185451507568	-0.019741838797926903
56	NPC12r	m0	3	39	657	1.7843886613845825	0.760351836681366	0.6915185451507568	-0.019741838797926903
56	NPC12r	m1	2	104	657	0.5458500385284424	2.810629367828369	1.1521661281585693	-0.4914202392101288
56	NPC12r	m1	3	104	657	0.5458500385284424	2.810629367828369	1.5000616312026978	-0.4914202392101288
56	NPC12r	m2	2	124	657	2.452315092086792	1.7618540525436401	1.7050453424453735	-0.8148154020309448
56	NPC12r	m2	3	124	657	2.295722723007202	0.7045853734016418	0.9770719408988953	-0.08087319135665894
59	NPC12r	m0	2	203	459	2.1875991821289062	1.1420395374298096	0.767114520072937	-0.18367354571819305
59	NPC12r	m0	3	203	459	2.1875991821289062	1.1420395374298096	0.767114520072937	-0.18367354571819305
59	NPC12r	m1	2	305	459	0.8456186056137085	3.3684089183807373	1.25530207157135	-0.8548442125320435
59	NPC12r	m1	3	305	459	0.8456186056137085	3.3684089183807373	1.770687460899353	-0.8548442125320435
59	NPC12r	m2	2	280	459	2.29082989692688	0.873587429523468	0.6997168064117432	-0.1970909684896469
59	NPC12r	m2	3	280	459	2.194201707839966	1.7608953714370728	1.2445329427719116	-0.4566575288772583
62	NPC12r	m0	2	114	613	1.2202346324920654	1.5328783988952637	1.2831907272338867	-0.26086732745170593
62	NPC12r	m0	3	114	613	1.2202346324920654	1.5328783988952637	1.2831907272338867	-0.26086732745170593
62	NPC12r	m1	2	184	613	0.5852656364440918	2.445030927658081	1.609712839126587	-0.3580296039581299
62	NPC12r	m1	3	184	613	0.5852656364440918	2.445030927658081	1.328944444656372	-0.3580296039581299
62	NPC12r	m2	2	214	613	0.9140306711196899	1.3258224725723267	1.5071699619293213	-0.04095316305756569
62	NPC12r	m2	3	214	613	2.400249481201172	1.6757248640060425	0.7504240870475769	-0.0520009808242321
63	NPC12r	m0	2	201	587	1.6270692348480225	0.8205835819244385	0.9151350855827332	0.19277630746364594
63	NPC12r	m0	3	201	587	1.6270692348480225	0.8205835819244385	0.9151350855827332	0.19277630746364594
63	NPC12r	m1	2	241	587	1.0989066362380981	2.5708236694335938	1.7867798805236816	-0.1778518408536911
63	NPC12r	m1	3	241	587	1.0989066362380981	2.5708236694335938	1.4750325679779053	-0.1778518408536911
63	NPC12r	m2	2	245	587	1.8518465757369995	1.0017473697662354	1.1074646711349487	0.2869747281074524
63	NPC12r	m2	3	245	587	1.8338632583618164	1.4400209188461304	1.4345120191574097	-0.5251796841621399
67	NPC12r	m0	2	7	416	2.33292555809021	0.2386636883020401	0.31098055839538574	0.010841241106390953
67	NPC12r	m0	3	7	416	2.33292555809021	0.2386636883020401	0.31098055839538574	0.010841241106390953
67	NPC12r	m1	2	39	416	1.9652371406555176	3.0599942207336426	0.5768082737922668	-0.5388210415840149
67	NPC12r	m1	3	39	416	1.9652371406555176	3.0599942207336426	0.872718334197998	-0.5388210415840149
67	NPC12r	m2	2	52	416	2.173280715942383	0.5396541357040405	0.4295664429664612	-0.17248937487602234
67	NPC12r	m2	3	52	416	2.5477399826049805	1.2801077365875244	0.42995163798332214	-0.08136097341775894
69	NPC12r	m0	2	92	491	1.6998264789581299	0.5762742161750793	0.7439990043640137	0.1328040063381195
69	NPC12r	m0	3	92	491	1.6998264789581299	0.5762742161750793	0.7439990043640137	0.1328040063381195
69	NPC12r	m1	2	167	491	-1.183732032775879	3.5428884029388428	1.2804811000823975	-0.47962045669555664
69	NPC12r	m1	3	167	491	-1.183732032775879	3.5428884029388428	2.109562397003174	-0.47962045669555664
69	NPC12r	m2	2	182	491	2.049391746520996	0.6641373038291931	1.2397041320800781	-0.06455068290233612
69	NPC12r	m2	3	182	491	1.2584452629089355	1.4926214218139648	1.2026759386062622	-0.04050127789378166
72	NPC12r	m0	2	126	526	2.539022207260132	0.35306936502456665	0.44121843576431274	0.12530940771102905
72	NPC12r	m0	3	126	526	2.539022207260132	0.35306936502456665	0.44121843576431274	0.12530940771102905
72	NPC12r	m1	2	211	526	1.381894826889038	1.7972111701965332	0.7761292457580566	-0.025222785770893097
72	NPC12r	m1	3	211	526	1.381894826889038	1.7972111701965332	0.4675969183444977	-0.025222785770893097
72	NPC12r	m2	2	234	526	2.3603515625	0.626713216304779	0.6299166083335876	0.03725342079997063
72	NPC12r	m2	3	234	526	3.062981605529785	0.9812012910842896	0.4443805515766144	0.016162138432264328
74	NPC12r	m0	2	74	419	1.5806128978729248	0.8317003846168518	0.9055059552192688	0.08203357458114624
74	NPC12r	m0	3	74	419	1.5806128978729248	0.8317003846168518	0.9055059552192688	0.08203357458114624
74	NPC12r	m1	2	131	419	0.5701242685317993	2.2485239505767822	0.9301742315292358	-0.11828610301017761
74	NPC12r	m1	3	131	419	0.5701242685317993	2.2485239505767822	1.218534231185913	-0.11828610301017761
74	NPC12r	m2	2	146	419	2.180466890335083	1.1892911195755005	0.7551077008247375	-0.0744781345129013
74	NPC12r	m2	3	146	419	1.8302204608917236	1.1318414211273193	1.2306554317474365	-0.17913831770420074
