curve	payoff	median	lo	hi
n2 (second)	20.33391998560055	0.1659449989485188	0.1539908667299721	0.17955295945837035
n2 (second)	21.832123612102944	0.16849204906568968	0.15656583837660903	0.18214252788648094
n2 (second)	23.4407149114227	0.17108394539029664	0.15905236520509913	0.18473508648296538
n2 (second)	25.167827249475163	0.17372825425129512	0.16147481257031615	0.18762664580341734
n2 (second)	27.02219325873709	0.176420845489916	0.16384091734046924	0.19052394022550465
n2 (second)	29.013188992218765	0.17915672487372503	0.1662286839737723	0.19359170294759295
n2 (second)	31.15088133070163	0.1819346002663186	0.16861859640157184	0.19678099822634063
n2 (second)	33.44607888294205	0.18477882237520804	0.17087657459934935	0.2001496771312849
n2 (second)	35.91038663620328	0.18766566827615455	0.17306784277309423	0.20370035572983886
n2 (second)	38.55626463343955	0.19061465740687347	0.17535251078375674	0.20744164978723315
n2 (second)	41.39709097381619	0.19361364782949395	0.17761320325356544	0.21132086001340106
n2 (second)	44.44722945510958	0.19669261539762833	0.1797966073250082	0.21534318972851155
n2 (second)	47.722102200000165	0.19981520807230535	0.1820810728007488	0.21959851978416456
n2 (second)	51.23826763347237	0.203003772657794	0.18432223139592474	0.2239314327786827
n2 (second)	55.01350420559077	0.20620301781836448	0.1865969281158647	0.22843723889208284
n2 (second)	59.066900282972185	0.20950426049650206	0.18887880095321533	0.23296907333631786
n2 (second)	63.41895066346308	0.2127971463693735	0.19110460489226677	0.2377449932925414
n2 (second)	68.09166020202039	0.21618014926674678	0.1932997736358485	0.24258616035203104
n2 (second)	73.10865507174928	0.21958992405903927	0.19558304514745287	0.24772341541016102
n2 (second)	78.49530222265635	0.2230774952438011	0.1977907652111209	0.2529860907150446
n2 (second)	84.27883764212612	0.2266586382432155	0.20012410160043909	0.2584047812754817
n2 (second)	90.48850406563214	0.23027496853226448	0.20235637229593637	0.26393816416002847
n2 (second)	97.15569883397542	0.23398176766596557	0.2047238137603623	0.26966804511375964
n2 (second)	104.31413264464813	0.23773318688956413	0.20710745554705182	0.2754090803364539
n2 (second)	112.0	0.24156254367521646	0.20943458491679065	0.2813238758734098
