label	elpd_loo	se	p_loo	elpd_diff_ref	dse_ref	z_ref	elpd_diff_best	dse_best	weight	max_rhat	min_ess	divergences	n_group_par	dir	bauer_commit	converged
lfx2-cr3-fm-tp-null	-4274.889402792002	46.095394712851856	191.71254104329364	-125.91139889262647	15.4526841766089	-8.148189495985532	-126.32722947197577	15.45389448673188	2.800340930390028e-09	1.53	7.0	16	16	cogmodels.lfxgrid	7f0d1a6	False
power1_null	-4287.82479997557	45.84912734702583	142.28204337397528	-138.84679607619373	18.127479772815036	-7.659464956867088	-139.26262665554304	17.964398880372634	4.214174871401315e-09	1.05	65.0	160	9	cogmodels.power	1b73278	False
power2_null	-4293.1013360769375	45.76384535015791	128.21774541184368	-144.12333217756083	18.2245195122247	-7.908210259309461	-144.53916275691014	18.258597145061092	3.9155718975480945e-09	1.0	7848.0	80	9	cogmodels.power	7e2bcea	True
lfx2-bs3-m3-dp-null-sp-hn	-4302.750062287564	46.3192013666412	211.12604800593772	-153.77205838818716	16.917622470020124	-9.089460334079925	-154.18788896753648	16.913913989302944	2.3770387970478622e-09	1.53	7.0	0	11	cogmodels.lfxgrid	978b528	False
lfx2-bs2-m3-dp-bm-op	-4724.795865506551	40.12861217710778	206.491429573608	-575.817861607175	30.401722676713092	-18.940303736414126	-576.2336921865244	30.387285810956804	2.6422638357269625e-09	1.0	7730.0	0	8	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m2-dp-bm-op	-4732.461160569098	40.423825440077856	195.32566317403416	-583.4831566697222	30.619982959216927	-19.05563296514141	-583.8989872490715	30.66003318325968	2.6640563280557918e-09	1.0	4986.0	0	7	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m3-dp-bm-op	-4732.488563664939	40.33117981657902	197.98579856774631	-583.5105597655624	30.533975521802564	-19.110205919596385	-583.9263903449119	30.575881688296818	2.626095857396207e-09	1.0	6108.0	0	8	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m2-dp-b-op	-4733.5375480073435	40.39037329176641	189.12539529743844	-584.559544107967	30.596572023485066	-19.10539336430485	-584.9753746873164	30.559571023710237	2.5466612462880075e-09	1.0	6636.0	0	7	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m3-dp-bm-op-hn	-4756.782407214639	40.022283647854366	151.50765935133768	-607.8044033152615	31.244818991027934	-19.452966057822092	-608.2202338946109	31.32898962806362	2.667165094904737e-09	1.0	6347.0	0	8	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m2-dp-null-op	-4786.908264495389	40.25837706832122	139.74380839035348	-637.9302605960127	31.896709111748432	-19.999877051925882	-638.3460911753618	31.88319843416384	2.3141756095561056e-09	1.0	2373.0	0	7	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m3-dp-null-op-hn	-4806.255983741201	39.930343232267106	112.73586212085411	-657.2779798418247	32.403575142977964	-20.284119173320928	-657.6938104211742	32.42531532842247	2.3968370837808296e-09	1.0	8740.0	0	8	cogmodels.lfxgrid	978b528	True
power2_flat	-4934.575129696434	36.77732627745728	103.64983172409939	-785.597125797057	33.78535686552917	-23.252592208034162	-786.0129563764062	33.882019363317895	2.448462801299519e-09	1.0	2436.0	3	3	cogmodels.power	7e2bcea	True
power2_flat_exp	-4935.028681886893	36.71768929636031	101.06238043969279	-786.0506779875167	33.800434309256524	-23.25563839788444	-786.466508566866	33.90446095557275	2.4294894559027496e-09	1.0	2892.0	6	3	cogmodels.power	7e2bcea	True
power2_flat_full	-4935.37690418545	36.88314451011787	104.39613749432829	-786.3989002860736	33.86386073117042	-23.222363998273323	-786.814730865423	33.996953183122706	2.4434382296842885e-09	1.0	2089.0	14	3	cogmodels.power	7e2bcea	True
power1_flat_exp	-4968.017291032743	35.765271876136424	96.00296301963044	-819.039287133366	34.52052572907851	-23.72615334891742	-819.4551177127153	34.65762018840528	2.7352683159640482e-09	1.0	2028.0	254	3	cogmodels.power	7e2bcea	True
power1_flat_full	-4978.76135369281	35.7039777440793	96.66260628873624	-829.783349793434	34.692854579201025	-23.91799002584537	-830.1991803727834	34.89265279832159	2.8321857060152837e-09	1.0	1406.0	1	3	cogmodels.power	7e2bcea	True
power1_flat	-4979.2064300176835	35.457988403724215	96.99622191790422	-830.2284261183069	34.69344464074423	-23.930412062435582	-830.6442566976561	34.88326604666261	2.790114519204574e-09	1.01	836.0	419	3	cogmodels.power	7e2bcea	True
power2_flat_null	-4998.45438659387	35.87120253865392	79.79743356301879	-849.4763826944926	34.650875066556985	-24.51529380031034	-849.8922132738419	34.6507644719403	1.956464231919817e-09	1.03	163.0	5	3	cogmodels.power	1b73278	False
power1_flat_null	-5017.720680471509	34.83500074991372	62.885730332373896	-868.7426765721319	35.3766343273022	-24.556962330972024	-869.1585071514812	35.43986293691975	2.5685625266616144e-09	1.0	1141.0	521	3	cogmodels.power	7e2bcea	True
lfx2-bs3-w-dp-bm-op	-5020.521873652947	39.30990242888086	82.2906047629267	-871.5438697535706	37.20740962150944	-23.42393299128609	-871.95970033292	37.46024481066503	3.04024861751339e-09	1.0	3428.0	0	2	cogmodels.lfxgrid	978b528	True
