subject	mu	sd	amp_ips	amp_vertex	pref_n	amp_diff
1	2.11077	0.11979773	1.1555346	1.6775793	8.254595	-0.52204466
1	2.0929763	0.12596561	1.1869981	1.6897973	8.1090145	-0.50279915
1	2.0705793	0.12668449	0.43860453	1.1351627	7.929415	-0.6965582
1	2.3797987	0.46487552	0.4535348	1.653222e-16	10.802728	0.4535348
1	2.117069	0.11320993	0.8483163	1.2516515	8.306755	-0.4033352
1	2.0727632	0.15933481	0.6323053	0.7980977	7.946751	-0.1657924
1	2.0502322	0.120535545	0.22572826	0.5667343	7.769705	-0.34100604
1	2.062541	0.1568588	0.25075275	0.4299547	7.865932	-0.17920196
1	2.0433166	0.12376198	0.3905017	0.5111629	7.7161584	-0.12066117
1	2.0856733	0.10925185	0.80621094	0.7633883	8.05001	0.04282266
1	2.107612	0.10190103	1.8653784	1.1453091	8.228567	0.7200693
1	2.0493073	0.11295651	0.5889627	1.2591271	7.7625227	-0.67016447
1	1.8811741	0.08982195	0.8688204	1.2986712	6.561204	-0.42985082
1	1.8626395	0.10702492	0.5263786	0.5840333	6.440715	-0.05765474
1	1.4906877	1.1030549	0.5187579	0.35995063	4.440148	0.15880725
1	-3.0561783	6.009753	0.50150055	0.63550776	0.04706723	-0.13400722
1	-3.0498111	5.2744236	1.2434571	0.8034623	0.04736787	0.43999475
1	-1.6098236	2.4505212	1.6923281	0.76756704	0.19992287	0.92476106
1	1.2225243	1.0805274	0.588146	0.3756293	3.3957489	0.21251667
1	1.9369115	0.15656394	0.31866363	0.95211065	6.9372916	-0.63344705
1	2.066246	0.119407386	1.4748759	3.9396389	7.895129	-2.464763
1	-1.8335869	3.886782	0.76974064	3.0064114e-30	0.15983921	0.76974064
1	-4.655151	6.660711	1.5846767	1.0212834	0.009512478	0.56339335
1	-3.476059	3.2054405	2.6009068	0.90866506	0.030929064	1.6922418
1	2.026697	0.71633744	0.5342822	0.08194253	7.588978	0.45233968
1	2.0904346	0.11423272	1.4272015	3.3317351	8.088429	-1.9045336
1	-0.08523537	8.460117	1.9391323	1.6855972	0.9182961	0.25353515
1	-5.618123	6.5723953	1.9550369	1.2505926	0.0036314507	0.7044443
1	-5.546053	4.457709	3.1116488	1.0672631	0.0039028316	2.0443857
1	2.160471	0.70674336	0.5196551	1.4520494e-14	8.675222	0.5196551
1	2.100463	0.11017255	1.840711	2.8526616	8.169951	-1.0119506
1	2.0837014	0.11747092	1.2005142	1.9129192	8.034151	-0.71240497
1	1.84491	0.65531844	0.6173812	0.14661089	6.3275304	0.47077033
1	2.1053245	0.11126709	1.4259951	1.7832533	8.209766	-0.3572582
1	2.070849	0.121671714	0.65848523	0.8784757	7.931554	-0.21999049
1	1.901913	0.5558641	0.42224357	2.3545307e-15	6.698697	0.42224357
1	1.8333895	0.53466636	0.6200889	0.24261898	6.2550526	0.3774699
1	2.051108	0.12636307	0.32800484	0.51550466	7.7765117	-0.18749982
1	2.0970187	0.12897225	1.0390693	0.4930905	8.141861	0.5459788
1	2.0821316	0.113461666	0.9190185	0.9878082	8.021549	-0.06878972
1	1.7562461	0.56231016	0.4466469	7.7329524e-16	5.790659	0.4466469
1	1.8881091	0.088606104	0.20598237	0.56442666	6.606864	-0.35844427
1	-2.2535036	3.6344368	1.8567475	1.5799317	0.105030596	0.27681577
1	-1.8578494	1.8331097	3.200685	3.1254344	0.15600778	0.075250626
1	1.8962865	0.077376634	0.7538956	1.8233361	6.6611123	-1.0694406
1	1.8662359	0.09780785	0.8206378	1.5193274	6.463919	-0.6986896
1	1.1577353	0.4412033	2.4469905	2.257814	3.1827173	0.18917656
1	-1.9467055	7.322412	2.246898	1.8308456	0.14274357	0.41605234
1	1.8795607	0.08734546	0.6469215	1.1702529	6.5506268	-0.5233314
1	1.8599045	0.10097852	0.31138897	0.3671089	6.4231234	-0.05571994
1	0.36615983	0.8178956	4.8993106	9.0638075	1.4421858	-4.164497
1	-3.8968425	3.4688442	2.4850328	0.67902315	0.020305926	1.8060097
1	-0.25209486	1.1794124	3.5629296	5.811241	0.777171	-2.2483115
1	0.24784753	0.93906575	4.272495	6.297042	1.2812645	-2.024547
1	1.8846188	0.64973295	0.3950403	0.09259987	6.5838437	0.30244043
1	2.0967329	0.112443246	1.5341078	1.8066813	8.139533	-0.27257347
1	2.0865839	0.11529297	1.0429426	1.4324571	8.0573435	-0.38951445
1	1.8951074	0.08600201	0.34626403	0.820848	6.6532626	-0.47458395
1	-1.0561944	1.5593243	4.211595	2.8196366	0.3477768	1.3919585
1	1.8844693	0.08017391	0.61241275	0.9454221	6.58286	-0.33300936
1	1.8840243	0.08629698	0.60486454	0.88230395	6.579931	-0.27743942
1	0.69416195	1.31559	1.1575569	1.5512098	2.0020306	-0.39365292
1	-0.38640934	1.2372535	2.1027935	4.6120477	0.6794923	-2.5092542
1	0.3728533	0.8521223	3.3323727	3.8136086	1.4518714	-0.48123598
1	1.8645587	0.09058258	0.3143074	0.7335551	6.4530873	-0.4192477
2	10.906995	3.2383032	4.1656458e-15	3.3827572	54556.645	-3.3827572
2	13.123999	4.6615043	1.4253622e-16	3.9637647	500818.3	-3.9637647
2	10.166508	2.7339828	1.8952285	9.386935	26017.059	-7.491707
2	13.594243	4.8378124	0.78414506	4.242974	801502.25	-3.4588287
2	9.408817	2.48764	8.3124217e-19	6.514004	12195.438	-6.514004
2	4.3784776	0.53338826	7.443058e-14	1.1064863	79.716576	-1.1064863
2	11.452468	3.989061	0.0	2.552661	94133.375	-2.552661
2	4.652181	0.6942192	1.3836667e-18	0.72759205	104.81335	-0.72759205
2	1.5380441	0.45968524	0.39209625	0.4919144	4.6554756	-0.09981814
2	4.766308	0.71236753	0.13945214	0.6220356	117.484665	-0.48258346
2	4.65502	0.5826772	0.21720985	0.7240397	105.11134	-0.50682986
2	-2.8035057	5.601892	3.521794e-20	1.14842	0.060597256	-1.14842
2	6.5701694	1.1359569	0.41641644	2.5569758	713.4907	-2.1405594
2	-7.853199	5.989343	1.2571256e-18	1.7158996	0.00038850715	-1.7158996
2	1.7937993	0.45015147	0.31055424	0.31005096	6.0122514	0.0005032718
2	-4.789474	5.3729825	8.052967e-13	1.1910444	0.008316831	-1.1910444
2	-4.7375407	4.3038545	5.94219e-17	1.7921431	0.008760164	-1.7921431
2	-5.5963645	3.998784	5.4291738e-11	2.9229329	0.0037113319	-2.9229329
2	-0.7092912	2.5148168	2.8546686e-21	0.5181514	0.4919928	-0.5181514
2	11.960483	3.9353573	3.1597028	2.894844e-07	156448.56	3.1597025
2	-1.6341236	2.256193	1.7297832e-14	2.545531	0.19512331	-2.545531
2	-1.9919175	2.6249526	1.0570177e-15	2.67981	0.13643357	-2.67981
2	-3.0650694	3.439667	5.017449e-19	1.0139202	0.046650603	-1.0139202
2	-4.8305283	3.753174	1.762085e-17	2.424995	0.007982303	-2.424995
2	-2.4293265	3.145811	2.4204756e-14	1.2539024	0.08809614	-1.2539024
2	1.5160093	1.6334203	0.02726	0.37431598	4.554015	-0.34705597
2	3.119942	2.179645	0.17742115	1.2607558e-15	22.645065	0.17742115
2	0.5899334	2.2619247	1.7658677e-16	0.4106333	1.8038683	-0.4106333
2	12.70764	5.30135	1.9821713	4.639712e-18	330261.38	1.9821713
2	14.187145	5.785031	2.5249143	2.7408176e-22	1450103.1	2.5249143
2	10.675864	4.9093947	1.1182561	4.8806965e-19	43298.11	1.1182561
2	-4.9927897	3.7220821	2.1623845	2.2842417e-18	0.006786705	2.1623845
2	2.3692517	0.93019974	0.012877043	0.424896	10.689391	-0.41201895
2	-1.2338368	2.2474713	2.277793e-15	1.167704	0.29117328	-1.167704
2	0.4304792	2.1275415	7.3876076e-20	0.6010754	1.5379944	-0.6010754
2	-2.8315217	3.5503252	2.6122095e-19	0.76713103	0.058923118	-0.76713103
2	13.277578	5.8405724	1.9864018	1.9679822e-15	583954.5	1.9864018
2	11.197314	3.7392745	2.9503026	1.2546193e-19	72934.3	2.9503026
2	-4.140686	4.9011774	1.3475946	7.3991215e-18	0.015911931	1.3475946
2	-0.5423843	5.8784986	0.6539598	2.0018422e-19	0.58136046	0.6539598
2	-0.93998086	6.319571	0.701021	4.3853758e-17	0.3906353	0.701021
2	2.0939307	0.37117428	3.1585485e-16	0.5647568	8.116757	-0.5647568
2	-3.9404447	2.939352	5.573426e-17	3.2250392	0.019439569	-3.2250392
2	-3.6997256	2.7944484	1.9535404e-17	3.1378415	0.024730312	-3.1378415
2	-6.4654694	4.760991	2.6167836	4.557859e-14	0.0015562606	2.6167836
2	-1.0412955	5.0507183	0.5708501	2.6104153e-16	0.35299706	0.5708501
2	4.200152	5.2434015	0.73331803	2.1628083e-18	66.696465	0.73331803
2	10.259363	4.4997964	1.1506845	5.621482e-20	28548.6	1.1506845
2	-0.36510885	4.846027	0.6364283	3.5908225e-17	0.6941211	0.6364283
2	2.4510353	2.8183138	1.0123984	3.937178e-17	11.600349	1.0123984
2	0.54480636	5.453582	0.9796419	2.3925943e-19	1.7242745	0.9796419
2	2.1373627	3.2968838	1.0580477	8.946852e-20	8.477052	1.0580477
2	0.57243127	5.8075743	0.44597948	6.7494753e-19	1.7725714	0.44597948
2	-2.5267148	2.3087125	2.2629278e-14	1.701056	0.07992115	-1.701056
2	2.0638888	4.799848	0.7966448	4.3800693e-20	7.8765407	0.7966448
2	4.372353	3.6792743	0.7140762	1.8925391e-19	79.22984	0.7140762
2	0.10211707	1.1528399	0.96158963	1.8715224	1.1075131	-0.9099328
2	2.910169	2.2899785	0.8175109	1.6342708e-15	18.3599	0.8175109
2	7.637797	6.5725436	0.49372748	2.3945106e-20	2075.167	0.49372748
2	-0.62820745	5.428169	1.2838323	2.3801398e-20	0.53354734	1.2838323
2	8.126225	6.269422	0.9064384	2.5776137e-19	3382.01	0.9064384
2	2.4347415	0.6957543	1.1464214e-19	0.3410186	11.4128685	-0.3410186
2	-1.3446997	3.0521002	0.3875377	1.3937408	0.26061794	-1.006203
2	2.4503822	0.69258404	1.9972012e-15	0.5141535	11.592777	-0.5141535
2	2.407929	1.2576003	2.5834137e-07	0.22553952	11.110926	-0.22553927
2	2.1891737	0.3741341	0.34047127	0.24974757	8.927833	0.09072369
2	2.1285505	0.5191115	0.19512016	0.46795967	8.4026785	-0.27283952
3	2.1404247	1.1850237	0.14020729	0.47994784	8.503048	-0.33974054
3	1.9508708	0.8538396	1.6328399e-12	0.41950217	7.0348105	-0.41950217
3	2.1728573	1.2547355	5.6920657e-20	0.43542635	8.783344	-0.43542635
3	2.6289907	2.863455	1.5721239	1.8503115	13.859774	-0.27818763
3	2.0321372	0.7179357	8.10857e-09	0.5817636	7.6303763	-0.5817636
3	1.0402098	1.6722888	6.522454e-19	0.75030094	2.8298106	-0.75030094
3	-0.39367455	3.1964364	2.6813255e-20	0.92443955	0.67457354	-0.92443955
3	0.85516757	2.3481612	4.9391435e-08	0.92721057	2.3517685	-0.9272105
3	-3.0251565	3.718639	1.8151388	2.1002789	0.048550222	-0.28514004
3	2.7922034	0.7879705	0.37653643	0.20908512	16.316933	0.1674513
3	2.0231953	0.5965835	1.9882247e-14	0.6472281	7.5624504	-0.6472281
3	-3.483099	3.7331707	9.584562e-19	1.5009294	0.030712087	-1.5009294
3	-3.5336003	4.055847	1.6282002e-19	2.3143861	0.029199598	-2.3143861
3	-2.6028872	3.658767	4.6262218e-20	1.2580267	0.07405945	-1.2580267
3	-2.6025152	3.0696883	2.1635097e-18	1.8669701	0.074087	-1.8669701
3	-0.43416715	1.1150025	4.4263916	3.0188332	0.64780396	1.4075584
3	-4.609498	4.850621	1.9764779e-13	1.7071165	0.009956815	-1.7071165
3	-4.037465	4.3256564	3.4340996e-14	2.7199175	0.017642137	-2.7199175
3	1.4015449	1.5414071	1.5818442e-06	0.6958359	4.06147	-0.6958343
3	-3.0562708	4.353124	1.3323821e-13	1.9023167	0.047062874	-1.9023167
3	-1.5600002	3.4821289	0.28619954	1.2597791	0.21013603	-0.9735795
3	2.4607096	2.632409	0.4381904	0.65014607	11.7131195	-0.21195567
3	-3.9846165	4.996351	2.0646532e-13	1.698028	0.018599575	-1.698028
3	-3.5894966	4.8576035	2.072845e-13	1.7356281	0.027612226	-1.7356281
3	-3.2727385	3.1490722	0.0	3.400997	0.03790249	-3.400997
3	2.3222196	2.6551018	0.78757024	1.0099534	10.198285	-0.22238314
3	-3.461651	4.117075	7.935239e-14	3.1926632	0.03137791	-3.1926632
3	-3.0404885	3.4048617	8.0776294e-20	1.6468472	0.04781153	-1.6468472
3	-1.0505152	3.1947412	5.331392e-10	1.2213647	0.34975752	-1.2213647
3	1.1170211	1.8727723	2.3522559e-14	0.3952433	3.0557377	-0.3952433
3	6.735695	4.3610663	0.0	0.43571895	841.92834	-0.43571895
3	2.5596242	1.3632754	0.53167725	1.3200493e-05	12.930957	0.5316641
3	-2.9830651	3.2360463	1.2670225e-13	2.841143	0.050637387	-2.841143
3	1.9920478	1.4017402	0.09595755	0.38128683	7.3305297	-0.28532928
3	-0.97313184	2.6887176	1.2240284e-19	1.002516	0.37789768	-1.002516
3	1.6001678	1.7076792	1.2863586e-14	0.7464557	4.953863	-0.7464557
3	0.51336676	2.230834	2.5062226e-09	0.57697177	1.6709073	-0.57697177
3	-2.2229013	4.295692	8.176244e-20	0.94262457	0.10829445	-0.94262457
3	0.5836101	0.9893366	0.7037574	0.14274153	1.7924979	0.56101584
3	-0.54648006	1.2231838	5.120166	1.0162584	0.5789842	4.1039076
3	2.0475473	1.537415	1.7291451e-12	0.43663597	7.7488723	-0.43663597
3	2.7879682	2.939584	1.3590171	1.5568086	16.247972	-0.19779146
3	2.1131349	0.108007476	1.5919974	0.6412011	8.274139	0.9507963
3	4.1163344	0.0810267	0.3105052	0.48168674	61.334007	-0.17118153
3	-6.5583324	4.4268856	2.8783302	2.8528876e-18	0.0014182488	2.8783302
3	2.9421449	2.7428505	1.7697732	2.0254474	18.956463	-0.25567412
3	-5.972031	3.9864306	3.8834524	1.4150605e-16	0.0025490588	3.8834524
3	5.0349956	5.340743	0.55261016	0.7944412	153.69891	-0.24183106
3	9.413536	2.9873831	2.838861e-11	1.831477	12253.122	-1.831477
4	2.4817443	3.833413	6.1270647	6.640685	11.962111	-0.5136204
4	2.655491	3.3856037	5.9312596	6.3487067	14.231974	-0.4174471
4	2.5365007	3.6903353	6.8343296	7.3702793	12.635379	-0.5359497
4	2.5785866	3.4057684	6.5776443	7.122018	13.178498	-0.5443735
4	0.46102053	5.2670164	3.9524765	4.035811	1.5856915	-0.083334446
4	1.7025836	4.3167114	3.6967757	3.7984664	5.4881077	-0.10169077
4	2.0861351	3.879071	2.9930217	3.3148284	8.053728	-0.32180667
4	2.4091828	3.74494	3.4405582	3.6624146	11.1248665	-0.22185636
4	2.441072	3.5726557	3.4001458	3.7087834	11.485346	-0.30863762
4	2.4954102	3.4824855	3.755934	4.0890956	12.126707	-0.3331616
4	1.7544892	4.311338	1.9948449	2.091124	5.780494	-0.096279144
4	2.4972882	3.3019063	4.345643	4.70921	12.149503	-0.36356688
4	1.877075	3.6114287	1.7271097	1.835511	6.5343637	-0.1084013
4	2.5420256	3.1959329	4.307504	4.498477	12.70538	-0.1909728
4	2.2001486	0.2215347	1.4008192e-13	1.0942374	9.026355	-1.0942374
4	-4.5270276	3.487053	4.314924	4.013598e-14	0.010812768	4.314924
4	-0.5996215	5.429106	0.9937905	1.2650322	0.5490194	-0.27124166
4	2.5052948	3.0024245	2.2426786	2.3664322	12.247169	-0.12375355
4	1.200212	2.3318996	0.29280284	0.5264303	3.3208208	-0.23362747
4	1.4773308	4.944074	2.1425827	2.0143414	4.3812356	0.1282413
4	2.3176894	0.46087947	1.08413236e-17	1.2295274	10.152189	-1.2295274
4	2.1209395	0.100585885	3.8818243	1.4369477	8.338968	2.4448767
4	-6.066838	5.386771	3.5147882	1.2091386	0.002318493	2.3056495
4	2.120489	0.09463222	1.1581154	1.09378	8.335212	0.064335346
4	-2.191605	2.9754903	3.3001524e-34	0.7038106	0.11173726	-0.7038106
4	-5.953913	6.561119	4.09418	3.3522987	0.0025956633	0.7418814
4	-4.727751	9.060321	4.063859	3.375421	0.008846346	0.68843794
4	-3.5489423	6.5613127	2.2996144	1.8966727	0.028755037	0.4029417
4	-2.1259358	6.464411	1.4682413	1.1225	0.11932126	0.3457414
4	-4.0620975	8.379906	2.9758272	2.4629912	0.017212877	0.512836
4	-2.5970745	4.2655187	1.0232179	6.98786e-16	0.07449118	1.0232179
4	-0.0027990798	3.2863383	0.45714235	9.176314e-31	0.99720484	0.45714235
4	0.8581036	4.7959313	1.0179379	0.8675508	2.3586833	0.15038711
4	-3.967318	4.3264875	1.7316633	0.7576636	0.018924119	0.97399974
4	2.128603	0.4612783	0.58402497	0.22936366	8.403119	0.3546613
4	2.0067782	0.54983103	0.48017028	0.24460763	7.439311	0.23556265
4	2.124206	0.7615916	0.36043182	0.12888768	8.366253	0.23154414
4	1.9987364	0.7274788	0.77442056	0.33459273	7.379725	0.43982783
4	2.0663583	0.22312208	0.29106236	0.22087093	7.896016	0.07019143
4	-2.1653419	2.0830083	2.7681463	0.841172	0.11471071	1.9269743
4	1.3873045	2.849455	0.6021122	0.47492397	4.0040426	0.1271882
4	-1.5563222	6.176863	1.159348	0.991286	0.21091034	0.16806203
4	-3.1890035	2.8272464	7.87849	3.3167844	0.04121292	4.5617056
4	-4.1618814	3.7425108	4.5009995	2.146578	0.015578221	2.3544214
4	-4.2387776	4.2089524	4.8015537	2.5605063	0.014425214	2.2410474
4	2.040336	0.23724395	0.2764824	0.24502018	7.693193	0.031462222
4	2.058433	0.7906256	0.2902444	0.22424604	7.8336854	0.06599836
4	2.1990774	0.24956115	0.37200654	0.35969877	9.01669	0.012307763
4	2.2104876	0.23595773	0.25454983	0.27379724	9.120162	-0.019247413
4	2.2188582	0.20046507	0.34744498	0.3031599	9.196824	0.04428509
4	2.0464346	0.13636671	0.31057522	0.5009134	7.740255	-0.19033816
4	-0.8131655	5.857575	0.71996254	9.77856e-19	0.4434521	0.71996254
4	1.1575123	0.72955877	0.590557	0.4267671	3.1820076	0.16378987
4	-2.9278119	2.9131572	5.946721	2.8324	0.053514007	3.114321
4	2.144542	0.6801538	0.73139554	0.29601842	8.53813	0.43537712
4	1.8538402	0.37523037	0.45996618	0.43331078	6.3842897	0.026655406
4	2.0231595	0.7422361	0.6923208	0.23945715	7.56218	0.4528637
4	-2.6074898	2.6825974	4.7480655	2.6418204	0.07371936	2.106245
4	2.2291133	0.54758155	0.39768463	0.3071999	9.291624	0.09048474
4	2.1945853	0.51405907	0.43740785	0.3539416	8.976278	0.08346626
4	2.0483706	0.5991372	0.4057333	0.38256496	7.7552543	0.023168325
4	2.2219596	0.23658381	0.34970808	0.30058017	9.225391	0.049127907
4	2.2146654	0.25859022	0.3273915	0.25578988	9.158344	0.07160163
4	2.1089687	0.51709616	0.21671735	0.21493483	8.239739	0.0017825216
4	2.2694397	0.7618147	0.20680512	0.40373087	9.673979	-0.19692574
4	1.9286461	4.5157237	0.7502869	1.8741535e-20	6.880189	0.7502869
4	0.2703828	4.82005	1.022546	1.0347897e-18	1.3104659	1.022546
4	2.5609863	1.7903854	0.25563678	6.3268217e-19	12.948582	0.25563678
4	1.7814556	5.3835893	0.78061634	3.0927174e-19	5.938494	0.78061634
4	1.2525333	7.145321	1.7289435	1.4193518	3.4991963	0.30959165
4	2.5656476	5.8505554	0.95411414	1.2876843e-25	13.00908	0.95411414
4	-0.119250804	1.0693389	3.7112813	2.9033573	0.88758516	0.80792403
4	2.0961425	0.6529362	1.2206568	0.49824837	8.134729	0.7224084
4	2.556165	10.594297	0.59202737	5.1289546e-19	12.886303	0.59202737
4	2.4259033	5.956616	1.0643852	6.355263e-28	11.312444	1.0643852
4	1.6180971	5.2529306	0.8548296	3.664129e-19	5.0434837	0.8548296
4	-1.392453	1.6821743	5.0486517	3.0079188	0.24846508	2.0407329
4	2.0042694	0.7016422	0.71735793	0.38352504	7.42067	0.3338329
4	-1.5385208	1.7986052	3.401964	1.0402801	0.21469845	2.3616838
4	-2.6627786	2.6280203	4.9347253	2.8278606	0.06975413	2.1068647
4	2.261693	0.61998814	0.38152292	0.32701266	9.599327	0.054510266
4	2.1100395	0.66140336	0.47428444	0.34341395	8.248567	0.13087049
4	2.061891	0.69162244	0.37610918	0.32938635	7.8608212	0.04672283
4	2.2827473	5.4063764	1.5931065	7.1425984e-23	9.803576	1.5931065
4	2.1726263	0.57264227	0.3701544	0.1849795	8.781316	0.18517491
4	-4.8878484	3.6846392	2.5034773	4.0338525e-17	0.007537623	2.5034773
4	-3.2825315	2.744467	2.0703964	5.6205223e-18	0.037533123	2.0703964
4	-3.5378723	5.9856396	1.3826417	0.7742928	0.029075123	0.60834885
4	1.0767723	2.6973898	0.57777816	0.20840946	2.9351904	0.3693687
4	-0.83220935	1.3637125	4.9067745	2.6864078	0.43508697	2.2203667
4	-1.6855	7.7816415	1.435511	1.007133	0.18535173	0.428378
4	0.8700775	5.343112	0.5041652	2.4782167e-17	2.387096	0.5041652
4	-1.72443	5.009139	1.0489097	5.3262787e-14	0.17827465	1.0489097
4	1.6278456	6.0540214	0.73285335	6.2885936e-17	5.092891	0.73285335
4	2.9680376	7.730175	0.7685032	1.1381813e-19	19.453707	0.7685032
4	2.858288	5.1592436	0.61305207	3.4179894e-19	17.43166	0.61305207
4	3.220851	4.20731	0.8595183	1.556501e-24	25.049427	0.8595183
4	-3.9407256	3.5834877	3.2644417	2.2119102	0.01943411	1.0525315
4	-0.001795619	6.0650144	0.7895523	1.8739242e-13	0.998206	0.7895523
4	3.9995458	6.287005	0.85875356	3.4511795e-17	54.573357	0.85875356
4	5.0457134	6.459039	0.9309467	3.0128102e-20	155.35509	0.9309467
4	2.4313083	3.9291463	0.75650656	1.2452524e-23	11.373753	0.75650656
4	-4.404658	4.8803167	1.9852906	1.3430554	0.012220287	0.6422353
4	1.8654053	0.09269314	0.2155093	0.33126906	6.4585533	-0.11575976
4	5.050616	6.295555	0.85580504	1.5524208e-17	156.11858	0.85580504
4	6.567491	6.6384196	1.1171035	3.182288e-17	711.5823	1.1171035
4	1.9537432	0.7636076	0.38501284	0.2124317	7.055047	0.17258114
4	6.442004	5.696532	1.1320728	2.3728196e-16	627.6635	1.1320728
4	3.8766026	5.339177	1.6181562	4.721642e-13	48.25998	1.6181562
4	6.2298937	5.8406973	0.85870427	8.936721e-20	507.7015	0.85870427
4	-5.036437	4.943465	1.6207191	5.036069e-19	0.006496855	1.6207191
