model	subject	roi	voxel	r2	mu_vertex	sd_vertex	amplitude_vertex	baseline_vertex	mu_ips	sd_ips	amplitude_ips	baseline_ips	pref_n_ips	pref_n_vertex
0	1	NPCr2cm-cluster	50474	0.01733315	1.8093557	0.0987792	0.6903904	0.18931924	1.8093557	0.0987792	0.6903904	0.18931924	6.106512	6.106512
0	1	NPCr2cm-cluster	50477	0.061071634	1.6483167	0.26026535	0.9396734	0.283819	1.6483167	0.26026535	0.9396734	0.283819	5.198222	5.198222
0	1	NPCr2cm-cluster	50508	0.0081496835	1.6986623	0.1325953	0.870817	0.16978864	1.6986623	0.1325953	0.870817	0.16978864	5.4666295	5.4666295
0	1	NPCr2cm-cluster	50512	0.041903973	1.8163009	0.109624825	1.0626179	0.042095825	1.8163009	0.109624825	1.0626179	0.042095825	6.1490703	6.1490703
0	1	NPCr2cm-cluster	50544	0.00059878826	0.4992664	1.9263098	0.069807276	0.15875387	0.4992664	1.9263098	0.069807276	0.15875387	1.6475122	1.6475122
0	1	NPCr2cm-cluster	50545	0.002668202	0.30965707	1.8047575	0.14523216	0.14635879	0.30965707	1.8047575	0.14523216	0.14635879	1.3629577	1.3629577
0	1	NPCr2cm-cluster	50546	0.0075012445	1.7888343	0.11069046	0.34009647	0.10032619	1.7888343	0.11069046	0.34009647	0.10032619	5.9824743	5.9824743
0	1	NPCr2cm-cluster	50547	0.019512534	1.7579782	0.13715549	0.5448721	0.04630127	1.7579782	0.13715549	0.5448721	0.04630127	5.8006973	5.8006973
0	1	NPCr2cm-cluster	50549	0.021924436	1.839094	0.09336764	1.3356941	-0.34528458	1.839094	0.09336764	1.3356941	-0.34528458	6.2908363	6.2908363
0	1	NPCr2cm-cluster	50583	0.008455753	2.7191565	0.14971289	0.15582946	0.15186019	2.7191565	0.14971289	0.15582946	0.15186019	15.167522	15.167522
0	1	NPCr2cm-cluster	50584	0.010610104	2.7021482	0.15601175	0.15892398	0.16539547	2.7021482	0.15601175	0.15892398	0.16539547	14.911731	14.911731
0	1	NPCr2cm-cluster	50585	0.0008817911	2.5378993	1.1451323	0.06404287	0.063597985	2.5378993	1.1451323	0.06404287	0.063597985	12.653063	12.653063
0	1	NPCr2cm-cluster	50586	0.011412382	1.7740096	0.11476886	0.5440371	-0.0071440954	1.7740096	0.11476886	0.5440371	-0.0071440954	5.89444	5.89444
0	1	NPCr2cm-cluster	50587	0.018121898	1.8280259	0.0994581	0.6888297	-0.13859311	1.8280259	0.0994581	0.6888297	-0.13859311	6.2215924	6.2215924
0	1	NPCr2cm-cluster	50625	4.0650368e-05	4.3724833	0.69903743	0.0041948585	0.1122581	4.3724833	0.69903743	0.0041948585	0.1122581	79.240166	79.240166
0	1	NPCr2cm-cluster	50626	0.0050668716	3.6162539	0.14566168	0.15752867	-0.0033071071	3.6162539	0.14566168	0.15752867	-0.0033071071	37.197956	37.197956
0	1	NPCr2cm-cluster	50665	0.0038707852	4.1807327	0.0658103	0.2043323	0.0696591	4.1807327	0.0658103	0.2043323	0.0696591	65.413765	65.413765
0	1	NPCr2cm-cluster	50706	0.0084940195	4.43715	0.43228525	0.1694193	0.05340645	4.43715	0.43228525	0.1694193	0.05340645	84.533676	84.533676
0	1	NPCr2cm-cluster	50707	0.019858241	4.2136374	0.077542976	0.49949014	0.056909706	4.2136374	0.077542976	0.49949014	0.056909706	67.60198	67.60198
0	1	NPCr2cm-cluster	52454	0.04764259	1.8294789	0.098094344	1.1350127	0.2155758	1.8294789	0.098094344	1.1350127	0.2155758	6.230639	6.230639
0	1	NPCr2cm-cluster	52481	0.062838376	1.8346776	0.09741317	0.83935285	0.20219487	1.8346776	0.09741317	0.83935285	0.20219487	6.2631145	6.2631145
0	1	NPCr2cm-cluster	52482	0.06073469	1.7857541	0.13677682	1.3731495	0.57140887	1.7857541	0.13677682	1.3731495	0.57140887	5.9640756	5.9640756
0	1	NPCr2cm-cluster	52483	0.041891515	1.5188587	0.32475364	2.0605586	1.0523309	1.5188587	0.32475364	2.0605586	1.0523309	4.5670094	4.5670094
0	1	NPCr2cm-cluster	52511	0.06615621	1.8330618	0.10355763	0.9149353	0.43910018	1.8330618	0.10355763	0.9149353	0.43910018	6.2530026	6.2530026
0	1	NPCr2cm-cluster	52512	0.06370336	1.4276166	0.36004952	1.5909619	0.49013877	1.4276166	0.36004952	1.5909619	0.49013877	4.1687512	4.1687512
0	1	NPCr2cm-cluster	52513	0.052152395	1.7803344	0.13259108	1.1403829	0.41308957	1.7803344	0.13259108	1.1403829	0.41308957	5.9318395	5.9318395
0	1	NPCr2cm-cluster	52544	0.030879915	2.0634108	0.12826346	0.4361487	0.25330365	2.0634108	0.12826346	0.4361487	0.25330365	7.8727765	7.8727765
0	1	NPCr2cm-cluster	52579	0.013626397	1.8031465	0.11130432	0.58710563	0.1518777	1.8031465	0.11130432	0.58710563	0.1518777	6.068712	6.068712
0	1	NPCr2cm-cluster	52617	0.015986145	1.8308324	0.09646467	0.8882606	-0.07048214	1.8308324	0.09646467	0.8882606	-0.07048214	6.2390776	6.2390776
0	1	NPCr2cm-cluster	52655	0.011373758	1.7486995	0.13243882	0.537049	-0.001002667	1.7486995	0.13243882	0.537049	-0.001002667	5.7471232	5.7471232
0	1	NPCr2cm-cluster	52694	0.0068026185	1.7034864	0.13610041	0.6319386	0.04080209	1.7034864	0.13610041	0.6319386	0.04080209	5.493065	5.493065
0	1	NPCr2cm-cluster	52733	0.0051620007	2.0857234	0.10732706	0.2873724	0.043559443	2.0857234	0.10732706	0.2873724	0.043559443	8.050413	8.050413
0	1	NPCr2cm-cluster	52774	0.008497775	1.7458757	0.23393245	0.22878057	0.06060057	1.7458757	0.23393245	0.22878057	0.06060057	5.7309175	5.7309175
0	1	NPCr2cm-cluster	52775	0.013752997	4.19047	0.06437494	0.40266693	0.07695802	4.19047	0.06437494	0.40266693	0.07695802	66.05385	66.05385
0	1	NPCr2cm-cluster	54514	0.021652281	1.8234584	0.09926176	0.54033464	0.21330462	1.8234584	0.09926176	0.54033464	0.21330462	6.19324	6.19324
0	1	NPCr2cm-cluster	54515	0.03525555	1.8265092	0.100160755	0.66275024	0.16084652	1.8265092	0.100160755	0.66275024	0.16084652	6.2121634	6.2121634
0	1	NPCr2cm-cluster	54516	0.07354194	1.8326237	0.09721647	1.3310053	0.19763601	1.8326237	0.09721647	1.3310053	0.19763601	6.2502637	6.2502637
0	1	NPCr2cm-cluster	54541	0.0066358447	1.6982439	0.1316245	0.85120666	0.06353184	1.6982439	0.1316245	0.85120666	0.06353184	5.4643426	5.4643426
0	1	NPCr2cm-cluster	54542	0.004777372	1.7324181	0.12074634	0.48944786	0.14574501	1.7324181	0.12074634	0.48944786	0.14574501	5.6543097	5.6543097
0	1	NPCr2cm-cluster	54543	0.014826894	1.7957927	0.10676762	0.5125113	0.1767684	1.7957927	0.10676762	0.5125113	0.1767684	6.0242486	6.0242486
0	1	NPCr2cm-cluster	54545	0.08486235	1.8161767	0.1373638	1.576746	0.7828533	1.8161767	0.1373638	1.576746	0.7828533	6.148306	6.148306
0	1	NPCr2cm-cluster	54572	0.012279987	1.800284	0.1062242	0.50871307	0.26606706	1.800284	0.1062242	0.50871307	0.26606706	6.0513654	6.0513654
0	1	NPCr2cm-cluster	54574	0.06709474	1.5926529	0.29738593	1.4929172	0.69729227	1.5926529	0.29738593	1.4929172	0.69729227	4.9167757	4.9167757
0	1	NPCr2cm-cluster	54575	0.07965177	1.7056891	0.22885005	1.4375992	0.6910329	1.7056891	0.22885005	1.4375992	0.6910329	5.505178	5.505178
0	1	NPCr2cm-cluster	54576	0.06558281	1.8271449	0.112946756	1.1232629	0.50639904	1.8271449	0.112946756	1.1232629	0.50639904	6.216113	6.216113
0	1	NPCr2cm-cluster	54605	0.05389452	1.0258967	0.6358723	1.6689723	0.64540267	1.0258967	0.6358723	1.6689723	0.64540267	2.7895956	2.7895956
0	1	NPCr2cm-cluster	54606	0.05612892	0.86784345	0.71175855	1.6111022	0.45265105	0.86784345	0.71175855	1.6111022	0.45265105	2.381769	2.381769
0	1	NPCr2cm-cluster	54608	0.0129957795	1.7729591	0.12896906	0.73193914	0.38503549	1.7729591	0.12896906	0.73193914	0.38503549	5.888251	5.888251
0	1	NPCr2cm-cluster	54638	0.006163299	1.8272091	0.45048705	0.10757881	0.32139897	1.8272091	0.45048705	0.10757881	0.32139897	6.216513	6.216513
0	1	NPCr2cm-cluster	54639	0.03246206	2.0122104	0.32546335	0.35023665	0.57029855	2.0122104	0.32546335	0.35023665	0.57029855	7.479832	7.479832
0	1	NPCr2cm-cluster	54640	0.036915302	1.9326507	0.43284348	0.30570412	0.32704014	1.9326507	0.43284348	0.30570412	0.32704014	6.9077964	6.9077964
0	1	NPCr2cm-cluster	54642	0.01163578	1.7853929	0.1204233	0.5006913	0.1780831	1.7853929	0.1204233	0.5006913	0.1780831	5.9619217	5.9619217
0	1	NPCr2cm-cluster	54643	0.026468575	1.8209968	0.10506909	1.0575166	-0.041095093	1.8209968	0.10506909	1.0575166	-0.041095093	6.1780133	6.1780133
0	1	NPCr2cm-cluster	54675	0.015881062	2.6923053	0.04515808	0.29537156	0.28194255	2.6923053	0.04515808	0.29537156	0.28194255	14.765676	14.765676
0	1	NPCr2cm-cluster	54676	0.020760596	2.0549035	0.38325146	0.21941133	0.40020362	2.0549035	0.38325146	0.21941133	0.40020362	7.806085	7.806085
0	1	NPCr2cm-cluster	54680	0.012669742	1.8157543	0.110111415	0.6095494	0.0031863695	1.8157543	0.110111415	0.6095494	0.0031863695	6.1457095	6.1457095
0	1	NPCr2cm-cluster	54717	0.0074108243	2.07427	0.11146939	0.2450899	0.034154553	2.07427	0.11146939	0.2450899	0.034154553	7.9587345	7.9587345
0	1	NPCr2cm-cluster	54757	0.0009788275	4.3820267	0.6931472	0.061564825	0.032714624	4.3820267	0.6931472	0.061564825	0.032714624	80.00001	80.00001
0	1	NPCr2cm-cluster	54796	0.0020214915	5.1859026	0.7137168	0.18417627	0.015474154	5.1859026	0.7137168	0.18417627	0.015474154	178.7347	178.7347
0	1	NPCr2cm-cluster	54837	0.012447417	1.6601009	0.2215789	0.4452661	0.031224541	1.6601009	0.2215789	0.4452661	0.031224541	5.259842	5.259842
0	1	NPCr2cm-cluster	56568	0.029752672	1.8105874	0.102504164	0.7949004	0.24001414	1.8105874	0.102504164	0.7949004	0.24001414	6.114038	6.114038
0	1	NPCr2cm-cluster	56569	0.0423972	1.8035132	0.109224506	0.86503696	0.1845545	1.8035132	0.109224506	0.86503696	0.1845545	6.070938	6.070938
0	1	NPCr2cm-cluster	56570	0.09629327	1.847876	0.09385532	1.1264395	0.14487228	1.847876	0.09385532	1.1264395	0.14487228	6.3463254	6.3463254
0	1	NPCr2cm-cluster	56597	0.020343363	1.7931345	0.111184925	0.6364213	0.24329673	1.7931345	0.111184925	0.6364213	0.24329673	6.0082555	6.0082555
0	1	NPCr2cm-cluster	56598	0.07491964	1.8312027	0.10532045	0.89844924	0.24808657	1.8312027	0.10532045	0.89844924	0.24808657	6.241389	6.241389
0	1	NPCr2cm-cluster	56599	0.095631	1.8454349	0.10440827	1.7179822	0.66117257	1.8454349	0.10440827	1.7179822	0.66117257	6.3308525	6.3308525
0	1	NPCr2cm-cluster	56628	0.08225852	1.4387778	0.37174574	1.8217337	0.54971105	1.4387778	0.37174574	1.8217337	0.54971105	4.2155404	4.2155404
0	1	NPCr2cm-cluster	56629	0.08585161	1.701222	0.24432927	1.5320867	0.6661775	1.701222	0.24432927	1.5320867	0.6661775	5.48064	5.48064
0	1	NPCr2cm-cluster	56630	0.07099873	1.7706183	0.22697254	0.876317	0.5230627	1.7706183	0.22697254	0.876317	0.5230627	5.8744845	5.8744845
0	1	NPCr2cm-cluster	56659	0.05195701	1.2180291	0.63696814	0.97901547	0.5242114	1.2180291	0.63696814	0.97901547	0.5242114	3.3805184	3.3805184
0	1	NPCr2cm-cluster	56660	0.0672915	0.55557054	0.947014	1.662374	0.3786998	0.55557054	0.947014	1.662374	0.3786998	1.7429352	1.7429352
0	1	NPCr2cm-cluster	56662	0.015753567	2.0565658	0.12931776	0.37061614	0.38009804	2.0565658	0.12931776	0.37061614	0.38009804	7.8190713	7.8190713
0	1	NPCr2cm-cluster	56692	0.008347154	2.111614	0.111163355	0.3854774	0.35082823	2.111614	0.111163355	0.3854774	0.35082823	8.261564	8.261564
0	1	NPCr2cm-cluster	56694	0.04805529	1.863784	0.5554916	0.403125	0.32341817	1.863784	0.5554916	0.403125	0.32341817	6.4480896	6.4480896
0	1	NPCr2cm-cluster	56696	0.023561299	1.6480442	0.22218889	0.7040254	0.24399532	1.6480442	0.22218889	0.7040254	0.24399532	5.1968064	5.1968064
0	1	NPCr2cm-cluster	56697	0.0356161	2.0562992	0.120619684	0.7014382	0.09355213	2.0562992	0.120619684	0.7014382	0.09355213	7.8169866	7.8169866
0	1	NPCr2cm-cluster	56729	0.013287127	2.0700288	0.3098548	0.21113314	0.42057434	2.0700288	0.3098548	0.21113314	0.42057434	7.9250507	7.9250507
0	1	NPCr2cm-cluster	56731	0.019493103	2.2697906	0.3491732	0.21075769	0.24823147	2.2697906	0.3491732	0.21075769	0.24823147	9.677375	9.677375
0	1	NPCr2cm-cluster	56734	0.01793605	1.8234906	0.21243113	0.3281619	0.041079585	1.8234906	0.21243113	0.3281619	0.041079585	6.193439	6.193439
0	1	NPCr2cm-cluster	56768	0.022168458	1.4237335	0.979056	0.34570378	0.36784595	1.4237335	0.979056	0.34570378	0.36784595	4.152595	4.152595
0	1	NPCr2cm-cluster	56769	0.011594057	2.484899	0.1746051	0.22017236	0.39703232	2.484899	0.1746051	0.22017236	0.39703232	11.999908	11.999908
0	1	NPCr2cm-cluster	56771	0.008385837	1.6172355	0.25172362	0.30836898	0.025926584	1.6172355	0.25172362	0.30836898	0.025926584	5.03914	5.03914
0	1	NPCr2cm-cluster	56772	0.013180137	1.7444092	0.13329847	0.5580594	-0.011202317	1.7444092	0.13329847	0.5580594	-0.011202317	5.722519	5.722519
0	1	NPCr2cm-cluster	56773	0.00864172	4.1922665	0.041862678	0.6549308	-0.067784354	4.1922665	0.041862678	0.6549308	-0.067784354	66.1726	66.1726
0	1	NPCr2cm-cluster	56807	0.013012826	2.3581576	0.6932376	0.17358455	0.23690191	2.3581576	0.6932376	0.17358455	0.23690191	10.571457	10.571457
0	1	NPCr2cm-cluster	56810	0.0051620603	3.949594	0.43695644	0.09751466	-0.013676625	3.949594	0.43695644	0.09751466	-0.013676625	51.914288	51.914288
0	1	NPCr2cm-cluster	56849	0.0144354105	5.502506	0.9367729	0.47125983	-0.03421343	5.502506	0.9367729	0.47125983	-0.03421343	245.30586	245.30586
0	1	NPCr2cm-cluster	56850	0.009141743	4.8013167	0.7069138	0.19985567	-0.02557092	4.8013167	0.7069138	0.19985567	-0.02557092	121.670525	121.670525
0	1	NPCr2cm-cluster	56889	0.01106298	5.2538943	0.7164588	0.44826773	0.0066626603	5.2538943	0.7164588	0.44826773	0.0066626603	191.30983	191.30983
0	1	NPCr2cm-cluster	56890	0.015014172	4.3980026	0.30353075	0.23333141	0.012996237	4.3980026	0.30353075	0.23333141	0.012996237	81.288345	81.288345
0	1	NPCr2cm-cluster	56891	0.015508473	4.1604424	0.08903471	0.31570655	-0.0344334	4.1604424	0.08903471	0.31570655	-0.0344334	64.09987	64.09987
0	1	NPCr2cm-cluster	56892	0.006605506	3.961239	0.57838666	0.1297381	-0.13759619	3.961239	0.57838666	0.1297381	-0.13759619	52.522366	52.522366
0	1	NPCr2cm-cluster	56893	0.0047585964	3.5829513	0.53275734	0.10978036	-0.11810386	3.5829513	0.53275734	0.10978036	-0.11810386	35.979572	35.979572
0	1	NPCr2cm-cluster	56932	0.020519316	4.128048	0.08148545	0.3511324	-0.049598407	4.128048	0.08148545	0.3511324	-0.049598407	62.056664	62.056664
0	1	NPCr2cm-cluster	58593	0.009372473	0.21749106	4.700963	0.88544273	-0.55872977	0.21749106	4.700963	0.88544273	-0.55872977	1.2429544	1.2429544
0	1	NPCr2cm-cluster	58594	0.01145345	-0.920878	4.78479	0.8617627	-0.35353056	-0.920878	4.78479	0.8617627	-0.35353056	0.3981693	0.3981693
0	1	NPCr2cm-cluster	58595	0.03907305	1.8023748	0.10516086	0.96068853	0.14648111	1.8023748	0.10516086	0.96068853	0.14648111	6.0640316	6.0640316
0	1	NPCr2cm-cluster	58622	0.030621469	1.8252014	0.1030228	0.57808214	0.22720776	1.8252014	0.1030228	0.57808214	0.22720776	6.2040443	6.2040443
0	1	NPCr2cm-cluster	58623	0.07105321	1.8312421	0.10259616	0.85003835	0.17310783	1.8312421	0.10259616	0.85003835	0.17310783	6.2416344	6.2416344
0	1	NPCr2cm-cluster	58624	0.08021289	1.8250722	0.11047647	1.6241959	0.4286083	1.8250722	0.11047647	1.6241959	0.4286083	6.203243	6.203243
0	1	NPCr2cm-cluster	58651	0.02610606	1.8212743	0.10083369	0.5382724	0.23256448	1.8212743	0.10083369	0.5382724	0.23256448	6.1797276	6.1797276
0	1	NPCr2cm-cluster	58653	0.06990516	1.254289	0.44868606	1.734718	0.35142958	1.254289	0.44868606	1.734718	0.35142958	3.505345	3.505345
0	1	NPCr2cm-cluster	58654	0.07812518	0.9896339	0.5824332	3.379008	0.5957982	0.9896339	0.5824332	3.379008	0.5957982	2.6902494	2.6902494
0	1	NPCr2cm-cluster	58655	0.046224594	1.1493554	0.57356805	1.3492913	0.5360491	1.1493554	0.57356805	1.3492913	0.5360491	3.156158	3.156158
0	1	NPCr2cm-cluster	58684	0.046605825	1.6266692	0.5105676	0.3972569	0.28442153	1.6266692	0.5105676	0.3972569	0.28442153	5.086903	5.086903
0	1	NPCr2cm-cluster	58685	0.07492262	0.5537595	1.0701041	1.254771	0.20871578	0.5537595	1.0701041	1.254771	0.20871578	1.7397816	1.7397816
0	1	NPCr2cm-cluster	58687	0.010274649	1.8709747	0.3648598	0.19543906	0.3439007	1.8709747	0.3648598	0.19543906	0.3439007	6.4946227	6.4946227
0	1	NPCr2cm-cluster	58717	0.013750374	2.114476	0.10591797	0.53867847	0.22462426	2.114476	0.10591797	0.53867847	0.22462426	8.285243	8.285243
0	1	NPCr2cm-cluster	58718	0.03332323	2.0127752	0.3965644	0.27131847	0.33684012	2.0127752	0.3965644	0.27131847	0.33684012	7.484058	7.484058
0	1	NPCr2cm-cluster	58719	0.049048662	1.2129445	0.98919266	0.541632	0.1060738	1.2129445	0.98919266	0.541632	0.1060738	3.3633738	3.3633738
0	1	NPCr2cm-cluster	58721	0.028794706	1.6309916	0.25601268	0.7145689	0.32599518	1.6309916	0.25601268	0.7145689	0.32599518	5.108938	5.108938
0	1	NPCr2cm-cluster	58753	0.0039924383	1.3635609	3.639298	0.4139819	-0.14404114	1.3635609	3.639298	0.4139819	-0.14404114	3.9100924	3.9100924
0	1	NPCr2cm-cluster	58754	0.020707846	2.1285813	0.10465976	0.8309461	0.37069598	2.1285813	0.10465976	0.8309461	0.37069598	8.402937	8.402937
0	1	NPCr2cm-cluster	58755	0.030692518	2.2131126	0.34325927	0.26854074	0.3599654	2.2131126	0.34325927	0.26854074	0.3599654	9.144134	9.144134
0	1	NPCr2cm-cluster	58758	0.03863722	1.7877445	0.12470816	0.6795153	0.1431893	1.7877445	0.12470816	0.6795153	0.1431893	5.975958	5.975958
0	1	NPCr2cm-cluster	58759	0.024665773	2.0773473	0.11853127	0.4636477	0.08907031	2.0773473	0.11853127	0.4636477	0.08907031	7.983263	7.983263
0	1	NPCr2cm-cluster	58760	0.0043111444	2.0461774	0.12639734	0.258723	0.0042874245	2.0461774	0.12639734	0.258723	0.0042874245	7.7382636	7.7382636
0	1	NPCr2cm-cluster	58790	0.0017828345	3.550512	0.16318873	0.08017309	0.122457184	3.550512	0.16318873	0.08017309	0.122457184	34.83115	34.83115
0	1	NPCr2cm-cluster	58791	0.01011467	0.8815757	2.0995061	0.3041447	0.13107878	0.8815757	2.0995061	0.3041447	0.13107878	2.4147015	2.4147015
0	1	NPCr2cm-cluster	58792	0.021961391	1.7475477	0.92199284	0.28637704	0.3692534	1.7475477	0.92199284	0.28637704	0.3692534	5.7405076	5.7405076
0	1	NPCr2cm-cluster	58798	0.009874225	4.0721455	0.15896203	0.30671284	-0.09905638	4.0721455	0.15896203	0.30671284	-0.09905638	58.68273	58.68273
0	1	NPCr2cm-cluster	58828	0.004273474	5.0041656	1.5811436	0.1307123	0.08305431	5.0041656	1.5811436	0.1307123	0.08305431	149.03268	149.03268
0	1	NPCr2cm-cluster	58829	0.00017118454	3.802117	0.6931472	0.020207902	0.16515774	3.802117	0.6931472	0.020207902	0.16515774	44.79592	44.79592
0	1	NPCr2cm-cluster	58830	0.00633353	1.357541	1.6836137	0.19472843	0.1944783	1.357541	1.6836137	0.19472843	0.1944783	3.8866243	3.8866243
0	1	NPCr2cm-cluster	58831	0.011357307	2.1412854	0.7986342	0.16491039	0.29649425	2.1412854	0.7986342	0.16491039	0.29649425	8.51037	8.51037
0	1	NPCr2cm-cluster	58835	0.0046219826	3.8124082	0.41642502	0.104615755	-0.09933713	3.8124082	0.41642502	0.104615755	-0.09933713	45.2593	45.2593
0	1	NPCr2cm-cluster	58836	0.002848208	3.8190694	0.4968626	0.11416895	-0.18587427	3.8190694	0.4968626	0.11416895	-0.18587427	45.561783	45.561783
0	1	NPCr2cm-cluster	58837	0.003194213	3.8840203	0.48919642	0.120857544	-0.10156716	3.8840203	0.48919642	0.120857544	-0.10156716	48.619286	48.619286
0	1	NPCr2cm-cluster	58838	0.0058849454	3.5477107	0.604944	0.21972018	-0.1873945	3.5477107	0.604944	0.21972018	-0.1873945	34.733707	34.733707
0	1	NPCr2cm-cluster	58869	0.0003427267	4.3820267	0.6931472	0.014109309	0.19219439	4.3820267	0.6931472	0.014109309	0.19219439	80.00001	80.00001
0	1	NPCr2cm-cluster	58870	0.0001937151	2.8475163	0.6931472	0.02270383	0.23640677	2.8475163	0.6931472	0.02270383	0.23640677	17.244898	17.244898
0	1	NPCr2cm-cluster	58874	0.009389639	4.4781427	0.6338328	0.14806612	-0.024731856	4.4781427	0.6338328	0.14806612	-0.024731856	88.070946	88.070946
0	1	NPCr2cm-cluster	58875	0.011996031	4.139296	0.08187281	0.32789558	-0.10233466	4.139296	0.08187281	0.32789558	-0.10233466	62.75863	62.75863
0	1	NPCr2cm-cluster	58913	0.013177633	4.4336963	0.27600172	0.23254101	0.014704395	4.4336963	0.27600172	0.23254101	0.014704395	84.242226	84.242226
0	1	NPCr2cm-cluster	58914	0.0014284253	4.3820267	0.6931472	0.057545733	-0.038465478	4.3820267	0.6931472	0.057545733	-0.038465478	80.00001	80.00001
0	1	NPCr2cm-cluster	58916	0.008097172	3.6440308	0.4688998	0.13755998	-0.055678412	3.6440308	0.4688998	0.13755998	-0.055678412	38.245686	38.245686
0	1	NPCr2cm-cluster	58956	0.0063639283	3.5588858	0.4120668	0.11268313	-0.0648837	3.5588858	0.4120668	0.11268313	-0.0648837	35.12404	35.12404
0	1	NPCr2cm-cluster	58996	0.0167166	4.1030054	0.07984372	0.3036305	0.01180995	4.1030054	0.07984372	0.3036305	0.01180995	60.521908	60.521908
0	1	NPCr2cm-cluster	60573	0.019349158	-1.0566128	1.9964006	1.2795694	0.15485077	-1.0566128	1.9964006	1.2795694	0.15485077	0.3476313	0.3476313
0	1	NPCr2cm-cluster	60574	0.020663679	-1.3291003	2.3858232	1.1104873	0.09444633	-1.3291003	2.3858232	1.1104873	0.09444633	0.26471534	0.26471534
0	1	NPCr2cm-cluster	60575	0.017234147	0.67599976	4.629021	1.0616293	-0.9118484	0.67599976	4.629021	1.0616293	-0.9118484	1.9659975	1.9659975
0	1	NPCr2cm-cluster	60603	0.045636	1.8226141	0.10318429	0.6979452	0.051789373	1.8226141	0.10318429	0.6979452	0.051789373	6.188013	6.188013
0	1	NPCr2cm-cluster	60604	0.05900109	1.7522296	0.17636117	1.2783352	0.35541832	1.7522296	0.17636117	1.2783352	0.35541832	5.7674475	5.7674475
0	1	NPCr2cm-cluster	60632	0.062447786	1.2883275	0.48995706	1.3576541	0.44105494	1.2883275	0.48995706	1.3576541	0.44105494	3.6267157	3.6267157
0	1	NPCr2cm-cluster	60633	0.0677619	1.2277448	0.4948242	2.7595983	0.845992	1.2277448	0.4948242	2.7595983	0.845992	3.4135227	3.4135227
0	1	NPCr2cm-cluster	60634	0.027006447	2.0677195	0.15356535	0.64542884	0.637758	2.0677195	0.15356535	0.64542884	0.637758	7.9067707	7.9067707
