neural	behav	abs_r	p_fwer	n	r	p
d_post_spread_lowminushigh	d_p_risky_highsafe	0.2508862864672447	1.0	35	0.25088628646724465	0.14602211982641936
d_amp_w14	d_indifference_rsecond	0.24859057389526862	1.0	35	0.24859057389526856	0.14987088286795242
d_amp_mean	d_indifference_orderdiff	0.2458306436769885	1.0	35	0.24583064367698845	0.15459494396093354
d_r_En1	d_consistency_orderdiff	0.24500833882937134	1.0	35	0.24500833882937137	0.1560230809277088
d_amp_rel_w7	d_p_risky_lowsafe	0.24362943144730315	1.0	35	-0.24362943144730323	0.15843927896780016
d_log_abs_err_lowminushigh	d_consistency_rfirst	0.2434718702608322	1.0	35	0.24347187026083214	0.158717076469755
d_amp_rel_w28	d_consistency_rsecond	0.24341263441865243	1.0	35	0.24341263441865246	0.15882160657849412
d_amp_w14	d_p_risky_orderdiff	0.24340564169648	1.0	35	-0.24340564169648002	0.158833949514208
d_r_En1	dnu_flexible1nf_7	0.24115523856906818	1.0	35	-0.24115523856906823	0.16284221467381382
d_log_abs_err	d_consistency	0.24024605444294655	1.0	35	0.24024605444294658	0.1644820500591999
d_amp_w14	d_indifference_orderdiff	0.23936755111451363	1.0	35	0.2393675511145136	0.16607778257436573
d_log_abs_err_lowminushigh	d_consistency_orderdiff	0.2388948171229211	1.0	35	-0.23889481712292104	0.16694104724196063
d_amp_w20	d_consistency	0.23771162149556482	1.0	35	0.23771162149556485	0.16911578048694337
d_amp_rel_w7	d_indifference_orderdiff	0.236706628734331	1.0	35	0.23670662873433096	0.1709788289439823
d_amp_rel_mean	d_p_risky_lowsafe	0.23663917595328918	1.0	35	-0.23663917595328934	0.17110439519213122
d_amp_rel_median	d_indifference_orderdiff	0.23519677723952553	1.0	35	0.23519677723952553	0.1738052604138844
d_amp_rel_w20	d_indifference_rsecond	0.2350643446858768	1.0	35	0.23506434468587684	0.17405475143390364
d_post_spread_lowminushigh	dnu_flexible1nf_14	0.23408428207749113	1.0	35	0.23408428207749113	0.175909033553256
d_log_abs_err	d_p_risky_orderdiff	0.23239534394592154	1.0	35	-0.2323953439459216	0.17913739544845214
d_amp_rel_w28	dnu_flexible1nf_20	0.23238423135431277	1.0	35	0.23238423135431288	0.17915877505549313
d_amp_w7	d_consistency	0.23019065274212247	1.0	35	0.23019065274212253	0.18341451962112354
d_amp_rel_w20	d_indifference_orderdiff	0.23011398770532562	1.0	35	0.2301139877053255	0.18356453716552099
d_post_spread	d_consistency_rfirst	0.2299441900764624	1.0	35	0.22994419007646247	0.18389710436396448
d_post_spread_high	d_indifference_rsecond	0.22957233338951422	1.0	35	0.22957233338951416	0.18462691205153062
d_log_abs_err_low	d_consistency	0.22912082582013907	1.0	35	0.229120825820139	0.18551578762187057
d_post_spread_high	d_consistency_rfirst	0.22872721622125752	1.0	35	0.22872721622125755	0.1862931389976189
d_post_spread_lowminushigh	d_p_risky	0.22809425927126195	1.0	35	0.22809425927126187	0.187547993337351
d_amp_median	d_indifference_orderdiff	0.2272008237175398	1.0	35	0.2272008237175397	0.18932936288551921
d_amp_rel_w14	dnu_flexible1nf_28	0.22691566296129217	1.0	35	0.2269156629612922	0.1899004237413477
d_amp_median	d_indifference_rsecond	0.22682904128079195	1.0	35	0.2268290412807919	0.19007413104720922
d_amp_w10	d_p_risky_orderdiff	0.22643690751493664	1.0	35	-0.22643690751493661	0.19086189508699594
d_post_spread_lowminushigh	d_p_risky_rfirst	0.22620604970952496	1.0	35	0.22620604970952496	0.19132673945123085
d_amp_rel_w28	d_indifference_rsecond	0.22571513631590173	1.0	35	0.22571513631590173	0.19231785869369017
d_amp_rel_w20	dnu_flexible1nf_20	0.22562276956579377	1.0	35	0.22562276956579375	0.1925047421642158
d_post_spread_lowminushigh	dnu_flexible1nf_28	0.22407379667775598	1.0	35	0.22407379667775595	0.19565772556170663
d_post_spread_high	dnu_flexible1nf_7	0.22384998800008027	1.0	35	-0.22384998800008035	0.19611626215463948
d_amp_rel_w10	d_indifference_rsecond	0.22041068417202014	1.0	35	0.2204106841720201	0.20325726262532098
d_amp_w10	d_p_risky_rsecond	0.22028692000273356	1.0	35	-0.2202869200027336	0.20351755381614808
d_amp_rel_w14	d_indifference_rsecond	0.21948127684935237	1.0	35	0.2194812768493523	0.20521757638388144
d_amp_rel_w14	d_consistency	0.21875500776135035	1.0	35	0.2187550077613504	0.20675852302317302
d_amp_w10	d_indifference_orderdiff	0.2185215341093598	1.0	35	0.21852153410935987	0.20725558783508544
d_amp_rel_w10	d_consistency	0.21805175795155418	1.0	35	0.21805175795155415	0.20825824436221843
d_log_abs_err_lowminushigh	d_indifference_rsecond	0.21697600961722205	1.0	35	-0.2169760096172219	0.21056686264902874
d_post_spread_lowminushigh	dnu_flexible1nf_20	0.2169357639009556	1.0	35	0.2169357639009557	0.21065357352845887
d_amp_w20	d_indifference_orderdiff	0.21554033193226904	1.0	35	0.21554033193226899	0.21367532951158436
d_amp_w10	d_indifference_rsecond	0.2145498054091113	1.0	35	0.2145498054091114	0.21583829187639877
d_amp_rel_median	d_consistency	0.214357515289974	1.0	35	0.21435751528997393	0.21625992249629744
d_amp_w7	d_indifference_orderdiff	0.21407953934748908	1.0	35	0.21407953934748902	0.2168704336105972
d_post_spread_high	d_indifference_orderdiff	0.21260611353885203	1.0	35	0.21260611353885195	0.2201262223442068
d_amp_w7	d_p_risky_orderdiff	0.2107427632187928	1.0	35	-0.21074276321879287	0.22429128724759645
d_amp_w20	d_p_risky_lowsafe	0.20904632242371413	1.0	35	-0.20904632242371418	0.22812970005489647
d_amp_w20	dnu_flexible1nf_28	0.2090256444021773	1.0	35	0.20902564440217727	0.228176760245421
d_amp_median	d_p_risky_lowsafe	0.20802019632755103	1.0	35	-0.20802019632755112	0.23047297439769363
d_amp_rel_w14	d_p_risky_lowsafe	0.2078542191055902	1.0	35	-0.2078542191055902	0.23085352943725151
d_log_abs_err_high	d_indifference_rsecond	0.20770571262551163	1.0	35	0.2077057126255117	0.23119438806368725
d_post_spread	d_consistency	0.20679567003067695	1.0	35	0.20679567003067698	0.23329060381284644
d_log_abs_err_high	d_indifference_rfirst	0.20578242973470795	1.0	35	-0.20578242973470798	0.23563960530103872
d_amp_median	d_p_risky_orderdiff	0.2056399793414463	1.0	35	-0.20563997934144615	0.2359711239339718
d_r_En1	d_indifference_orderdiff	0.20399311073050427	1.0	35	0.20399311073050416	0.23982666031933167
d_post_spread_low	d_consistency_rfirst	0.2038999965370138	1.0	35	0.20389999653701388	0.2400459102934276
d_amp_rel_median	dnu_flexible1nf_28	0.20381474318038578	1.0	35	0.20381474318038584	0.2402467689694513
d_amp_rel_median	d_indifference_rsecond	0.20307044834252128	1.0	35	0.20307044834252133	0.24200514038139362
d_amp_w28	dnu_flexible1nf_28	0.20115819336721824	1.0	35	0.20115819336721832	0.24656229291379636
d_amp_median	dnu_flexible1nf_28	0.20019639469515357	1.0	35	0.20019639469515357	0.2488759162425228
d_post_spread_high	dnu_flexible1nf_slope	0.19980479666290976	1.0	35	-0.1998047966629097	0.24982204531048913
d_amp_rel_wslope	dnu_flexible1nf_28	0.19969104596824852	1.0	35	-0.19969104596824858	0.25009732371861504
d_amp_w10	d_p_risky_lowsafe	0.1979111451791538	1.0	35	-0.19791114517915392	0.25443103012346163
d_amp_rel_w10	d_p_risky_lowsafe	0.1975882678757835	1.0	35	-0.1975882678757835	0.25522247796369774
d_amp_rel_w28	dnu_flexible1nf_14	0.19639887844701298	1.0	35	0.19639887844701293	0.2581520194760516
d_amp_wslope	d_consistency_rsecond	0.1917572530394367	1.0	35	0.19175725303943672	0.26979669810140944
d_amp_rel_median	dnu_flexible1nf_20	0.19103186581530068	1.0	35	0.19103186581530074	0.2716470637983916
d_amp_median	dnu_flexible1nf_20	0.19060078467475178	1.0	35	0.19060078467475178	0.2727506106787546
d_log_abs_err_high	d_p_risky_rsecond	0.18796360062286693	1.0	35	-0.18796360062286704	0.2795652821153007
d_amp_rel_w7	d_consistency	0.1876837654228301	1.0	35	0.18768376542283005	0.28029481595545297
d_r_En1	d_indifference_rfirst	0.18757723556256528	1.0	35	0.1875772355625653	0.28057286444331003
d_amp_rel_w20	dnu_flexible1nf_14	0.1874829938118514	1.0	35	0.18748299381185138	0.28081898919283427
d_post_spread_low	d_consistency_orderdiff	0.18650428468318592	1.0	35	-0.18650428468318594	0.2833832800648299
d_amp_w7	d_indifference	0.18627531071052808	1.0	35	0.1862753107105281	0.28398538512478105
d_log_abs_err_high	d_consistency_rfirst	0.18593556269571807	1.0	35	0.18593556269571815	0.2848803000221171
d_amp_rel_wslope	d_consistency	0.18466252364054572	1.0	35	0.18466252364054572	0.2882497162592222
d_amp_rel_mean	d_indifference	0.1837494845304544	1.0	35	0.18374948453045442	0.2906820162974692
d_amp_w20	dnu_flexible1nf_20	0.1832532965673676	1.0	35	0.18325329656736772	0.2920093468511858
d_log_abs_err_lowminushigh	d_indifference_orderdiff	0.18323962541597005	1.0	35	-0.18323962541596997	0.29204597282869715
d_post_spread_lowminushigh	d_p_risky_rsecond	0.18321727178366137	1.0	35	0.18321727178366137	0.2921058661247786
d_post_spread_lowminushigh	d_consistency_rsecond	0.18311164459686452	1.0	35	-0.1831116445968645	0.2923889851998658
d_amp_rel_w7	d_indifference	0.18299831730274793	1.0	35	0.1829983173027479	0.29269293872640206
d_amp_mean	d_p_risky_orderdiff	0.18257394244164363	1.0	35	-0.1825739424416436	0.2938329452391564
d_amp_median	dnu_flexible1nf_14	0.1821149702964191	1.0	35	0.18211497029641907	0.29506908345012095
d_amp_rel_median	dnu_flexible1nf_14	0.1813131851796673	1.0	35	0.18131318517966732	0.2972364705812397
d_amp_rel_w14	dnu_flexible1nf_20	0.17825038821259837	1.0	35	0.1782503882125984	0.30560901483000025
d_amp_w28	dnu_flexible1nf_20	0.17808146666094837	1.0	35	0.17808146666094835	0.30607508017372254
d_amp_rel_w28	d_indifference_orderdiff	0.17744675305872412	1.0	35	0.17744675305872412	0.3078303091191021
d_amp_w28	d_p_risky_lowsafe	0.17676554142104767	1.0	35	-0.1767655414210477	0.3097211756583018
d_amp_w14	d_p_risky	0.17641266714551598	1.0	35	-0.17641266714551593	0.3107035332643055
d_r_En1	d_consistency_rfirst	0.17579498428952073	1.0	35	-0.1757949842895208	0.3124277992641401
d_amp_w7	d_p_risky	0.1756100514745648	1.0	35	-0.17561005147456477	0.3129452076192382
d_amp_rel_w28	d_consistency_rfirst	0.17503607527617693	1.0	35	-0.17503607527617696	0.31455451297914566
d_amp_mean	d_p_risky_rsecond	0.17402487476861112	1.0	35	-0.17402487476861112	0.31740229884503746
d_amp_w14	dnu_flexible1nf_28	0.1733386551327447	1.0	35	0.17333865513274477	0.3193440107595712
d_post_spread_low	d_p_risky_rfirst	0.17279058978430342	1.0	35	0.1727905897843034	0.32090011665810164
d_amp_w28	d_consistency	0.17195090280885642	1.0	35	0.17195090280885647	0.3232933623778132
d_post_spread	d_consistency_orderdiff	0.17077161521132816	1.0	35	-0.1707716152113281	0.32667320481078393
d_amp_w28	d_indifference_orderdiff	0.1665387383330453	1.0	35	0.16653873833304522	0.3389840834758243
d_amp_wslope	d_p_risky_lowsafe	0.1664214051425232	1.0	35	-0.16642140514252318	0.3393293262746777
d_amp_median	d_p_risky_rsecond	0.1643088943457419	1.0	35	-0.1643088943457419	0.34558196410795594
d_amp_w20	dnu_flexible1nf_14	0.16420620054186055	1.0	35	0.16420620054186058	0.3458876921713878
d_amp_w28	dnu_flexible1nf_14	0.1636935562307517	1.0	35	0.16369355623075169	0.34741633399820343
d_post_spread_lowminushigh	d_consistency	0.16333029199037732	1.0	35	-0.16333029199037727	0.3485020200243798
d_amp_rel_median	d_p_risky_rsecond	0.1624149210496561	1.0	35	-0.1624149210496561	0.35124688950019445
d_amp_rel_wslope	dnu_flexible1nf_20	0.16178063600945314	1.0	35	-0.1617806360094532	0.3531565230745064
d_amp_median	dnu_flexible1nf_10	0.16116192749079242	1.0	35	0.16116192749079242	0.3550252805197142
d_log_abs_err_lowminushigh	d_consistency	0.15992646108817624	1.0	35	0.15992646108817615	0.3587746714602296
d_log_abs_err	d_indifference_rfirst	0.15868983942709425	1.0	35	-0.15868983942709425	0.36255124385475895
d_amp_rel_w20	d_p_risky_lowsafe	0.15807680909391714	1.0	35	-0.15807680909391708	0.3644321714673067
d_amp_rel_median	dnu_flexible1nf_10	0.15743171785451832	1.0	35	0.15743171785451826	0.36641773718115017
d_amp_rel_wslope	d_consistency_rfirst	0.15688151408845222	1.0	35	0.15688151408845227	0.3681163164639829
d_log_abs_err	d_p_risky_rfirst	0.15652601570583444	1.0	35	0.1565260157058344	0.36921628648302596
d_post_spread_high	dnu_flexible1nf_10	0.15506101495074082	1.0	35	-0.1550610149507408	0.37376976673782647
d_amp_mean	d_consistency_rfirst	0.15505906426801305	1.0	35	-0.155059064268013	0.3737758518054285
d_log_abs_err_high	d_consistency_orderdiff	0.1549138522040908	1.0	35	-0.15491385220409085	0.3742289985002828
d_amp_w20	d_p_risky	0.15436616396072086	1.0	35	-0.15436616396072086	0.37594102040887173
d_post_spread_low	d_p_risky_orderdiff	0.15370261724938827	1.0	35	-0.1537026172493883	0.37802137071656716
d_amp_rel_w7	d_p_risky	0.15337609521945952	1.0	35	-0.1533760952194594	0.379047559556392
d_amp_rel_wslope	d_indifference	0.15313676276467084	1.0	35	0.15313676276467086	0.3798007673229976
d_r_En1	d_consistency_rsecond	0.15173904584124212	1.0	35	0.1517390458412422	0.38421704866868667
d_amp_rel_mean	d_consistency	0.1515269153298801	1.0	35	0.15152691532988016	0.38488991306552045
d_amp_w14	dnu_flexible1nf_20	0.15046156830824559	1.0	35	0.15046156830824567	0.3882795017719547
d_amp_rel_mean	d_p_risky	0.149516042410329	1.0	35	-0.14951604241032904	0.39130233149185945
d_post_spread	dnu_flexible1nf_slope	0.14861988046188504	1.0	35	-0.14861988046188498	0.39417988185513064
d_amp_rel_w10	dnu_flexible1nf_28	0.1477811383023744	1.0	35	0.14778113830237444	0.39688408915887774
d_amp_wslope	d_indifference	0.14727254848246915	1.0	35	0.1472725484824691	0.39852903009051693
d_amp_rel_wslope	d_p_risky_lowsafe	0.14723667098531387	1.0	35	-0.14723667098531387	0.3986452169561121
d_amp_w28	dnu_flexible1nf_10	0.14638794251807194	1.0	35	0.14638794251807194	0.40139943561556596
d_amp_rel_w28	dnu_flexible1nf_10	0.1452056795346507	1.0	35	0.14520567953465066	0.40525410898429454
d_amp_rel_w20	dnu_flexible1nf_slope	0.14496403442019298	1.0	35	-0.1449640344201929	0.40604456187087706
d_amp_rel_wslope	dnu_flexible1nf_14	0.14487421090269612	1.0	35	-0.14487421090269614	0.4063386100752476
d_amp_rel_w14	dnu_flexible1nf_14	0.1433667850671775	1.0	35	0.14336678506717745	0.4112914118947317
d_post_spread	d_p_risky_orderdiff	0.14294986734651705	1.0	35	-0.14294986734651696	0.4126672448078258
d_amp_rel_w14	dnu_flexible1nf_slope	0.14219242706467583	1.0	35	-0.1421924270646758	0.41517344962998
d_amp_w28	d_p_risky	0.14196908154313412	1.0	35	-0.14196908154313415	0.4159140853045907
d_post_spread_low	d_consistency	0.14167083020811327	1.0	35	0.14167083020811339	0.416904275053805
d_post_spread_high	d_indifference	0.14131834354134296	1.0	35	0.141318343541343	0.4180762327889837
d_post_spread_lowminushigh	d_p_risky_lowsafe	0.14067918006019986	1.0	35	0.14067918006019983	0.4202060542940908
d_amp_mean	d_indifference	0.13946689169574344	1.0	35	0.13946689169574344	0.4242622952672744
d_amp_mean	d_p_risky_lowsafe	0.13812866734496945	1.0	35	-0.13812866734496942	0.42876515145948535
d_amp_rel_wslope	dnu_flexible1nf_10	0.13797121222586434	1.0	35	-0.1379712122258644	0.42929669308807994
d_log_abs_err_high	d_consistency	0.13699765757759166	1.0	35	0.13699765757759172	0.4325913468293345
d_amp_mean	d_consistency	0.13614327211412033	1.0	35	0.1361432721141203	0.43549417761387177
d_log_abs_err_low	d_p_risky_rfirst	0.13535567454517297	1.0	35	0.13535567454517292	0.4381795571999042
d_post_spread_lowminushigh	dnu_flexible1nf_slope	0.13482661514815292	1.0	35	0.13482661514815295	0.43998851531382577
d_amp_w20	dnu_flexible1nf_10	0.13411477834799154	1.0	35	0.13411477834799151	0.44242885977351604
d_log_abs_err_lowminushigh	d_p_risky_rsecond	0.133464696928748	1.0	35	0.13346469692874796	0.44466392747803457
d_amp_rel_w20	dnu_flexible1nf_10	0.13337577453019947	1.0	35	0.1333757745301995	0.44497013152647813
d_amp_rel_w28	dnu_flexible1nf_slope	0.1320900400472286	1.0	35	-0.13209004004722852	0.44941034896426785
d_amp_rel_w28	d_p_risky_lowsafe	0.13142774414161604	1.0	35	-0.13142774414161604	0.45170686983127345
d_post_spread_low	d_p_risky	0.1292138343838332	1.0	35	0.12921383438383313	0.4594293785102042
d_log_abs_err_low	d_p_risky_lowsafe	0.12898522660284223	1.0	35	0.12898522660284226	0.4602307983062788
d_amp_w14	dnu_flexible1nf_14	0.12850320689346958	1.0	35	0.1285032068934696	0.4619230343474544
d_amp_rel_w20	d_consistency_rfirst	0.12779305780369793	1.0	35	-0.12779305780369793	0.4644221922183443
d_log_abs_err	d_indifference_orderdiff	0.12696084336823477	1.0	35	0.12696084336823477	0.46736003027859896
d_log_abs_err_high	d_p_risky_rfirst	0.12666315795603733	1.0	35	0.12666315795603733	0.46841328373161384
d_amp_wslope	d_consistency	0.12623974957760997	1.0	35	0.12623974957760994	0.4699135193007435
d_amp_w10	d_p_risky	0.12417317613520183	1.0	35	-0.12417317613520183	0.477272075452567
d_log_abs_err_lowminushigh	d_indifference	0.12353197823832726	1.0	35	-0.12353197823832728	0.4795673817967475
d_amp_rel_wslope	d_consistency_rsecond	0.12289998284244823	1.0	35	0.1228999828424482	0.4818353536144764
d_amp_rel_wslope	d_p_risky_rfirst	0.12197413329947401	1.0	35	-0.12197413329947406	0.4851678661183794
d_amp_rel_mean	dnu_flexible1nf_28	0.12111665486281463	1.0	35	0.12111665486281464	0.48826486602556174
d_amp_rel_median	d_p_risky_rfirst	0.12094450665129516	1.0	35	0.1209445066512951	0.48888784576827443
d_log_abs_err_low	d_p_risky_orderdiff	0.12072156580805837	1.0	35	-0.12072156580805841	0.4896952433468025
d_log_abs_err_low	d_indifference	0.11996004653988196	1.0	35	-0.119960046539882	0.49245829779015143
d_post_spread_high	d_consistency_orderdiff	0.11971561286204668	1.0	35	-0.11971561286204672	0.49334687436211944
d_amp_rel_median	d_p_risky_lowsafe	0.11968026419833919	1.0	35	-0.11968026419833917	0.4934754431905339
d_amp_rel_w10	dnu_flexible1nf_20	0.11862322868284009	1.0	35	0.11862322868284013	0.4973279444261613
