run	p1	base number	fraction	repetition	p2	n1	n2	trial
6	1.0	10	1.9283837423192067	1	0.55	10	19	111
6	1.0	28	1.1403513795291507	2	0.55	28	31	112
6	1.0	10	1.4829143808107377	1	0.55	10	14	113
6	1.0	14	1.4829143808107377	2	0.55	14	20	114
6	1.0	20	1.4829143808107377	1	0.55	20	29	115
6	1.0	7	1.4829143808107377	2	0.55	7	10	116
6	1.0	14	1.9283837423192067	1	0.55	14	26	117
6	1.0	28	1.6910434598811408	1	0.55	28	47	118
6	1.0	20	2.1990350608152935	1	0.55	20	43	119
6	1.0	10	1.1403513795291507	2	0.55	10	11	120
7	1.0	28	1.0	1	0.55	28	28	121
7	1.0	7	1.0	2	0.55	7	7	122
7	1.0	10	2.1990350608152935	1	0.55	10	21	123
7	1.0	10	1.0	1	0.55	10	10	124
7	1.0	10	2.5076726652336894	1	0.55	10	25	125
7	1.0	20	1.9283837423192067	1	0.55	20	38	126
7	1.0	20	1.0	1	0.55	20	20	127
7	1.0	14	1.6910434598811408	2	0.55	14	23	128
7	1.0	20	1.9283837423192067	2	0.55	20	38	129
7	1.0	20	1.0	2	0.55	20	20	130
7	0.55	28	2.1990350608152935	2	1.0	61	28	131
7	0.55	10	1.9283837423192067	2	1.0	19	10	132
7	0.55	10	1.9283837423192067	1	1.0	19	10	133
7	0.55	20	2.5076726652336894	2	1.0	50	20	134
7	0.55	10	1.6910434598811408	1	1.0	16	10	135
7	0.55	14	1.0	1	1.0	14	14	136
7	0.55	10	1.4829143808107377	2	1.0	14	10	137
7	0.55	28	2.1990350608152935	1	1.0	61	28	138
7	0.55	7	2.1990350608152935	1	1.0	15	7	139
7	0.55	20	1.6910434598811408	2	1.0	33	20	140
8	0.55	7	1.4829143808107377	1	1.0	10	7	141
8	0.55	28	1.0	1	1.0	28	28	142
8	0.55	20	2.1990350608152935	2	1.0	43	20	143
8	0.55	20	1.4829143808107377	2	1.0	29	20	144
8	0.55	20	1.1403513795291507	1	1.0	22	20	145
8	0.55	28	1.4829143808107377	2	1.0	41	28	146
8	0.55	28	2.5076726652336894	2	1.0	70	28	147
8	0.55	14	1.3004012687940367	1	1.0	18	14	148
8	0.55	7	1.1403513795291507	2	1.0	7	7	149
8	0.55	28	1.1403513795291507	1	1.0	31	28	150
8	1.0	20	1.3004012687940367	2	0.55	20	26	151
8	1.0	7	1.3004012687940367	1	0.55	7	9	152
8	1.0	28	1.1403513795291507	1	0.55	28	31	153
8	1.0	10	1.4829143808107377	2	0.55	10	14	154
8	1.0	7	1.3004012687940367	2	0.55	7	9	155
8	1.0	7	2.1990350608152935	2	0.55	7	15	156
8	1.0	14	1.0	1	0.55	14	14	157
8	1.0	28	1.6910434598811408	2	0.55	28	47	158
8	1.0	14	1.0	2	0.55	14	14	159
8	1.0	7	2.1990350608152935	1	0.55	7	15	160
