label	order	n_safe	lo	mid	hi	subject_median	median_lo	median_hi	subject_sd	quantity	observed	observed_sem
log-spl3-percmem	Risky second	28.0	1.0493151424917775	1.101176196371052	1.1590868383115787	1.0169805157451428	0.9774469927173575	1.0623292135484301	0.32809842000470363	ratio_shift		
log-spl3-percmem	Risky first	7.0	0.6175815048822618	0.6426189172712115	0.6651610427069866	0.6660137360849181	0.6292145972699792	0.7082075546966665	0.21262832401671522	p_vertex		
log-spl3-percmem	Risky first	10.0	0.5640704216691061	0.5811279162420032	0.6015041688279401	0.6018691604709563	0.5646236571495709	0.6433636959762115	0.19983304672687469	p_vertex		
log-spl3-percmem	Risky first	14.0	0.5035504818053179	0.5210999352946047	0.539182248022641	0.5319764018787692	0.4899698950921904	0.5718191795346074	0.20092258918441158	p_vertex		
log-spl3-percmem	Risky first	20.0	0.4456679369924832	0.4674134839126731	0.4854317160500024	0.5035145865990824	0.45310700419520056	0.5500831544040305	0.23260208751319247	p_vertex		
log-spl3-percmem	Risky first	28.0	0.4048546099177494	0.4289273143134555	0.4518372294354524	0.4773219645549879	0.40423811354013334	0.5292256435154181	0.25703274110134766	p_vertex		
log-spl3-percmem	Risky second	7.0	0.5536008432872502	0.5779177464884881	0.6008279279967309	0.5898521715607583	0.5496831533983247	0.6293607627064074	0.20743466506144903	p_vertex		
log-spl3-percmem	Risky second	10.0	0.5819652678293386	0.5983772150017492	0.6170322748951014	0.5977306054103593	0.5654504121195628	0.630237932945882	0.175659982995366	p_vertex		
log-spl3-percmem	Risky second	14.0	0.5788074171875811	0.596337303006859	0.6144219243796973	0.6188717200425723	0.5869324831185094	0.6513670959292269	0.1832343288450518	p_vertex		
log-spl3-percmem	Risky second	20.0	0.5578761875225513	0.5775966397968338	0.5970714384089447	0.6267464697105476	0.5938672252850477	0.6633553945410616	0.22419225078349445	p_vertex		
log-spl3-percmem	Risky second	28.0	0.5334707498771153	0.5604000392532802	0.5801252025619273	0.6249164012829648	0.5760702493629996	0.6722296243891812	0.26325379473363175	p_vertex		
log-spl3-percmem	Risky first	7.0	0.6174995958749036	0.6391390214724344	0.6625991840707233	0.6607761455223252	0.6259165328440498	0.7031588774670723	0.19352258240533915	p_ips		
log-spl3-percmem	Risky first	10.0	0.564350554338681	0.5820215842022602	0.6001946304402621	0.6013236815835945	0.5663154632662363	0.6332383845508406	0.17477830902895805	p_ips		
log-spl3-percmem	Risky first	14.0	0.5049181302019914	0.5224627724760202	0.5405926741046808	0.540912800304483	0.4995302842268359	0.576077056903745	0.17582026694419117	p_ips		
log-spl3-percmem	Risky first	20.0	0.45014347440055663	0.47065961887787927	0.49086679637573255	0.5174635675629657	0.47592663574283006	0.5605135621501175	0.20659604701165468	p_ips		
log-spl3-percmem	Risky first	28.0	0.4117757453059407	0.4367772675137784	0.4606565093304109	0.48752273670488233	0.43174782943549656	0.5463826232059678	0.23703364882012917	p_ips		
log-spl3-percmem	Risky second	7.0	0.5619818663065562	0.5845926727180477	0.6080069019940192	0.6008008796879094	0.5607908653571776	0.642027447260671	0.19070472325884236	p_ips		
log-spl3-percmem	Risky second	10.0	0.5869614194168181	0.6050848548674842	0.6238144496051609	0.621314154434889	0.5865684876481742	0.652681165849579	0.1602397009121272	p_ips		
log-spl3-percmem	Risky second	14.0	0.5902097807699509	0.6089995847086233	0.6262214347357037	0.6173726322680686	0.5873248362283178	0.647820328343217	0.15191140863396044	p_ips		
log-spl3-percmem	Risky second	20.0	0.578837638554892	0.5980364615850892	0.6173085117096245	0.6112765231798207	0.5714899668731018	0.644767553404872	0.18315577180463405	p_ips		
log-spl3-percmem	Risky second	28.0	0.5568616268608345	0.5827585064269152	0.6080264161170343	0.6122189427059356	0.5597971267726999	0.6569020031072373	0.23168051215768956	p_ips		
log-spl3-percmem	Risky first	7.0	-0.02357771539462576	-0.0025634134762959238	0.016682620363790555	0.00048649470659482645	-0.020005066753486633	0.019098191470808344	0.07520883843119416	dp		
log-spl3-percmem	Risky first	10.0	-0.01677928213417237	-0.0003230793808805412	0.017478769483530516	0.004421854120961771	-0.011060941347452773	0.022075909368816683	0.09327379427968709	dp		
log-spl3-percmem	Risky first	14.0	-0.019022114996075517	0.0011067147327220581	0.018407248321893856	0.008184666351634645	-0.010324464860152417	0.02934818301533638	0.11999794856498588	dp		
log-spl3-percmem	Risky first	20.0	-0.01844772154445775	0.003975595118871203	0.027940966759316663	0.006948225849660067	-0.015640337931494906	0.03847447815412156	0.14354565899607225	dp		
log-spl3-percmem	Risky first	28.0	-0.017519722460598637	0.008230005264039397	0.035756721134179756	0.007003441317705611	-0.022373540549624888	0.03876424711241323	0.14084122920308306	dp		
log-spl3-percmem	Risky second	7.0	-0.014465341214567846	0.005791495090160879	0.029782378521299373	0.006397869034697315	-0.010222606132819756	0.026858225480951976	0.08288098270147168	dp		
log-spl3-percmem	Risky second	10.0	-0.010746234748061276	0.0058610272089123314	0.02315313640652642	0.008958937938412325	-0.006987865904662534	0.025239373271791304	0.09324102546195336	dp		
log-spl3-percmem	Risky second	14.0	-0.005126722220157497	0.012264541530551907	0.03145508084771671	0.009602141041454695	-0.00708278565779163	0.028659036853804495	0.1334953911399666	dp		
log-spl3-percmem	Risky second	20.0	-0.005322260519050941	0.020822839815547788	0.04446280039939612	0.009611034658723844	-0.01240631713558098	0.03565622838928002	0.15314127233349073	dp		
log-spl3-percmem	Risky second	28.0	-0.007411363808821415	0.02342121577971845	0.05096518925378801	0.01172093952735698	-0.018048130523225944	0.043786487506732336	0.14823057423785713	dp		
log-spl3-percmem	Risky first	7.0								dp_observed	-0.003564213564213565	0.03609656059327895
log-spl3-percmem	Risky first	10.0								dp_observed	0.019004329004329006	0.031872359979577984
log-spl3-percmem	Risky first	14.0								dp_observed	-0.004632034632034642	0.041446960759510966
log-spl3-percmem	Risky first	20.0								dp_observed	-0.027489177489177494	0.042985399933987666
log-spl3-percmem	Risky first	28.0								dp_observed	0.04402597402597404	0.04149585065705767
log-spl3-percmem	Risky second	7.0								dp_observed	0.09588744588744588	0.04111927498400671
log-spl3-percmem	Risky second	10.0								dp_observed	0.010995670995671003	0.03478012487003009
log-spl3-percmem	Risky second	14.0								dp_observed	0.07272727272727272	0.042458333277957935
log-spl3-percmem	Risky second	20.0								dp_observed	0.04675324675324675	0.04130364313616211
log-spl3-percmem	Risky second	28.0								dp_observed	0.03809523809523809	0.03959748120196977
