label	space	form	placement	which	mu_lo	mu	mu_hi	sd_lo	sd	sd_hi
chf-spl5-n1	chf	spl5	n1	safe	4.9646474207589995	11.798266328284788	18.253352474929216	7.63593308561993	10.175039418625875	14.00119011201461
chf-spl5-n1n2	chf	spl5	n1n2	risky	12.899794430326782	18.633557225551655	24.724704407579026	8.724083475380743	10.629249140693286	13.13254574952265
chf-spl5-n1n2	chf	spl5	n1n2	safe	6.024942695221397	10.66529194922574	15.162381327394431	6.628291405985424	8.492191557597485	11.463569009509897
chf-spl5-n2	chf	spl5	n2	risky	16.03216796672906	22.959275136723697	31.695264704033352	9.048830753855809	11.029474020725171	13.520592611800684
chf-spl5-n2	chf	spl5	n2	safe	8.454542773508171	13.894166786310937	19.46192647548222	6.663373930379635	8.64965127065143	12.010790523892046
chf-spl5-null	chf	spl5	null	risky	12.765341028467272	19.692016546255203	26.300528634996844	10.069216481500591	12.37033582290536	15.317431206896943
chf-spl5-null	chf	spl5	null	safe	5.679476473383286	10.908790190877625	15.763539283078206	7.539596456489145	9.903538065435868	13.791822619754742
chf-spl5-nullind	chf	spl5	nullind	risky	13.33529189861352	19.4983849058466	26.010108958430735	8.756464948602527	10.679891333927031	13.181752774705952
chf-spl5-nullind	chf	spl5	nullind	safe	6.631741627427083	11.200689007588764	15.353097511971148	6.402802885062847	8.192960255404994	10.972309907098278
chf-spl5-perc	chf	spl5	perc	risky	12.25270131311477	18.84458639172768	25.038646267910902	9.232567588223976	11.34416430981156	13.91916440582267
chf-spl5-perc	chf	spl5	perc	safe	5.621115319875322	10.679203745587047	15.169759324553263	7.045126205307533	9.217525848455532	12.705523143302749
chf-spl5-percmem	chf	spl5	percmem	risky	11.947369020110177	18.772548104730483	24.950645936261605	9.223371347420578	11.329528789813294	14.046083348922972
chf-spl5-percmem	chf	spl5	percmem	safe	5.45013071457696	10.566760495230277	14.971139543167665	7.029857476505752	9.195615111389383	12.741451019311052
chf-weber-mem	chf	weber	mem	risky	16.935237709192972	21.469059885702627	25.890414658885803	6.923745190531125	8.943922737694152	11.933153693289103
chf-weber-mem	chf	weber	mem	safe	1.5506692309803791	8.691921386088726	15.317695367918564	11.955579347243027	16.563374873002616	23.636732561789017
chf-weber-n1	chf	weber	n1	risky	18.527858557056412	22.871952705231223	27.269499384109476	7.121635153929581	9.19988232430016	12.312401766032062
chf-weber-n1	chf	weber	n1	safe	3.7824466099200342	11.18027128908578	18.690690877545016	12.321023668332668	16.66852149344349	23.78817388889212
chf-weber-n1n2	chf	weber	n1n2	risky	18.895932547548885	23.852360507238537	28.86740180752779	7.097629659304771	9.209523511252003	12.509840455573736
chf-weber-n1n2	chf	weber	n1n2	safe	4.483814863188285	12.13113193854042	19.54545682743049	12.445377484943268	16.935095690835198	24.37177944436444
chf-weber-n2	chf	weber	n2	risky	17.707924526748236	23.069820428321968	28.970249862647012	7.072561819444835	9.11586596906398	12.328569187474985
chf-weber-n2	chf	weber	n2	safe	3.912801353212821	11.103857232036052	19.3757558109027	12.703813243973824	17.386326979856452	25.86130418757671
chf-weber-null	chf	weber	null	risky	16.380832809471652	20.825668573477284	25.261432391491542	6.4189847441296495	8.17632273163089	10.79288351062107
chf-weber-null	chf	weber	null	safe	3.1908396039088323	7.905581886352581	12.306886751684694	10.617383215767711	14.743838833047183	21.478095346913644
chf-weber-nullind	chf	weber	nullind	risky	16.66449992753265	21.190188593379812	26.109882088281417	6.81086873986233	8.559601615426033	11.198252582188305
chf-weber-nullind	chf	weber	nullind	safe	2.942050991685274	8.13415416969145	13.1637805809272	11.68720872123688	16.082016569137767	23.757456159389232
chf-weber-perc	chf	weber	perc	risky	15.016758326206403	20.40382191679815	25.5004019155501	6.2909056763746065	8.118366251751464	11.01557824779077
chf-weber-perc	chf	weber	perc	safe	1.8304801160860713	8.288414685550372	14.40829996828226	10.307398061430275	14.28395262179376	20.58517001620102
chf-weber-percmem	chf	weber	percmem	risky	15.323143189130974	20.3661895585696	25.477877906195182	6.371973556167551	8.14177653565535	10.921585700192098
chf-weber-percmem	chf	weber	percmem	safe	2.071539775237588	8.25046996159002	14.43359121221316	10.708690929211338	14.878899444850775	21.35955577373184
log-affine-mem.klw	log	affine	mem	risky	2.6706643514696937	2.9509994291188053	3.2114979314508405	0.5023778522873734	0.5808900436847473	0.6826391518409796
log-affine-mem.klw	log	affine	mem	safe	1.8070158502230276	2.4729440979472272	3.1080229668989503	0.6201190583420441	0.8077932849697922	1.088811828415316
log-affine-mem.pathfinder	log	affine	mem	risky	2.6746773078597657	2.9449749118956694	3.214116080162446	0.3793628948991666	0.4592022725423627	0.5660015539382045
log-affine-mem.pathfinder	log	affine	mem	safe	1.886531589416453	2.4974244389866413	3.1127202889109538	0.4712590112812455	0.6345779223007632	0.9023790591385656
log-affine-mem	log	affine	mem	risky	2.6359619489336468	2.923491094708446	3.195649668463276	0.38059075329193	0.4613846932528885	0.5751019890101406
log-affine-mem	log	affine	mem	safe	1.6423238172787489	2.428517696360669	3.089373851488431	0.477047966034311	0.6499808667274921	0.9114654738975332
log-affine-n1.klw	log	affine	n1	risky	2.7460370825595293	3.0245994323308	3.3030242631629316	0.4926929024914621	0.576630054381094	0.6824872229922877
log-affine-n1.klw	log	affine	n1	safe	1.8863125975108384	2.5559636384500735	3.268083269694354	0.6038254863415893	0.7861110877165409	1.0673095874056642
log-affine-n1.pathfinder	log	affine	n1	risky	2.7048204379739293	2.956292239008522	3.2079718632768057	0.3390549146800908	0.4176902743640595	0.5209489169097639
log-affine-n1.pathfinder	log	affine	n1	safe	1.8515030790455256	2.404449936420387	2.9823040381763777	0.4219622293225269	0.5665470738525376	0.7958597840528531
log-affine-n1	log	affine	n1	risky	2.564837812097706	2.9179361153767416	3.192902547200944	0.34319506066966	0.4273889757361082	0.5520339165042475
log-affine-n1	log	affine	n1	safe	1.3344701638826877	2.319985474428881	2.9358467203750607	0.4285980295758572	0.5937751907180855	0.827459775773202
log-affine-n1n2.klw	log	affine	n1n2	risky	2.722764491348935	3.002500163703518	3.3008156468337826	0.4513852603573565	0.5296712475392547	0.626194159048185
log-affine-n1n2.klw	log	affine	n1n2	safe	1.8939640882598028	2.435042351842554	2.9725189898631155	0.558803204751985	0.7298612493788708	1.0063929673591985
log-affine-n1n2.pathfinder	log	affine	n1n2	risky	2.7272361670385545	2.9788746355843916	3.2618412858055263	0.3129520224962938	0.3833642390946591	0.4752012708221756
log-affine-n1n2.pathfinder	log	affine	n1n2	safe	1.967668365467488	2.3921595479860605	2.820414636608143	0.3937882912806419	0.5262858462141208	0.7380907103878738
log-affine-n1n2	log	affine	n1n2	risky	2.719413291916374	2.9660385163676777	3.2176238100438113	0.3110193804987883	0.3828403922367336	0.4762847465059689
log-affine-n1n2	log	affine	n1n2	safe	1.9287824905486104	2.3639904621692898	2.799566304611976	0.3921995658430447	0.5255840635010787	0.7363994285875429
log-affine-n2.klw	log	affine	n2	risky	2.810997829896171	3.1181050136671606	3.4470307770801454	0.4672144082038312	0.5430983291784985	0.6382813473880351
log-affine-n2.klw	log	affine	n2	safe	2.116214090382945	2.7094603381161435	3.326106080533205	0.5649164018832076	0.7394085804889898	1.016057242080241
log-affine-n2.pathfinder	log	affine	n2	risky	2.7578976411540856	3.0323632925538933	3.3440636894793334	0.3256749451716093	0.4002613370119638	0.4963712412574305
log-affine-n2.pathfinder	log	affine	n2	safe	2.0129044381621153	2.513835663767031	3.048414948962028	0.4074306186326638	0.5516473309380637	0.7888225995113826
log-affine-n2	log	affine	n2	risky	2.6959249362067323	3.0226538327800463	3.367196528072584	0.3325141899275153	0.4110302411252543	0.5402239149714703
log-affine-n2	log	affine	n2	safe	1.6938578383810237	2.489027763359364	3.0350800957419275	0.4143690938173076	0.5788747553537352	0.8352306350437086
log-affine-null.klw	log	affine	null	risky	2.6886273916481063	2.945200089460607	3.1920911451309615	0.4373598435394267	0.517654137603613	0.6182453103235823
log-affine-null.klw	log	affine	null	safe	1.8524729985632211	2.31102783578793	2.748352000003972	0.5089669584624616	0.676845093300321	0.9269127956283394
log-affine-null	log	affine	null	risky	2.709028031828018	2.9539051282902573	3.19860758673404	0.338631781285488	0.4186053047780813	0.5254894383519997
log-affine-null	log	affine	null	safe	1.831324432826556	2.2872340183678848	2.716993461704518	0.41148952846371	0.5678854201614352	0.8139091036075876
log-affine-nullind.klw	log	affine	nullind	risky	2.6949603530665596	2.9639207281069613	3.2505817847555853	0.4520889187981801	0.5365708745676825	0.6454857338209876
log-affine-nullind.klw	log	affine	nullind	safe	1.8383482754854223	2.317731704942053	2.801313846251097	0.5433503539015636	0.7181022618785013	1.0062233588584963
log-affine-nullind	log	affine	nullind	risky	2.7209486078875114	2.9564196726650813	3.1980766241197975	0.3123715408165963	0.3927914974865106	0.4980689772620586
log-affine-nullind	log	affine	nullind	safe	1.9043147454752	2.2856779353280015	2.667430521822141	0.376808398766449	0.514732884725026	0.7427677334610618
log-affine-perc.klw	log	affine	perc	risky	2.6696590777294618	2.913169348276542	3.1700257518552406	0.4042156432800953	0.4780182607650977	0.5721734983304833
log-affine-perc.klw	log	affine	perc	safe	1.840793092948989	2.302542019399122	2.734286412254598	0.4746909583414779	0.6163572361746812	0.8411141691691791
log-affine-perc.pathfinder	log	affine	perc	risky	2.6488561599295397	2.906025579803848	3.1557341276478232	0.3129407890153153	0.3859884596524254	0.4770185197529543
log-affine-perc.pathfinder	log	affine	perc	safe	1.8199328951424256	2.294683008565362	2.7547357700699333	0.3855486600854538	0.5284709146527209	0.7489454756318992
log-affine-perc	log	affine	perc	risky	2.5983618457217093	2.8840410125023253	3.1453489272975452	0.3195616195718166	0.3984121108040156	0.5032826675244413
log-affine-perc	log	affine	perc	safe	1.4407436292285232	2.172529571345768	2.708052053259693	0.4044880188161079	0.5605945979702549	0.7767410532887955
log-affine-percmem.klw	log	affine	percmem	risky	2.648922901579638	2.8992027017176536	3.1462358662544023	0.4042900363266061	0.4779009836444742	0.5719295654478037
log-affine-percmem.klw	log	affine	percmem	safe	1.822909214514102	2.2846622844212576	2.7338763911854773	0.4775504530961362	0.617546371316061	0.8398551788339258
log-affine-percmem	log	affine	percmem	risky	2.640268530263234	2.895880881371487	3.140063488247833	0.3111591663825286	0.3827043528493785	0.4750369134586935
log-affine-percmem	log	affine	percmem	safe	1.807889073583001	2.278881773087653	2.7344774342241513	0.382610857961511	0.5233176116568401	0.742773797359693
log-genweber-mem.klw	log	genweber	mem	risky	2.729680587765411	2.971776529221022	3.2188431636829757	0.4828920381735434	0.5618374607518052	0.6690050986053535
log-genweber-mem.klw	log	genweber	mem	safe	1.7902624971259475	2.5039810566246863	3.2339448632527423	0.6616161578385794	0.8595470233101961	1.1537891888499785
log-genweber-mem	log	genweber	mem	risky	2.729105908265246	2.966592501711686	3.206750758518187	0.356256647942702	0.4343784133351859	0.5444241189231299
log-genweber-mem	log	genweber	mem	safe	1.851610793507656	2.483653702180356	3.1358004405194975	0.4717791826000236	0.6340088568359545	0.893124672397985
log-genweber-n1.klw	log	genweber	n1	risky	2.771362656164007	3.052760248015913	3.336719261770447	0.4882259122804167	0.5768645216787771	0.6943014102616992
log-genweber-n1.klw	log	genweber	n1	safe	1.8436469612391535	2.6570296758305787	3.4316379176918876	0.651984327406827	0.8469410767886209	1.149662534030742
log-genweber-n1	log	genweber	n1	risky	2.7085979300506544	2.938104683420743	3.177686549438493	0.3384444629061128	0.4165331480101606	0.5215398521907755
log-genweber-n1	log	genweber	n1	safe	1.7385970370327428	2.359583446174086	2.97873878140234	0.4481849789173153	0.6024716686606375	0.851928927339043
log-genweber-n1n2.klw	log	genweber	n1n2	risky	2.8037496913219595	3.111196471998859	3.436024128587589	0.4565867764828086	0.5443682949749511	0.6567371636291829
log-genweber-n1n2.klw	log	genweber	n1n2	safe	1.9154208960684675	2.6778978312902977	3.4476218508058905	0.6035096075083747	0.7952974167315869	1.1001298232831105
log-genweber-n1n2	log	genweber	n1n2	risky	2.704907090207946	2.9500742857258175	3.2032505829297837	0.3099940495197278	0.3883963290757413	0.4921696889759213
log-genweber-n1n2	log	genweber	n1n2	safe	1.7696261611499031	2.301889459284135	2.8272588985847142	0.4171465367354869	0.574222270447605	0.8369385793038808
log-genweber-n2.klw	log	genweber	n2	risky	2.8664479861918206	3.124115736570083	3.4126527678318928	0.4698115124215818	0.5531455461859869	0.6599825181776252
log-genweber-n2.klw	log	genweber	n2	safe	2.132209180916333	2.795085293848853	3.4767029505096736	0.6230059234602351	0.8123528457241977	1.1022941582646646
log-genweber-n2	log	genweber	n2	risky	2.8018906884448262	3.067222812602426	3.374798620789359	0.3295478285871924	0.4079521796004802	0.5162419637834262
log-genweber-n2	log	genweber	n2	safe	1.965075917925509	2.595421498357936	3.2429408968877658	0.4388266806180702	0.5982395383005912	0.8548646792776107
log-genweber-null.klw	log	genweber	null	risky	2.7210864752557034	2.938821166144248	3.167691286730601	0.4178513475704978	0.4970794567329814	0.6000661865003469
log-genweber-null.klw	log	genweber	null	safe	1.7628964854907432	2.253820098467464	2.7639705968153185	0.5447853379408941	0.7196461954561602	0.9987919184578848
log-genweber-null	log	genweber	null	risky	2.72060684846813	2.936706620759627	3.1684974428360975	0.3159034622148574	0.3907590525625571	0.4917342606983673
log-genweber-null	log	genweber	null	safe	1.7704177423931302	2.2192052695331896	2.644826780865223	0.4139286179854124	0.5700126114402337	0.8313038201196079
log-genweber-nullind.klw	log	genweber	nullind	risky	2.534976543506613	2.92621800104094	3.216561618455451	0.4371794130789704	0.5242272248990985	0.6386959454273576
log-genweber-nullind.klw	log	genweber	nullind	safe	1.342357286255449	2.208782283258402	2.808566048768461	0.5770259724172354	0.7759509022061757	1.0982426079371967
log-genweber-nullind	log	genweber	nullind	risky	2.6431620056824365	2.8888633803819403	3.143452273783269	0.3029013837322035	0.3818925685911086	0.4835475071503711
log-genweber-nullind	log	genweber	nullind	safe	1.6609514234824798	2.1333189282503575	2.5797284458377665	0.3914344975673567	0.5453559145861889	0.8060087665310178
log-genweber-perc.klw	log	genweber	perc	risky	2.684958709227296	2.912159340912258	3.1520756920277844	0.3883465027770842	0.4673512349494713	0.5686631075772877
log-genweber-perc.klw	log	genweber	perc	safe	1.7240661566994029	2.230814982164789	2.722638770595473	0.5108683145477054	0.659084371770451	0.8949679268471035
log-genweber-perc	log	genweber	perc	risky	2.677501892040831	2.8979033773794476	3.130916186249553	0.2918308657506401	0.3623796716522363	0.4595594465008228
log-genweber-perc	log	genweber	perc	safe	1.753666907099103	2.219460214736818	2.6728464639439067	0.3870598168141377	0.5346717116686117	0.7725862140216657
log-genweber-percmem.klw	log	genweber	percmem	risky	2.6678049439857023	2.897536681522256	3.129709743501618	0.391890516672958	0.4678897148437203	0.5697143945400512
log-genweber-percmem.klw	log	genweber	percmem	safe	1.7038401880406386	2.209406504204553	2.6930161777121917	0.514179304440112	0.6679858026081102	0.9028902858065064
log-genweber-percmem	log	genweber	percmem	risky	2.6654179402823037	2.8853502937673694	3.1157651070629373	0.2912648986461684	0.3618602160405154	0.4570127259324765
log-genweber-percmem	log	genweber	percmem	safe	1.7332907393161725	2.1935556432256664	2.641647121429219	0.388194261716586	0.5336852043832166	0.7772551038220431
log-power-mem.klw	log	power	mem	risky	2.636233932609436	2.9238065334727823	3.1958524576309193	0.5006357009202398	0.5844398515156477	0.6963395821409005
log-power-mem.klw	log	power	mem	safe	1.8746710708775545	2.5012185311756614	3.128854096122504	0.5990378015959379	0.7800506154769069	1.0627726088368057
log-power-mem	log	power	mem	risky	2.635242733422408	2.9124337307287655	3.1810713458508615	0.371087754838686	0.4564877595825052	0.5731816312775491
log-power-mem	log	power	mem	safe	1.850425652206238	2.3896730143013234	2.956230753988384	0.4553481279458474	0.6146860410118751	0.8671129880910583
log-power-n1.klw	log	power	n1	risky	2.7359375385724096	3.030396898179274	3.315847277572878	0.4898296371011458	0.577256629737932	0.6929769611424792
log-power-n1.klw	log	power	n1	safe	1.910276451762532	2.5748697714245106	3.250699718087927	0.5818924975210206	0.7527205534968371	1.0216217334077593
log-power-n1	log	power	n1	risky	2.686471839935666	2.93630401817852	3.18347978099495	0.3180156757159597	0.4000130279242075	0.5086437120113005
log-power-n1	log	power	n1	safe	1.8411624407201148	2.3143710885427153	2.7971112623580177	0.3857436406996477	0.5125127782078748	0.7084003932832974
log-power-n1n2.klw	log	power	n1n2	risky	2.7203745132090797	3.0791563612371897	3.708705983455544	0.4614977587362791	0.5485372685400152	0.6839920036108516
log-power-n1n2.klw	log	power	n1n2	safe	2.0448519311825653	2.55491270081845	3.7040245608305695	0.5559890189783877	0.7274599685628858	1.0010926117936558
log-power-n1n2	log	power	n1n2	risky	2.6692415203531743	2.942091297754902	3.2043316521312173	0.323043274415938	0.3997341225465272	0.4991066727324522
log-power-n1n2	log	power	n1n2	safe	1.920337909398884	2.3732452848033816	2.793017420238135	0.3951246146578336	0.5285894833969761	0.7407780425132973
log-power-n1n2pmu.klw	log	power	n1n2pmu	risky	2.7948505229241607	3.108554627315986	3.472106910274219	0.443784962115406	0.5233279147888573	0.6239287818664875
log-power-n1n2pmu.klw	log	power	n1n2pmu	safe	1.967544692104404	2.4485578921016584	2.9276418708292713	0.5277197281925923	0.6891472703975108	0.9440565322457128
log-power-n1n2pmu	log	power	n1n2pmu	risky	2.6801157618045788	3.0581578548208346	3.4177984195012754	0.3226871239721436	0.4055950240830773	0.5387946326040965
log-power-n1n2pmu	log	power	n1n2pmu	safe	1.4850526228438892	2.356765741562657	2.8289094754668187	0.3928165913873788	0.541935501982401	0.7961805864016906
log-power-n1n2psd.klw	log	power	n1n2psd	risky	2.696287416659598	2.966314134111525	3.2545555952806926	0.4226183208005716	0.5090770400722662	0.627015417889429
log-power-n1n2psd.klw	log	power	n1n2psd	safe	1.9319854448058744	2.3525064253301187	2.7545030278562095	0.4877320645396675	0.6345313891299631	0.8635903931025106
log-power-n1n2psd	log	power	n1n2psd	risky	2.7029438837123076	2.935410253310046	3.168329155803303	0.2925331712254771	0.3707295476007491	0.4735838512656138
log-power-n1n2psd	log	power	n1n2psd	safe	1.940292911276066	2.306527829772808	2.6594724944704073	0.3421925201408671	0.4605867611174277	0.6533428151616855
log-power-n2.klw	log	power	n2	risky	2.7870500080151888	3.1411161773587386	3.7220253793343208	0.4688979349462734	0.5516679607647286	0.6758477153883047
log-power-n2.klw	log	power	n2	safe	2.1714496090614457	2.733659259184143	3.848256182491936	0.5564118912618856	0.7309979958827415	1.0073207615642377
log-power-n2	log	power	n2	risky	2.7453944113642645	3.052706394008855	3.395551708264873	0.3345252148946793	0.4080037287676905	0.5025375066047885
log-power-n2	log	power	n2	safe	2.0910420385925885	2.5610023009382523	3.0496603597065532	0.4017244527708483	0.5378334461554842	0.7642304658323024
log-power-null.klw	log	power	null	risky	2.6732855781188425	2.9230947293290663	3.176109649232002	0.4216750482227735	0.5053748132097875	0.6138877591028321
log-power-null.klw	log	power	null	safe	1.8902415632146896	2.2935723008910385	2.6845562640831875	0.493024389093948	0.6494258687962912	0.9064121249633144
log-power-null.pathfinder	log	power	null	risky	2.673698444548158	2.924477530251038	3.174943541004152	0.3300381836709778	0.4133817925647168	0.5248701328372998
log-power-null.pathfinder	log	power	null	safe	1.8793301435203011	2.2798735100209457	2.6763137164429422	0.3913310154927711	0.5438816269245383	0.7847624507429448
log-power-null	log	power	null	risky	2.6229549711112643	2.918945976452041	3.1778962506038866	0.3348203868702623	0.4271845348978378	0.5757751106037253
log-power-null	log	power	null	safe	1.5500362312989693	2.2342014014518132	2.6719736122997677	0.3999840031530799	0.5743508394133302	0.8738839583547308
log-power-nullind.klw	log	power	nullind	risky	2.681896927502397	2.9603441952358027	3.2577165880120473	0.4512613453369864	0.5388413457974531	0.6504308278678514
log-power-nullind.klw	log	power	nullind	safe	1.852479488001991	2.315558350307851	2.774305810580091	0.5364896219076283	0.7073221235260425	0.9944202217491136
log-power-nullind	log	power	nullind	risky	2.718554946917724	2.9527539420981457	3.2012671962777537	0.3149109893511024	0.3976886978607291	0.5049565314615431
log-power-nullind	log	power	nullind	safe	1.9162482951494555	2.3011421886947323	2.684881385119241	0.3755353347399693	0.5136976086089317	0.7400032767633529
log-power-perc.klw	log	power	perc	risky	2.614642414294754	2.876154868459416	3.1312691729487203	0.3974101056708785	0.4746163330951071	0.5717913785742152
log-power-perc.klw	log	power	perc	safe	1.884881740785694	2.275460281683319	2.6745369859347763	0.4556389636575137	0.5938763540934953	0.8049441765219806
log-power-perc	log	power	perc	risky	2.574697785590283	2.8472873893527986	3.116187566525554	0.3132529360018256	0.3906745392492103	0.4894884075435813
log-power-perc	log	power	perc	safe	1.8403608728728704	2.2623875933026927	2.673131032141159	0.3696579520419799	0.5095802200817536	0.7356832667465527
log-power-percmem.klw	log	power	percmem	risky	2.601095059835909	2.8671762366681	3.1233917912911946	0.3985132448365922	0.475747679094809	0.5733289233906365
log-power-percmem.klw	log	power	percmem	safe	1.86093054896867	2.266893245342265	2.6624628727284296	0.4577321622326261	0.5955599954186407	0.8114653150069066
log-power-percmem	log	power	percmem	risky	2.568045574151057	2.8433931636234764	3.105191217055887	0.309861851081712	0.3856864460122194	0.4848117203136796
log-power-percmem	log	power	percmem	safe	1.8508010490911335	2.253298095289344	2.6585638762183414	0.365728410104123	0.5021337494397557	0.7173676110223048
log-power-pmu.klw	log	power	pmu	risky	2.7708231178281326	3.085549812788245	4.219739221187103	0.4352392305953829	0.5327762941031726	0.7116877836115958
log-power-pmu.klw	log	power	pmu	safe	1.856266879014555	2.3645094497534034	4.19790969532902	0.5036842451646022	0.6540714212472281	0.8746289163034718
log-power-pmu	log	power	pmu	risky	2.7593242191156153	2.9922336259474704	3.2364937566398297	0.3032310106090548	0.3794431972740185	0.4798982297639237
log-power-pmu	log	power	pmu	safe	1.845201447845354	2.2327938291268508	2.6048368006285663	0.3589119316787127	0.4789049195800579	0.6644405812085772
log-power-pmusd.klw	log	power	pmusd	risky	2.7410038872394336	3.005704329011383	3.2618680561411244	0.4092767623757498	0.4972349897764531	0.6206703125785856
log-power-pmusd.klw	log	power	pmusd	safe	1.9138181116758668	2.3249690997899144	2.742036047792159	0.4794949168921391	0.6161826827431593	0.8302493091711305
log-power-pmusd	log	power	pmusd	risky	2.735514080720451	2.9683096242243083	3.198353286809658	0.2757480800971731	0.353443702549763	0.4549166924035039
log-power-pmusd	log	power	pmusd	safe	1.9294496341650331	2.284322356837235	2.6440435580710715	0.3263719849583386	0.441767443592498	0.6196991946638556
log-power-psd.klw	log	power	psd	risky	2.704007904355104	2.9699035286025066	3.240930045311461	0.4106641534293859	0.4973329850507173	0.6149104861476367
log-power-psd.klw	log	power	psd	safe	1.907651576775861	2.346016313136597	2.7778157748729546	0.4651015512131671	0.5987573164414224	0.8116798398126679
log-power-psd	log	power	psd	risky	2.691881339770691	2.916725556360613	3.1537220771687884	0.270007350567042	0.3456211759290751	0.4482249428043896
log-power-psd	log	power	psd	safe	1.9035893060465745	2.27908501712695	2.626812197095724	0.3088512404749405	0.4224121340445641	0.5994634151002465
log-spl3-mem.klw	log	spl3	mem	risky	2.6760627125358663	2.960447368200365	3.2202219749844896	0.4987294287381112	0.5790036393747676	0.6854075505687757
log-spl3-mem.klw	log	spl3	mem	safe	1.9113178171582472	2.503620727900352	3.0925296946143255	0.6328389620839379	0.8206042849376927	1.096920854294195
log-spl3-mem	log	spl3	mem	risky	2.7102750276367606	2.969612517196885	3.22074812892323	0.3616885362705369	0.4397804900318078	0.5445154095408177
log-spl3-mem	log	spl3	mem	safe	1.9496969434055136	2.5097392784789245	3.039695776466905	0.4487572726808848	0.6105671929249068	0.8702450211254208
log-spl3-n1.klw	log	spl3	n1	risky	2.7564184122628315	3.0046702774852783	3.244948701303401	0.4755549000831544	0.5546028045150324	0.654033872688244
log-spl3-n1.klw	log	spl3	n1	safe	1.9278983511081529	2.509039572307733	3.0386766792435407	0.5639120153478379	0.7275539447363839	0.9743975789473452
log-spl3-n1	log	spl3	n1	risky	2.7388273333578654	2.971741252374284	3.202754148510372	0.3111214277746195	0.3895446935706587	0.4869714349118293
log-spl3-n1	log	spl3	n1	safe	1.93027767600988	2.4196761018272293	2.9077985668791824	0.3768897455333994	0.5019388453394347	0.697495661414703
log-spl3-n1n2.klw	log	spl3	n1n2	risky	2.7202827873462487	3.021387915314295	3.323053468667721	0.4387909865151773	0.5142451266015389	0.6098848951032986
log-spl3-n1n2.klw	log	spl3	n1n2	safe	2.0287972452606096	2.4899206393049513	2.858872343939458	0.5099395237521465	0.6659879335433463	0.90633837695976
log-spl3-n1n2.pathfinder	log	spl3	n1n2	risky	2.698029815754656	2.9673314280294134	3.255033261805377	0.3019843162270949	0.3753477772938042	0.4692394942326592
log-spl3-n1n2.pathfinder	log	spl3	n1n2	safe	1.9843632489250775	2.3944885712379356	2.7639242357455807	0.3601339536477225	0.4871309685932405	0.6874952740191485
log-spl3-n1n2	log	spl3	n1n2	risky	2.684270912494103	2.9608711465676394	3.2496178138304703	0.3026122249086549	0.3744659617571517	0.4708618385880777
