label	subject	which	kind	condition	value	varies
log-power-n1n2	47	risky	mu	vertex	52.47591250211659	0
log-power-n1n2	50	risky	mu	ips	12.340319097970388	0
log-power-n1n2	50	risky	mu	vertex	12.340319097970388	0
log-power-n1n2	53	risky	mu	ips	16.664142486914756	0
log-power-n1n2	53	risky	mu	vertex	16.664142486914756	0
log-power-n1n2	56	risky	mu	ips	30.49397399572019	0
log-power-n1n2	56	risky	mu	vertex	30.49397399572019	0
log-power-n1n2	59	risky	mu	ips	8.364349891100861	0
log-power-n1n2	59	risky	mu	vertex	8.364349891100861	0
log-power-n1n2	62	risky	mu	ips	61.724333471421915	0
log-power-n1n2	62	risky	mu	vertex	61.724333471421915	0
log-power-n1n2	63	risky	mu	ips	20.785830919913252	0
log-power-n1n2	63	risky	mu	vertex	20.785830919913252	0
log-power-n1n2	67	risky	mu	ips	17.675679249573918	0
log-power-n1n2	67	risky	mu	vertex	17.675679249573918	0
log-power-n1n2	69	risky	mu	ips	44.657687874649184	0
log-power-n1n2	69	risky	mu	vertex	44.657687874649184	0
log-power-n1n2	72	risky	mu	ips	17.5160736321223	0
log-power-n1n2	72	risky	mu	vertex	17.5160736321223	0
log-power-n1n2	74	risky	mu	ips	14.136833964001775	0
log-power-n1n2	74	risky	mu	vertex	14.136833964001775	0
log-power-n1n2	1	risky	sd	ips	0.68543457899209	0
log-power-n1n2	1	risky	sd	vertex	0.68543457899209	0
log-power-n1n2	2	risky	sd	ips	0.5420134489549584	0
log-power-n1n2	2	risky	sd	vertex	0.5420134489549584	0
log-power-n1n2	3	risky	sd	ips	0.6466349765594671	0
log-power-n1n2	3	risky	sd	vertex	0.6466349765594671	0
log-power-n1n2	4	risky	sd	ips	0.5559204095313128	0
log-power-n1n2	4	risky	sd	vertex	0.5559204095313128	0
log-power-n1n2	5	risky	sd	ips	0.5224175338918691	0
log-power-n1n2	5	risky	sd	vertex	0.5224175338918691	0
log-power-n1n2	6	risky	sd	ips	0.4551431395761101	0
log-power-n1n2	6	risky	sd	vertex	0.4551431395761101	0
log-power-n1n2	7	risky	sd	ips	0.7107888450384621	0
log-power-n1n2	7	risky	sd	vertex	0.7107888450384621	0
log-power-n1n2	9	risky	sd	ips	0.3191633885277044	0
log-power-n1n2	9	risky	sd	vertex	0.3191633885277044	0
log-power-n1n2	10	risky	sd	ips	0.5317589651656461	0
log-power-n1n2	10	risky	sd	vertex	0.5317589651656461	0
log-power-n1n2	11	risky	sd	ips	0.5476104098639896	0
log-power-n1n2	11	risky	sd	vertex	0.5476104098639896	0
log-power-n1n2	18	risky	sd	ips	0.5619791024121588	0
log-power-n1n2	18	risky	sd	vertex	0.5619791024121588	0
log-power-n1n2	19	risky	sd	ips	0.3530660292046162	0
log-power-n1n2	19	risky	sd	vertex	0.3530660292046162	0
log-power-n1n2	21	risky	sd	ips	0.4485237718361513	0
log-power-n1n2	21	risky	sd	vertex	0.4485237718361513	0
log-power-n1n2	25	risky	sd	ips	0.4998750934122927	0
log-power-n1n2	25	risky	sd	vertex	0.4998750934122927	0
log-power-n1n2	26	risky	sd	ips	0.6712110276084848	0
log-power-n1n2	26	risky	sd	vertex	0.6712110276084848	0
log-power-n1n2	29	risky	sd	ips	0.4580495101549785	0
log-power-n1n2	29	risky	sd	vertex	0.4580495101549785	0
log-power-n1n2	30	risky	sd	ips	0.5693037463425146	0
log-power-n1n2	30	risky	sd	vertex	0.5693037463425146	0
log-power-n1n2	31	risky	sd	ips	0.7395349217220288	0
log-power-n1n2	31	risky	sd	vertex	0.7395349217220288	0
log-power-n1n2	34	risky	sd	ips	0.4481090502980271	0
log-power-n1n2	34	risky	sd	vertex	0.4481090502980271	0
log-power-n1n2	35	risky	sd	ips	0.5864225716392482	0
log-power-n1n2	35	risky	sd	vertex	0.5864225716392482	0
log-power-n1n2	36	risky	sd	ips	0.7362259911866145	0
log-power-n1n2	36	risky	sd	vertex	0.7362259911866145	0
log-power-n1n2	37	risky	sd	ips	0.5747173578485292	0
log-power-n1n2	37	risky	sd	vertex	0.5747173578485292	0
log-power-n1n2	45	risky	sd	ips	0.5321083195645644	0
log-power-n1n2	45	risky	sd	vertex	0.5321083195645644	0
log-power-n1n2	46	risky	sd	ips	0.7884182816243251	0
log-power-n1n2	46	risky	sd	vertex	0.7884182816243251	0
log-power-n1n2	47	risky	sd	ips	0.7172873765508418	0
log-power-n1n2	47	risky	sd	vertex	0.7172873765508418	0
log-power-n1n2	50	risky	sd	ips	0.3848563372185439	0
log-power-n1n2	50	risky	sd	vertex	0.3848563372185439	0
log-power-n1n2	53	risky	sd	ips	0.632610482849697	0
log-power-n1n2	53	risky	sd	vertex	0.632610482849697	0
log-power-n1n2	56	risky	sd	ips	0.5396836330223911	0
log-power-n1n2	56	risky	sd	vertex	0.5396836330223911	0
log-power-n1n2	59	risky	sd	ips	0.4750810363466727	0
log-power-n1n2	59	risky	sd	vertex	0.4750810363466727	0
log-power-n1n2	62	risky	sd	ips	0.4618815219894783	0
log-power-n1n2	62	risky	sd	vertex	0.4618815219894783	0
log-power-n1n2	63	risky	sd	ips	0.5017653152040435	0
log-power-n1n2	63	risky	sd	vertex	0.5017653152040435	0
log-power-n1n2	67	risky	sd	ips	0.5338594607977437	0
log-power-n1n2	67	risky	sd	vertex	0.5338594607977437	0
log-power-n1n2	69	risky	sd	ips	0.6003240882502354	0
log-power-n1n2	69	risky	sd	vertex	0.6003240882502354	0
log-power-n1n2	72	risky	sd	ips	0.556183298698252	0
log-power-n1n2	72	risky	sd	vertex	0.556183298698252	0
log-power-n1n2	74	risky	sd	ips	0.5119816423361174	0
log-power-n1n2	74	risky	sd	vertex	0.5119816423361174	0
log-power-n1n2	1	safe	mu	ips	21.874982731720443	0
log-power-n1n2	1	safe	mu	vertex	21.874982731720443	0
log-power-n1n2	2	safe	mu	ips	29.51837021576169	0
log-power-n1n2	2	safe	mu	vertex	29.51837021576169	0
log-power-n1n2	3	safe	mu	ips	18.851562852501765	0
log-power-n1n2	3	safe	mu	vertex	18.851562852501765	0
log-power-n1n2	4	safe	mu	ips	17.513033007482314	0
log-power-n1n2	4	safe	mu	vertex	17.513033007482314	0
log-power-n1n2	5	safe	mu	ips	23.045941002302392	0
log-power-n1n2	5	safe	mu	vertex	23.045941002302392	0
log-power-n1n2	6	safe	mu	ips	14.834727769166498	0
log-power-n1n2	6	safe	mu	vertex	14.834727769166498	0
log-power-n1n2	7	safe	mu	ips	7.190484319582209	0
log-power-n1n2	7	safe	mu	vertex	7.190484319582209	0
log-power-n1n2	9	safe	mu	ips	18.129146957409375	0
log-power-n1n2	9	safe	mu	vertex	18.129146957409375	0
log-power-n1n2	10	safe	mu	ips	10.043803876921611	0
log-power-n1n2	10	safe	mu	vertex	10.043803876921611	0
log-power-n1n2	11	safe	mu	ips	8.172020742130075	0
log-power-n1n2	11	safe	mu	vertex	8.172020742130075	0
log-power-n1n2	18	safe	mu	ips	5.2694591420157355	0
log-power-n1n2	18	safe	mu	vertex	5.2694591420157355	0
log-power-n1n2	19	safe	mu	ips	17.152220624887835	0
log-power-n1n2	19	safe	mu	vertex	17.152220624887835	0
log-power-n1n2	21	safe	mu	ips	7.906246557435145	0
log-power-n1n2	21	safe	mu	vertex	7.906246557435145	0
log-power-n1n2	25	safe	mu	ips	14.96991303010395	0
log-power-n1n2	25	safe	mu	vertex	14.96991303010395	0
log-power-n1n2	26	safe	mu	ips	4.215216900610638	0
log-power-n1n2	26	safe	mu	vertex	4.215216900610638	0
log-power-n1n2	29	safe	mu	ips	8.179023880351352	0
log-power-n1n2	29	safe	mu	vertex	8.179023880351352	0
log-power-n1n2	30	safe	mu	ips	3.656679042063179	0
log-power-n1n2	30	safe	mu	vertex	3.656679042063179	0
log-power-n1n2	31	safe	mu	ips	8.081713921739585	0
log-power-n1n2	31	safe	mu	vertex	8.081713921739585	0
log-power-n1n2	34	safe	mu	ips	10.310554063772903	0
log-power-n1n2	34	safe	mu	vertex	10.310554063772903	0
log-power-n1n2	35	safe	mu	ips	21.960401360143507	0
log-power-n1n2	35	safe	mu	vertex	21.960401360143507	0
log-power-n1n2	36	safe	mu	ips	13.368191743551284	0
log-power-n1n2	36	safe	mu	vertex	13.368191743551284	0
log-power-n1n2	37	safe	mu	ips	5.047694702145241	0
log-power-n1n2	37	safe	mu	vertex	5.047694702145241	0
log-power-n1n2	45	safe	mu	ips	30.869197231248076	0
log-power-n1n2	45	safe	mu	vertex	30.869197231248076	0
log-power-n1n2	46	safe	mu	ips	20.821066909589582	0
log-power-n1n2	46	safe	mu	vertex	20.821066909589582	0
log-power-n1n2	47	safe	mu	ips	6.926536961375871	0
log-power-n1n2	47	safe	mu	vertex	6.926536961375871	0
log-power-n1n2	50	safe	mu	ips	40.106497862430714	0
log-power-n1n2	50	safe	mu	vertex	40.106497862430714	0
log-power-n1n2	53	safe	mu	ips	12.15170702069334	0
log-power-n1n2	53	safe	mu	vertex	12.15170702069334	0
log-power-n1n2	56	safe	mu	ips	15.262932321464142	0
log-power-n1n2	56	safe	mu	vertex	15.262932321464142	0
log-power-n1n2	59	safe	mu	ips	32.93155348339461	0
log-power-n1n2	59	safe	mu	vertex	32.93155348339461	0
log-power-n1n2	62	safe	mu	ips	4.916046738990472	0
log-power-n1n2	62	safe	mu	vertex	4.916046738990472	0
log-power-n1n2	63	safe	mu	ips	10.628353523498545	0
log-power-n1n2	63	safe	mu	vertex	10.628353523498545	0
log-power-n1n2	67	safe	mu	ips	42.63837102060321	0
log-power-n1n2	67	safe	mu	vertex	42.63837102060321	0
log-power-n1n2	69	safe	mu	ips	11.17046885972093	0
log-power-n1n2	69	safe	mu	vertex	11.17046885972093	0
log-power-n1n2	72	safe	mu	ips	6.430601549114502	0
log-power-n1n2	72	safe	mu	vertex	6.430601549114502	0
log-power-n1n2	74	safe	mu	ips	52.07369239762622	0
log-power-n1n2	74	safe	mu	vertex	52.07369239762622	0
log-power-n1n2	1	safe	sd	ips	0.8834385289453566	0
log-power-n1n2	1	safe	sd	vertex	0.8834385289453566	0
log-power-n1n2	2	safe	sd	ips	0.9065622267004148	0
log-power-n1n2	2	safe	sd	vertex	0.9065622267004148	0
log-power-n1n2	3	safe	sd	ips	0.6551049810633576	0
log-power-n1n2	3	safe	sd	vertex	0.6551049810633576	0
log-power-n1n2	4	safe	sd	ips	0.876892739448121	0
log-power-n1n2	4	safe	sd	vertex	0.876892739448121	0
log-power-n1n2	5	safe	sd	ips	0.9804749512403088	0
log-power-n1n2	5	safe	sd	vertex	0.9804749512403088	0
log-power-n1n2	6	safe	sd	ips	1.2059000516655534	0
log-power-n1n2	6	safe	sd	vertex	1.2059000516655534	0
log-power-n1n2	7	safe	sd	ips	0.8607713431621516	0
log-power-n1n2	7	safe	sd	vertex	0.8607713431621516	0
log-power-n1n2	9	safe	sd	ips	0.85047321975097	0
log-power-n1n2	9	safe	sd	vertex	0.85047321975097	0
log-power-n1n2	10	safe	sd	ips	0.8840900875160815	0
log-power-n1n2	10	safe	sd	vertex	0.8840900875160815	0
log-power-n1n2	11	safe	sd	ips	0.9673025632319564	0
log-power-n1n2	11	safe	sd	vertex	0.9673025632319564	0
log-power-n1n2	18	safe	sd	ips	0.4724231187645435	0
log-power-n1n2	18	safe	sd	vertex	0.4724231187645435	0
log-power-n1n2	19	safe	sd	ips	1.0454961670460348	0
log-power-n1n2	19	safe	sd	vertex	1.0454961670460348	0
log-power-n1n2	21	safe	sd	ips	1.237095266920997	0
log-power-n1n2	21	safe	sd	vertex	1.237095266920997	0
log-power-n1n2	25	safe	sd	ips	0.4385525998364642	0
log-power-n1n2	25	safe	sd	vertex	0.4385525998364642	0
log-power-n1n2	26	safe	sd	ips	0.4195591176190592	0
log-power-n1n2	26	safe	sd	vertex	0.4195591176190592	0
log-power-n1n2	29	safe	sd	ips	1.0522321452688348	0
log-power-n1n2	29	safe	sd	vertex	1.0522321452688348	0
log-power-n1n2	30	safe	sd	ips	0.5066884556514817	0
log-power-n1n2	30	safe	sd	vertex	0.5066884556514817	0
log-power-n1n2	31	safe	sd	ips	0.5972924403830036	0
log-power-n1n2	31	safe	sd	vertex	0.5972924403830036	0
log-power-n1n2	34	safe	sd	ips	1.0500008452224998	0
log-power-n1n2	34	safe	sd	vertex	1.0500008452224998	0
log-power-n1n2	35	safe	sd	ips	0.1301704698622322	0
log-power-n1n2	35	safe	sd	vertex	0.1301704698622322	0
log-power-n1n2	36	safe	sd	ips	0.6281716685073564	0
log-power-n1n2	36	safe	sd	vertex	0.6281716685073564	0
log-power-n1n2	37	safe	sd	ips	0.8202624059942283	0
log-power-n1n2	37	safe	sd	vertex	0.8202624059942283	0
log-power-n1n2	45	safe	sd	ips	0.6840916143765331	0
log-power-n1n2	45	safe	sd	vertex	0.6840916143765331	0
log-power-n1n2	46	safe	sd	ips	0.6714046048320587	0
log-power-n1n2	46	safe	sd	vertex	0.6714046048320587	0
log-power-n1n2	47	safe	sd	ips	0.8098399994194507	0
log-power-n1n2	47	safe	sd	vertex	0.8098399994194507	0
log-power-n1n2	50	safe	sd	ips	0.6369725603883806	0
log-power-n1n2	50	safe	sd	vertex	0.6369725603883806	0
log-power-n1n2	53	safe	sd	ips	0.735050024377891	0
log-power-n1n2	53	safe	sd	vertex	0.735050024377891	0
log-power-n1n2	56	safe	sd	ips	0.6417069812005218	0
log-power-n1n2	56	safe	sd	vertex	0.6417069812005218	0
log-power-n1n2	59	safe	sd	ips	0.5654617456347457	0
log-power-n1n2	59	safe	sd	vertex	0.5654617456347457	0
log-power-n1n2	62	safe	sd	ips	0.7952022671904484	0
log-power-n1n2	62	safe	sd	vertex	0.7952022671904484	0
log-power-n1n2	63	safe	sd	ips	0.9519103912982798	0
log-power-n1n2	63	safe	sd	vertex	0.9519103912982798	0
log-power-n1n2	67	safe	sd	ips	0.6182915260433017	0
log-power-n1n2	67	safe	sd	vertex	0.6182915260433017	0
log-power-n1n2	69	safe	sd	ips	0.5201548225271688	0
log-power-n1n2	69	safe	sd	vertex	0.5201548225271688	0
log-power-n1n2	72	safe	sd	ips	0.8182979121719918	0
log-power-n1n2	72	safe	sd	vertex	0.8182979121719918	0
log-power-n1n2	74	safe	sd	ips	0.759042800914664	0
log-power-n1n2	74	safe	sd	vertex	0.759042800914664	0
log-power-n1n2	1	risky	mu	ips	11.24434279040968	0
log-power-n1n2	1	risky	mu	vertex	11.24434279040968	0
log-power-n1n2	2	risky	mu	ips	36.11456037247984	0
log-power-n1n2	2	risky	mu	vertex	36.11456037247984	0
log-power-n1n2	3	risky	mu	ips	35.923954920656556	0
log-power-n1n2	3	risky	mu	vertex	35.923954920656556	0
log-power-n1n2	4	risky	mu	ips	11.492273859633194	0
log-power-n1n2	4	risky	mu	vertex	11.492273859633194	0
log-power-n1n2	5	risky	mu	ips	40.51536002684873	0
log-power-n1n2	5	risky	mu	vertex	40.51536002684873	0
log-power-n1n2	6	risky	mu	ips	11.26950061796098	0
log-power-n1n2	6	risky	mu	vertex	11.26950061796098	0
log-power-n1n2	7	risky	mu	ips	38.18140311469348	0
log-power-n1n2	7	risky	mu	vertex	38.18140311469348	0
log-power-n1n2	9	risky	mu	ips	10.314522486875305	0
log-power-n1n2	9	risky	mu	vertex	10.314522486875305	0
log-power-n1n2	10	risky	mu	ips	42.97712574221754	0
log-power-n1n2	10	risky	mu	vertex	42.97712574221754	0
log-power-n1n2	11	risky	mu	ips	50.76813036559398	0
log-power-n1n2	11	risky	mu	vertex	50.76813036559398	0
log-power-n1n2	18	risky	mu	ips	24.37414310221496	0
log-power-n1n2	18	risky	mu	vertex	24.37414310221496	0
log-power-n1n2	19	risky	mu	ips	13.540201972391024	0
log-power-n1n2	19	risky	mu	vertex	13.540201972391024	0
log-power-n1n2	21	risky	mu	ips	18.79761805202625	0
log-power-n1n2	21	risky	mu	vertex	18.79761805202625	0
log-power-n1n2	25	risky	mu	ips	18.84824591281945	0
log-power-n1n2	25	risky	mu	vertex	18.84824591281945	0
log-power-n1n2	26	risky	mu	ips	25.736361453756444	0
log-power-n1n2	26	risky	mu	vertex	25.736361453756444	0
log-power-n1n2	29	risky	mu	ips	17.158992404994216	0
log-power-n1n2	29	risky	mu	vertex	17.158992404994216	0
log-power-n1n2	30	risky	mu	ips	17.175835949122156	0
log-power-n1n2	30	risky	mu	vertex	17.175835949122156	0
log-power-n1n2	31	risky	mu	ips	23.024919537442177	0
log-power-n1n2	31	risky	mu	vertex	23.024919537442177	0
log-power-n1n2	34	risky	mu	ips	12.502383855034635	0
log-power-n1n2	34	risky	mu	vertex	12.502383855034635	0
log-power-n1n2	35	risky	mu	ips	15.626744997276852	0
log-power-n1n2	35	risky	mu	vertex	15.626744997276852	0
log-power-n1n2	36	risky	mu	ips	19.144559175599685	0
log-power-n1n2	36	risky	mu	vertex	19.144559175599685	0
log-power-n1n2	37	risky	mu	ips	19.311690436129297	0
log-power-n1n2	37	risky	mu	vertex	19.311690436129297	0
log-power-n1n2	45	risky	mu	ips	10.08036160956673	0
log-power-n1n2	45	risky	mu	vertex	10.08036160956673	0
log-power-n1n2	46	risky	mu	ips	15.95401321921008	0
log-power-n1n2	46	risky	mu	vertex	15.95401321921008	0
log-power-n1n2	47	risky	mu	ips	45.66423608615463	0
log-power-n1n2	47	risky	mu	vertex	45.66423608615463	0
log-power-n1n2	50	risky	mu	ips	13.140782707063488	0
log-power-n1n2	50	risky	mu	vertex	13.140782707063488	0
log-power-n1n2	53	risky	mu	ips	14.712833200773716	0
log-power-n1n2	53	risky	mu	vertex	14.712833200773716	0
log-power-n1n2	56	risky	mu	ips	26.847835947888008	0
log-power-n1n2	56	risky	mu	vertex	26.847835947888008	0
log-power-n1n2	59	risky	mu	ips	9.366082954853344	0
log-power-n1n2	59	risky	mu	vertex	9.366082954853344	0
log-power-n1n2	62	risky	mu	ips	51.94752393727637	0
log-power-n1n2	62	risky	mu	vertex	51.94752393727637	0
log-power-n1n2	63	risky	mu	ips	20.410072771192617	0
log-power-n1n2	63	risky	mu	vertex	20.410072771192617	0
log-power-n1n2	67	risky	mu	ips	19.494425350303377	0
log-power-n1n2	67	risky	mu	vertex	19.494425350303377	0
log-power-n1n2	69	risky	mu	ips	42.402223468910144	0
log-power-n1n2	69	risky	mu	vertex	42.402223468910144	0
log-power-n1n2	72	risky	mu	ips	18.481326555641022	0
log-power-n1n2	72	risky	mu	vertex	18.481326555641022	0
log-power-n1n2	74	risky	mu	ips	15.318327624679862	0
log-power-n1n2	74	risky	mu	vertex	15.318327624679862	0
log-power-n1n2	1	risky	sd	ips	0.6577359919047874	0
log-power-n1n2	1	risky	sd	vertex	0.6577359919047874	0
log-power-n1n2	2	risky	sd	ips	0.5535803567227298	0
log-power-n1n2	2	risky	sd	vertex	0.5535803567227298	0
log-power-n1n2	3	risky	sd	ips	0.660902208951123	0
log-power-n1n2	3	risky	sd	vertex	0.660902208951123	0
log-power-n1n2	4	risky	sd	ips	0.5280053699246805	0
log-power-n1n2	4	risky	sd	vertex	0.5280053699246805	0
log-power-n1n2	5	risky	sd	ips	0.5098388454283587	0
log-power-n1n2	5	risky	sd	vertex	0.5098388454283587	0
log-power-n1n2	6	risky	sd	ips	0.4309191856434198	0
log-power-n1n2	6	risky	sd	vertex	0.4309191856434198	0
log-power-n1n2	7	risky	sd	ips	0.7208612694603491	0
log-power-n1n2	7	risky	sd	vertex	0.7208612694603491	0
log-power-n1n2	9	risky	sd	ips	0.2943719824140092	0
log-power-n1n2	9	risky	sd	vertex	0.2943719824140092	0
log-power-n1n2	10	risky	sd	ips	0.4998117030914131	0
log-power-n1n2	10	risky	sd	vertex	0.4998117030914131	0
log-power-n1n2	11	risky	sd	ips	0.556036280054726	0
log-power-n1n2	11	risky	sd	vertex	0.556036280054726	0
log-power-n1n2	18	risky	sd	ips	0.6951457631936859	0
log-power-n1n2	18	risky	sd	vertex	0.6951457631936859	0
log-power-n1n2	19	risky	sd	ips	0.310253026624915	0
log-power-n1n2	19	risky	sd	vertex	0.310253026624915	0
log-power-n1n2	21	risky	sd	ips	0.4322724688751188	0
log-power-n1n2	21	risky	sd	vertex	0.4322724688751188	0
log-power-n1n2	25	risky	sd	ips	0.7024563332187169	0
log-power-n1n2	25	risky	sd	vertex	0.7024563332187169	0
log-power-n1n2	26	risky	sd	ips	0.6864253334317475	0
log-power-n1n2	26	risky	sd	vertex	0.6864253334317475	0
log-power-n1n2	29	risky	sd	ips	0.414685332791269	0
log-power-n1n2	29	risky	sd	vertex	0.414685332791269	0
log-power-n1n2	30	risky	sd	ips	0.7054295777514601	0
log-power-n1n2	30	risky	sd	vertex	0.7054295777514601	0
log-power-n1n2	31	risky	sd	ips	0.7729808444186486	0
log-power-n1n2	31	risky	sd	vertex	0.7729808444186486	0
log-power-n1n2	34	risky	sd	ips	0.4069196215124543	0
log-power-n1n2	34	risky	sd	vertex	0.4069196215124543	0
log-power-n1n2	35	risky	sd	ips	0.6015377167132931	0
log-power-n1n2	35	risky	sd	vertex	0.6015377167132931	0
log-power-n1n2	36	risky	sd	ips	0.7589423736803884	0
log-power-n1n2	36	risky	sd	vertex	0.7589423736803884	0
log-power-n1n2	37	risky	sd	ips	0.5693008625951956	0
log-power-n1n2	37	risky	sd	vertex	0.5693008625951956	0
log-power-n1n2	45	risky	sd	ips	0.5083031730359308	0
log-power-n1n2	45	risky	sd	vertex	0.5083031730359308	0
log-power-n1n2	46	risky	sd	ips	0.8321600167069274	0
log-power-n1n2	46	risky	sd	vertex	0.8321600167069274	0
log-power-n1n2	47	risky	sd	ips	0.7124125009134361	0
log-power-n1n2	47	risky	sd	vertex	0.7124125009134361	0
log-power-n1n2	50	risky	sd	ips	0.355858913405232	0
log-power-n1n2	50	risky	sd	vertex	0.355858913405232	0
log-power-n1n2	53	risky	sd	ips	0.6121899813147094	0
log-power-n1n2	53	risky	sd	vertex	0.6121899813147094	0
log-power-n1n2	56	risky	sd	ips	0.5739996683609834	0
log-power-n1n2	56	risky	sd	vertex	0.5739996683609834	0
log-power-n1n2	59	risky	sd	ips	0.4442496959777676	0
log-power-n1n2	59	risky	sd	vertex	0.4442496959777676	0
log-power-n1n2	62	risky	sd	ips	0.4403385092649188	0
log-power-n1n2	62	risky	sd	vertex	0.4403385092649188	0
log-power-n1n2	63	risky	sd	ips	0.494945830872095	0
log-power-n1n2	63	risky	sd	vertex	0.494945830872095	0
log-power-n1n2	67	risky	sd	ips	0.4993768817184891	0
log-power-n1n2	67	risky	sd	vertex	0.4993768817184891	0
log-power-n1n2	69	risky	sd	ips	0.5585642675329909	0
log-power-n1n2	69	risky	sd	vertex	0.5585642675329909	0
log-power-n1n2	72	risky	sd	ips	0.5782280044702579	0
log-power-n1n2	72	risky	sd	vertex	0.5782280044702579	0
log-power-n1n2	74	risky	sd	ips	0.5096155574973386	0
log-power-n1n2	74	risky	sd	vertex	0.5096155574973386	0
log-power-n1n2	1	safe	mu	ips	25.208024347598553	0
log-power-n1n2	1	safe	mu	vertex	25.208024347598553	0
log-power-n1n2	2	safe	mu	ips	32.09030904994991	0
log-power-n1n2	2	safe	mu	vertex	32.09030904994991	0
log-power-n1n2	3	safe	mu	ips	17.768029614740787	0
log-power-n1n2	3	safe	mu	vertex	17.768029614740787	0
log-power-n1n2	4	safe	mu	ips	16.760547662476085	0
log-power-n1n2	4	safe	mu	vertex	16.760547662476085	0
log-power-n1n2	5	safe	mu	ips	25.018008741631903	0
log-power-n1n2	5	safe	mu	vertex	25.018008741631903	0
log-power-n1n2	6	safe	mu	ips	18.341239111501817	0
log-power-n1n2	6	safe	mu	vertex	18.341239111501817	0
log-power-n1n2	7	safe	mu	ips	5.736307620887279	0
log-power-n1n2	7	safe	mu	vertex	5.736307620887279	0
log-power-n1n2	9	safe	mu	ips	25.46671116156746	0
log-power-n1n2	9	safe	mu	vertex	25.46671116156746	0
log-power-n1n2	10	safe	mu	ips	8.8552142565061	0
log-power-n1n2	10	safe	mu	vertex	8.8552142565061	0
log-power-n1n2	11	safe	mu	ips	4.8280259184150145	0
log-power-n1n2	11	safe	mu	vertex	4.8280259184150145	0
log-power-n1n2	18	safe	mu	ips	3.4100842006209997	0
log-power-n1n2	18	safe	mu	vertex	3.4100842006209997	0
log-power-n1n2	19	safe	mu	ips	18.432427477011476	0
log-power-n1n2	19	safe	mu	vertex	18.432427477011476	0
log-power-n1n2	21	safe	mu	ips	8.79379153365222	0
log-power-n1n2	21	safe	mu	vertex	8.79379153365222	0
log-power-n1n2	25	safe	mu	ips	2.0851036594039325	0
log-power-n1n2	25	safe	mu	vertex	2.0851036594039325	0
log-power-n1n2	26	safe	mu	ips	3.587029247711179	0
log-power-n1n2	26	safe	mu	vertex	3.587029247711179	0
log-power-n1n2	29	safe	mu	ips	38.18908093335013	0
