roi	subject	model	win_prop	n_total	n_non_noise
NPCl	56	m2	0.6333333333333333	1131	30
NPCl	59	m0	0.018779342723004695	616	213
NPCl	59	m1	0.1784037558685446	616	213
NPCl	59	m2	0.8028169014084507	616	213
NPCl	62	m0	0.16083916083916083	865	143
NPCl	62	m1	0.3706293706293706	865	143
NPCl	62	m2	0.46853146853146854	865	143
NPCl	63	m0	0.3372093023255814	811	344
NPCl	63	m1	0.2005813953488372	811	344
NPCl	63	m2	0.4622093023255814	811	344
NPCl	69	m0	0.2631578947368421	780	95
NPCl	69	m1	0.42105263157894735	780	95
NPCl	69	m2	0.3157894736842105	780	95
NPCl	72	m0	0.19047619047619047	755	168
NPCl	72	m1	0.26785714285714285	755	168
NPCl	72	m2	0.5416666666666666	755	168
NPCl	74	m0	0.2857142857142857	577	28
NPCl	74	m1	0.39285714285714285	577	28
NPCl	74	m2	0.32142857142857145	577	28
NPCr	1	m0	0.3333333333333333	1018	90
NPCr	1	m1	0.2777777777777778	1018	90
NPCr	1	m2	0.3888888888888889	1018	90
NPCr	2	m0	0.0	874	20
NPCr	2	m1	0.15	874	20
NPCr	2	m2	0.85	874	20
NPCr	3	m0	0.3333333333333333	598	9
NPCr	3	m1	0.4444444444444444	598	9
NPCr	3	m2	0.2222222222222222	598	9
NPCr	4	m0	0.1919191919191919	987	99
NPCr	4	m1	0.48484848484848486	987	99
NPCr	4	m2	0.32323232323232326	987	99
NPCr	5	m0	0.0	736	16
NPCr	5	m1	0.4375	736	16
NPCr	5	m2	0.5625	736	16
NPCr	6	m0	0.0	680	6
NPCr	6	m1	0.8333333333333334	680	6
NPCr	6	m2	0.16666666666666666	680	6
NPCr	7	m0	0.45054945054945056	825	91
NPCr	7	m1	0.25274725274725274	825	91
NPCr	7	m2	0.2967032967032967	825	91
NPCr	9	m0	0.4	1075	55
NPCr	9	m1	0.21818181818181817	1075	55
NPCr	9	m2	0.38181818181818183	1075	55
NPCr	10	m0	0.08	787	50
NPCr	10	m1	0.52	787	50
NPCr	10	m2	0.4	787	50
NPCr	11	m0	0.23715415019762845	860	253
NPCr	11	m1	0.11462450592885376	860	253
NPCr	11	m2	0.6482213438735178	860	253
NPCr	18	m0	0.11594202898550725	835	69
NPCr	18	m1	0.2753623188405797	835	69
NPCr	18	m2	0.6086956521739131	835	69
NPCr	19	m0	0.39166666666666666	997	120
NPCr	19	m1	0.2916666666666667	997	120
NPCr	19	m2	0.31666666666666665	997	120
NPCr	21	m0	0.21212121212121213	1008	33
NPCr	21	m1	0.18181818181818182	1008	33
NPCr	21	m2	0.6060606060606061	1008	33
NPCr	25	m0	0.12011173184357542	1010	358
NPCr	25	m1	0.6256983240223464	1010	358
NPCr	25	m2	0.2541899441340782	1010	358
NPCr	26	m0	0.0	801	1
NPCr	26	m1	1.0	801	1
NPCr	26	m2	0.0	801	1
NPCr	29	m0	0.40404040404040403	970	99
NPCr	29	m1	0.35353535353535354	970	99
NPCr	29	m2	0.24242424242424243	970	99
NPCr	30	m0	0.24	1081	50
NPCr	30	m1	0.46	1081	50
NPCr	30	m2	0.3	1081	50
NPCr	31	m0	0.15853658536585366	753	82
NPCr	31	m1	0.2804878048780488	753	82
NPCr	31	m2	0.5609756097560976	753	82
NPCr	34	m0	0.08	822	50
NPCr	34	m1	0.2	822	50
NPCr	34	m2	0.72	822	50
NPCr	35	m0	0.15384615384615385	919	13
NPCr	35	m1	0.6923076923076923	919	13
NPCr	35	m2	0.15384615384615385	919	13
NPCr	36	m0	0.0	725	7
NPCr	36	m1	0.14285714285714285	725	7
NPCr	36	m2	0.8571428571428571	725	7
NPCr	37	m0	0.42105263157894735	977	114
NPCr	37	m1	0.24561403508771928	977	114
NPCr	37	m2	0.3333333333333333	977	114
NPCr	45	m0	0.08379888268156424	926	179
NPCr	45	m1	0.5698324022346368	926	179
NPCr	45	m2	0.3463687150837989	926	179
NPCr	46	m0	0.3160621761658031	903	193
NPCr	46	m1	0.3005181347150259	903	193
NPCr	46	m2	0.38341968911917096	903	193
NPCr	47	m0	0.0	843	4
NPCr	47	m1	1.0	843	4
NPCr	47	m2	0.0	843	4
NPCr	50	m0	0.1111111111111111	1084	36
NPCr	50	m1	0.4444444444444444	1084	36
NPCr	50	m2	0.4444444444444444	1084	36
NPCr	53	m0	0.2571428571428571	746	70
NPCr	53	m1	0.24285714285714285	746	70
NPCr	53	m2	0.5	746	70
NPCr	56	m0	0.1875	1300	32
NPCr	56	m1	0.3125	1300	32
NPCr	56	m2	0.5	1300	32
NPCr	59	m0	0.072992700729927	739	274
NPCr	59	m1	0.35036496350364965	739	274
NPCr	59	m2	0.5766423357664233	739	274
NPCr	62	m0	0.14444444444444443	1055	90
NPCr	62	m1	0.3333333333333333	1055	90
NPCr	62	m2	0.5222222222222223	1055	90
NPCr	63	m0	0.33766233766233766	1030	154
NPCr	63	m1	0.08441558441558442	1030	154
NPCr	63	m2	0.577922077922078	1030	154
NPCr	67	m0	0.0	756	9
NPCr	67	m1	0.4444444444444444	756	9
NPCr	67	m2	0.5555555555555556	756	9
NPCr	69	m0	0.14583333333333334	927	144
NPCr	69	m1	0.4236111111111111	927	144
NPCr	69	m2	0.4305555555555556	927	144
NPCr	72	m0	0.2389937106918239	946	159
NPCr	72	m1	0.25157232704402516	946	159
NPCr	72	m2	0.5094339622641509	946	159
NPCr	74	m0	0.36893203883495146	784	103
NPCr	74	m1	0.34951456310679613	784	103
NPCr	74	m2	0.2815533980582524	784	103
NF1	1	m0	0.3333333333333333	390	9
NF1	1	m1	0.3333333333333333	390	9
NF1	1	m2	0.3333333333333333	390	9
NF1	2	m0	0.0	366	5
NF1	2	m1	0.8	366	5
NF1	2	m2	0.2	366	5
NF1	3	m0	0.0	305	2
NF1	3	m1	0.5	305	2
NF1	3	m2	0.5	305	2
NF1	4	m0	0.05	380	40
NF1	4	m1	0.325	380	40
NF1	4	m2	0.625	380	40
NF1	5	m0	0.09090909090909091	281	11
NF1	5	m1	0.36363636363636365	281	11
NF1	5	m2	0.5454545454545454	281	11
NF1	6	m0	0.0	371	4
NF1	6	m1	0.5	371	4
NF1	6	m2	0.5	371	4
NF1	7	m0	0.16666666666666666	295	18
NF1	7	m1	0.16666666666666666	295	18
NF1	7	m2	0.6666666666666666	295	18
NF1	9	m0	0.125	359	8
NF1	9	m1	0.25	359	8
NF1	9	m2	0.625	359	8
NF1	10	m0	0.031578947368421054	367	95
NF1	10	m1	0.6	367	95
NF1	10	m2	0.3684210526315789	367	95
NF1	11	m0	0.18269230769230768	398	104
NF1	11	m1	0.18269230769230768	398	104
NF1	11	m2	0.6346153846153846	398	104
NF1	18	m0	0.25	374	44
NF1	18	m1	0.22727272727272727	374	44
NF1	18	m2	0.5227272727272727	374	44
NF1	19	m0	0.2222222222222222	350	27
NF1	19	m1	0.18518518518518517	350	27
NF1	19	m2	0.5925925925925926	350	27
NF1	21	m0	0.0	378	3
NF1	21	m1	0.3333333333333333	378	3
NF1	21	m2	0.6666666666666666	378	3
NF1	25	m0	0.12658227848101267	394	79
NF1	25	m1	0.7848101265822784	394	79
NF1	25	m2	0.08860759493670886	394	79
NF1	26	m0	0.0	241	2
NF1	26	m1	1.0	241	2
NF1	26	m2	0.0	241	2
NF1	29	m0	0.29411764705882354	359	17
NF1	29	m1	0.23529411764705882	359	17
NF1	29	m2	0.47058823529411764	359	17
NF1	30	m0	0.14285714285714285	490	7
NF1	30	m1	0.42857142857142855	490	7
NF1	30	m2	0.42857142857142855	490	7
NF1	31	m0	0.0	325	15
NF1	31	m1	0.4	325	15
NF1	31	m2	0.6	325	15
NF1	34	m0	0.15789473684210525	377	19
NF1	34	m1	0.3684210526315789	377	19
NF1	34	m2	0.47368421052631576	377	19
NF1	35	m0	0.0	402	5
NF1	35	m1	0.6	402	5
NF1	35	m2	0.4	402	5
NF1	36	m0	0.0	341	19
NF1	36	m1	0.2631578947368421	341	19
NF1	36	m2	0.7368421052631579	341	19
NF1	37	m0	0.5	383	6
NF1	37	m1	0.3333333333333333	383	6
NF1	37	m2	0.16666666666666666	383	6
NF1	45	m0	0.2857142857142857	327	49
NF1	45	m1	0.42857142857142855	327	49
NF1	45	m2	0.2857142857142857	327	49
NF1	46	m0	0.3670886075949367	390	79
NF1	46	m1	0.3924050632911392	390	79
NF1	46	m2	0.24050632911392406	390	79
NF1	47	m0	0.2857142857142857	348	7
NF1	47	m1	0.42857142857142855	348	7
NF1	47	m2	0.2857142857142857	348	7
NF1	50	m0	0.0	410	3
NF1	50	m1	0.0	410	3
NF1	50	m2	1.0	410	3
NF1	53	m0	0.11764705882352941	399	34
NF1	53	m1	0.4411764705882353	399	34
NF1	53	m2	0.4411764705882353	399	34
NF1	56	m0	0.5	480	2
NF1	56	m1	0.5	480	2
NF1	56	m2	0.0	480	2
NF1	59	m0	0.06862745098039216	269	102
NF1	59	m1	0.17647058823529413	269	102
NF1	59	m2	0.7549019607843137	269	102
NF1	62	m0	0.26865671641791045	418	67
NF1	62	m1	0.31343283582089554	418	67
NF1	62	m2	0.417910447761194	418	67
NF1	63	m0	0.40425531914893614	389	94
NF1	63	m1	0.23404255319148937	389	94
NF1	63	m2	0.3617021276595745	389	94
NF1	67	m0	0.1111111111111111	405	9
NF1	67	m1	0.1111111111111111	405	9
NF1	67	m2	0.7777777777777778	405	9
NF1	69	m0	0.0	277	11
NF1	69	m1	0.09090909090909091	277	11
NF1	69	m2	0.9090909090909091	277	11
NF1	72	m0	0.0784313725490196	372	51
NF1	72	m1	0.29411764705882354	372	51
NF1	72	m2	0.6274509803921569	372	51
NF1	74	m0	0.0975609756097561	403	41
NF1	74	m1	0.12195121951219512	403	41
NF1	74	m2	0.7804878048780488	403	41
NTO	1	m0	0.3939393939393939	513	33
NTO	1	m1	0.18181818181818182	513	33
NTO	1	m2	0.42424242424242425	513	33
NTO	2	m0	0.058823529411764705	576	51
NTO	2	m1	0.45098039215686275	576	51
NTO	2	m2	0.49019607843137253	576	51
NTO	3	m0	0.5	390	2
NTO	3	m1	0.5	390	2
NTO	3	m2	0.0	390	2
NTO	4	m0	0.2222222222222222	521	45
NTO	4	m1	0.2	521	45
NTO	4	m2	0.5777777777777777	521	45
NTO	6	m0	0.0	411	8
NTO	6	m1	0.25	411	8
NTO	6	m2	0.75	411	8
NTO	7	m0	0.125	397	16
NTO	7	m1	0.1875	397	16
NTO	7	m2	0.6875	397	16
NTO	9	m0	0.11538461538461539	544	26
NTO	9	m1	0.23076923076923078	544	26
NTO	9	m2	0.6538461538461539	544	26
NTO	10	m0	0.14285714285714285	643	7
NTO	10	m1	0.14285714285714285	643	7
NTO	10	m2	0.7142857142857143	643	7
NTO	11	m0	0.3225806451612903	449	31
NTO	11	m1	0.22580645161290322	449	31
NTO	11	m2	0.45161290322580644	449	31
NTO	18	m0	0.1	536	10
NTO	18	m1	0.9	536	10
NTO	18	m2	0.0	536	10
NTO	19	m0	0.2222222222222222	477	9
NTO	19	m1	0.5555555555555556	477	9
NTO	19	m2	0.2222222222222222	477	9
NTO	21	m0	0.25	604	104
NTO	21	m1	0.22115384615384615	604	104
NTO	21	m2	0.5288461538461539	604	104
NTO	25	m0	0.13513513513513514	575	37
NTO	25	m1	0.5135135135135135	575	37
NTO	25	m2	0.35135135135135137	575	37
NTO	26	m0	0.16666666666666666	557	6
NTO	26	m1	0.16666666666666666	557	6
NTO	26	m2	0.6666666666666666	557	6
NTO	29	m0	0.3333333333333333	519	18
NTO	29	m1	0.2222222222222222	519	18
NTO	29	m2	0.4444444444444444	519	18
NTO	30	m0	0.25	652	4
NTO	30	m1	0.25	652	4
NTO	30	m2	0.5	652	4
NTO	31	m0	0.5	429	28
NTO	31	m1	0.21428571428571427	429	28
NTO	31	m2	0.2857142857142857	429	28
NTO	34	m0	0.16666666666666666	516	18
NTO	34	m1	0.2222222222222222	516	18
NTO	34	m2	0.6111111111111112	516	18
NTO	35	m0	0.0625	642	16
NTO	35	m1	0.625	642	16
NTO	35	m2	0.3125	642	16
NTO	36	m0	0.2857142857142857	436	7
NTO	36	m1	0.42857142857142855	436	7
NTO	36	m2	0.2857142857142857	436	7
NTO	37	m0	0.4090909090909091	568	44
NTO	37	m1	0.29545454545454547	568	44
NTO	37	m2	0.29545454545454547	568	44
NTO	45	m0	0.08695652173913043	553	23
NTO	45	m1	0.21739130434782608	553	23
NTO	45	m2	0.6956521739130435	553	23
NTO	46	m0	0.0	508	2
NTO	46	m1	0.5	508	2
NTO	46	m2	0.5	508	2
NTO	47	m0	0.0	461	8
NTO	47	m1	0.375	461	8
NTO	47	m2	0.625	461	8
NTO	50	m0	0.0	557	3
NTO	50	m1	0.3333333333333333	557	3
NTO	50	m2	0.6666666666666666	557	3
NTO	53	m0	0.5	510	8
NTO	53	m1	0.25	510	8
NTO	53	m2	0.25	510	8
NTO	56	m0	0.18181818181818182	736	22
NTO	56	m1	0.45454545454545453	736	22
NTO	56	m2	0.36363636363636365	736	22
NTO	59	m0	0.0	508	24
NTO	59	m1	0.5416666666666666	508	24
NTO	59	m2	0.4583333333333333	508	24
NTO	62	m0	0.05555555555555555	656	18
NTO	62	m1	0.3888888888888889	656	18
NTO	62	m2	0.5555555555555556	656	18
NTO	63	m0	0.13333333333333333	564	15
NTO	63	m1	0.3333333333333333	564	15
NTO	63	m2	0.5333333333333333	564	15
NTO	67	m0	0.0	442	1
NTO	67	m1	1.0	442	1
NTO	67	m2	0.0	442	1
NTO	69	m0	0.16666666666666666	512	54
NTO	69	m1	0.2037037037037037	512	54
NTO	69	m2	0.6296296296296297	512	54
NTO	72	m0	0.26666666666666666	536	15
NTO	72	m1	0.3333333333333333	536	15
NTO	72	m2	0.4	536	15
NTO	74	m0	0.38095238095238093	428	21
NTO	74	m1	0.23809523809523808	428	21
NTO	74	m2	0.38095238095238093	428	21
