subject	model	mask	n_voxels	d_mu_mean	d_mu_median	d_sd_mean	d_sd_median	d_amplitude_mean	d_amplitude_median	d_baseline_mean	d_baseline_median
7	m2	NPC12r_m0cv_pos	11	2.0684430599212646	2.3715639114379883	-1.2649571895599365	-0.9255980253219604	-4.5434770584106445	-4.65971565246582	1.0158169269561768	0.20241189002990723
9	m0	NPC12r_all	573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	m1	NPC12r_all	573	0.0	0.0	0.0	0.0	-0.32998597621917725	-0.030991941690444946	0.0	0.0
9	m2	NPC12r_all	573	0.6367231011390686	0.5020089149475098	-0.020335806533694267	0.019343093037605286	-0.06471946090459824	-0.09345471113920212	-0.1536106914281845	-0.03270626440644264
10	m0	NPC12r_all	454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	m0	NPC12r_m0cv_pos	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	m1	NPC12r_all	454	0.0	0.0	0.0	0.0	-0.0946909710764885	-0.05916905403137207	0.0	0.0
10	m1	NPC12r_m0cv_pos	8	0.0	0.0	0.0	0.0	0.03418052941560745	0.06000816822052002	0.0	0.0
10	m2	NPC12r_all	454	-0.2439076453447342	-0.12685561180114746	-0.15924598276615143	-0.054330773651599884	0.03282826393842697	0.0007805699133314192	-0.1110634133219719	-0.032927677035331726
10	m2	NPC12r_m0cv_pos	8	-0.504692792892456	-0.19964206218719482	0.26286613941192627	0.47315073013305664	0.5096254944801331	0.5146305561065674	-0.3348771631717682	-0.4876892566680908
11	m0	NPC12r_all	442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	m0	NPC12r_m0cv_pos	85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	m1	NPC12r_all	442	0.0	0.0	0.0	0.0	-0.28851738572120667	-0.20652514696121216	0.0	0.0
11	m1	NPC12r_m0cv_pos	85	0.0	0.0	0.0	0.0	-0.02374170534312725	-0.023399829864501953	0.0	0.0
11	m2	NPC12r_all	442	-0.06441090255975723	-0.1037675142288208	-0.5945442318916321	0.03664083778858185	-0.25686123967170715	-0.06658780574798584	0.09254847466945648	-0.12551644444465637
11	m2	NPC12r_m0cv_pos	85	0.15029339492321014	-0.10622525215148926	-0.1884414702653885	0.2110879123210907	-0.27030622959136963	-0.03464388847351074	0.03382598236203194	-0.1222521960735321
18	m0	NPC12r_all	477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	m0	NPC12r_m0cv_pos	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	m1	NPC12r_all	477	0.0	0.0	0.0	0.0	0.23557473719120026	0.19689467549324036	0.0	0.0
18	m1	NPC12r_m0cv_pos	12	0.0	0.0	0.0	0.0	-0.26130205392837524	-0.241587296128273	0.0	0.0
18	m2	NPC12r_all	477	-0.3146838843822479	-0.25429630279541016	-0.016200412064790726	-0.05793604254722595	-0.011401202529668808	7.480831243356079e-08	0.21759606897830963	0.09897493571043015
18	m2	NPC12r_m0cv_pos	12	0.1887986809015274	0.2201530933380127	0.15759849548339844	0.14772123098373413	-0.6276944279670715	-0.5644534826278687	0.11688961833715439	0.08884155750274658
19	m0	NPC12r_all	526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	m0	NPC12r_m0cv_pos	53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	m1	NPC12r_all	526	0.0	0.0	0.0	0.0	0.404288649559021	0.1952548325061798	0.0	0.0
19	m1	NPC12r_m0cv_pos	53	0.0	0.0	0.0	0.0	-0.028303362429142	-0.004462242126464844	0.0	0.0
19	m2	NPC12r_all	526	-0.452787846326828	-0.1710057258605957	0.4605614244937897	0.26852619647979736	0.3928601145744324	0.12614154815673828	0.07350346446037292	0.05130402743816376
19	m2	NPC12r_m0cv_pos	53	-0.730370283126831	-0.41035032272338867	0.5586588978767395	0.38262939453125	0.4514593482017517	0.08733505010604858	-0.11492373794317245	-0.051948390901088715
21	m0	NPC12r_all	483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	m0	NPC12r_m0cv_pos	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	m1	NPC12r_all	483	0.0	0.0	0.0	0.0	-0.11057253181934357	0.09893769025802612	0.0	0.0
21	m1	NPC12r_m0cv_pos	5	0.0	0.0	0.0	0.0	-0.04940300062298775	-0.01814103126525879	0.0	0.0
21	m2	NPC12r_all	483	-1.263867974281311	-1.2417404651641846	0.46995657682418823	0.10528392344713211	-0.29616579413414	-0.2175140082836151	-0.0066444603726267815	0.0536765456199646
21	m2	NPC12r_m0cv_pos	5	0.5393439531326294	0.04762983322143555	0.25801926851272583	-0.028099671006202698	1.02584969997406	-0.2711746096611023	0.029742922633886337	0.05418547987937927
25	m0	NPC12r_all	580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	m0	NPC12r_m0cv_pos	68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	m1	NPC12r_all	580	0.0	0.0	0.0	0.0	-0.1992773413658142	-0.24101173877716064	0.0	0.0
25	m1	NPC12r_m0cv_pos	68	0.0	0.0	0.0	0.0	-0.20641650259494781	-0.20049960911273956	0.0	0.0
25	m2	NPC12r_all	580	0.08332875370979309	-0.13958430290222168	0.052835818380117416	-0.1281759887933731	0.1469629555940628	0.04445509612560272	-0.13633117079734802	0.011308073997497559
25	m2	NPC12r_m0cv_pos	68	-0.3152943253517151	-0.20646333694458008	-0.0760318860411644	-0.1684189736843109	-0.0223817341029644	-0.162942036986351	0.28594398498535156	0.15859471261501312
26	m0	NPC12r_all	399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	m1	NPC12r_all	399	0.0	0.0	0.0	0.0	0.23776108026504517	0.21973967552185059	0.0	0.0
26	m2	NPC12r_all	399	0.11825916916131973	0.22055840492248535	0.5887222290039062	0.11575737595558167	-0.3266597390174866	-0.19593968987464905	0.4399806559085846	0.18734779953956604
29	m0	NPC12r_all	511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	m0	NPC12r_m0cv_pos	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	m1	NPC12r_all	511	0.0	0.0	0.0	0.0	-0.10440696030855179	-0.07896661758422852	0.0	0.0
29	m1	NPC12r_m0cv_pos	21	0.0	0.0	0.0	0.0	-0.10298150777816772	-0.03722190856933594	0.0	0.0
29	m2	NPC12r_all	511	0.1148398146033287	0.030363798141479492	0.4930327832698822	0.12975390255451202	0.25232866406440735	0.10474452376365662	-0.29645654559135437	-0.1018180251121521
29	m2	NPC12r_m0cv_pos	21	-0.28293469548225403	-0.11151468753814697	-0.02083347737789154	-0.19709238409996033	0.5384451746940613	0.22463348507881165	-0.05855565518140793	-0.001274898648262024
30	m0	NPC12r_all	554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	m0	NPC12r_m0cv_pos	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	m1	NPC12r_all	554	0.0	0.0	0.0	0.0	-0.03132357448339462	-0.011954916641116142	0.0	0.0
30	m1	NPC12r_m0cv_pos	10	0.0	0.0	0.0	0.0	0.012798145413398743	-0.019838809967041016	0.0	0.0
30	m2	NPC12r_all	554	-0.5643011927604675	-0.3023550510406494	0.1669788807630539	0.021532882004976273	-0.1413545161485672	0.005046665668487549	0.13957148790359497	-0.02100655809044838
30	m2	NPC12r_m0cv_pos	10	0.097148098051548	-0.1342325210571289	0.11838807165622711	0.3074401021003723	0.4537307322025299	0.3629145622253418	-0.4304293990135193	-0.26646688580513
31	m0	NPC12r_all	462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	m0	NPC12r_m0cv_pos	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	m1	NPC12r_all	462	0.0	0.0	0.0	0.0	-0.3749615550041199	-0.23088622093200684	0.0	0.0
31	m1	NPC12r_m0cv_pos	9	0.0	0.0	0.0	0.0	-0.13328152894973755	-0.04862844944000244	0.0	0.0
31	m2	NPC12r_all	462	0.19177807867527008	0.15202736854553223	-0.23786716163158417	-0.11280262470245361	0.026188166812062263	-0.08022858947515488	-0.1720791906118393	-0.10931418836116791
31	m2	NPC12r_m0cv_pos	9	-0.8397809267044067	-0.7416422367095947	1.7045226097106934	2.1634693145751953	1.636716365814209	1.373486042022705	-1.03928542137146	-0.5003589391708374
34	m0	NPC12r_all	495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	m0	NPC12r_m0cv_pos	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	m1	NPC12r_all	495	0.0	0.0	0.0	0.0	-0.4579024314880371	-0.25749635696411133	0.0	0.0
34	m1	NPC12r_m0cv_pos	15	0.0	0.0	0.0	0.0	-0.38130295276641846	-0.3644339442253113	0.0	0.0
34	m2	NPC12r_all	495	0.10402334481477737	0.14070367813110352	-0.2973526120185852	-0.008712135255336761	-0.1813581883907318	-0.11811363697052002	-0.04656429961323738	-0.06909393519163132
34	m2	NPC12r_m0cv_pos	15	0.35233181715011597	0.37512779235839844	-0.08974865078926086	-0.060412049293518066	-0.2260536104440689	-0.24062082171440125	-0.04428304731845856	-0.051323458552360535
35	m0	NPC12r_all	551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	m1	NPC12r_all	551	0.0	0.0	0.0	0.0	0.1775580197572708	0.13588565587997437	0.0	0.0
35	m2	NPC12r_all	551	0.7561981678009033	0.5687859058380127	0.20687612891197205	0.1383240818977356	-0.16139064729213715	-0.049332182854413986	0.21688751876354218	0.07550422847270966
36	m0	NPC12r_all	397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	m1	NPC12r_all	397	0.0	0.0	0.0	0.0	-0.012660403735935688	0.09393364191055298	0.0	0.0
36	m2	NPC12r_all	397	-0.22825321555137634	-0.05269479751586914	-0.1245969608426094	-0.0025844573974609375	-0.111287921667099	0.036792561411857605	0.2029360681772232	-0.0033844783902168274
37	m0	NPC12r_all	532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	m0	NPC12r_m0cv_pos	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	m1	NPC12r_all	532	0.0	0.0	0.0	0.0	-0.1486075073480606	-0.05797836184501648	0.0	0.0
37	m1	NPC12r_m0cv_pos	29	0.0	0.0	0.0	0.0	-0.06744755804538727	-0.08056217432022095	0.0	0.0
37	m2	NPC12r_all	532	0.10804731398820877	0.1006845235824585	-0.006635967176407576	0.1531931757926941	-0.5510461926460266	-0.3529737591743469	0.28334560990333557	0.017917806282639503
37	m2	NPC12r_m0cv_pos	29	0.03549526631832123	0.02350139617919922	-0.20064465701580048	0.15148180723190308	-0.6253730654716492	-0.3476164937019348	0.5725751519203186	0.1479995846748352
45	m0	NPC12r_all	544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	m0	NPC12r_m0cv_pos	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	m1	NPC12r_all	544	0.0	0.0	0.0	0.0	0.19197417795658112	0.12738555669784546	0.0	0.0
45	m1	NPC12r_m0cv_pos	52	0.0	0.0	0.0	0.0	-0.034223854541778564	-0.032025814056396484	0.0	0.0
45	m2	NPC12r_all	544	-0.5192655920982361	-0.22670137882232666	0.680539608001709	0.5294970273971558	-0.0740189403295517	-0.017928697168827057	0.2585615813732147	0.15134020149707794
45	m2	NPC12r_m0cv_pos	52	-0.5896185636520386	-0.4002084732055664	0.860446572303772	0.7922705411911011	-1.0045826435089111	-1.2329175472259521	0.9008645415306091	1.1331359148025513
46	m0	NPC12r_all	510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	m0	NPC12r_m0cv_pos	79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	m1	NPC12r_all	510	0.0	0.0	0.0	0.0	0.139017716050148	0.07541599869728088	0.0	0.0
46	m1	NPC12r_m0cv_pos	79	0.0	0.0	0.0	0.0	0.11929486691951752	0.07722270488739014	0.0	0.0
46	m2	NPC12r_all	510	0.43040022253990173	0.1887614130973816	-0.024742022156715393	-0.06795631349086761	-0.3080505430698395	-0.04411451518535614	0.019068321213126183	0.03462134301662445
46	m2	NPC12r_m0cv_pos	79	0.8165116310119629	0.407728910446167	-0.1136130839586258	-0.06860733032226562	-0.49251270294189453	-0.10742712020874023	-0.05903947725892067	0.011838585138320923
47	m0	NPC12r_all	525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	m0	NPC12r_m0cv_pos	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	m1	NPC12r_all	525	0.0	0.0	0.0	0.0	0.023503638803958893	0.018902912735939026	0.0	0.0
47	m1	NPC12r_m0cv_pos	12	0.0	0.0	0.0	0.0	-0.02328285574913025	-0.00802542269229889	0.0	0.0
47	m2	NPC12r_all	525	-0.032550469040870667	-0.23291635513305664	-0.08047325909137726	-0.09137636423110962	0.16628411412239075	0.08016251027584076	-0.07165718823671341	-0.0066611990332603455
47	m2	NPC12r_m0cv_pos	12	-0.17060579359531403	0.17084968090057373	-0.21296344697475433	-0.17288589477539062	0.12382757663726807	0.10443904995918274	-0.0015712566673755646	-0.008275313302874565
50	m0	NPC12r_all	609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	m1	NPC12r_all	609	0.0	0.0	0.0	0.0	0.4574745297431946	0.20497088134288788	0.0	0.0
50	m2	NPC12r_all	609	0.1540488451719284	0.05109512805938721	0.20683622360229492	-0.003434896469116211	0.10904931277036667	0.0952158272266388	0.16392798721790314	0.08264969289302826
53	m0	NPC12r_all	453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	m0	NPC12r_m0cv_pos	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	m1	NPC12r_all	453	0.0	0.0	0.0	0.0	-0.03995257616043091	0.019133463501930237	0.0	0.0
53	m1	NPC12r_m0cv_pos	24	0.0	0.0	0.0	0.0	-0.012245225720107555	0.040245622396469116	0.0	0.0
53	m2	NPC12r_all	453	-0.07805366069078445	0.024065256118774414	0.1507331281900406	0.09832763671875	0.11372082680463791	0.06095242500305176	-0.11882815510034561	-0.0339483842253685
53	m2	NPC12r_m0cv_pos	24	0.016678472980856895	0.21714842319488525	0.314521461725235	0.30279913544654846	0.2811985909938812	0.16474418342113495	-0.28946998715400696	-0.1962427943944931
56	m0	NPC12r_all	657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	m0	NPC12r_m0cv_pos	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	m1	NPC12r_all	657	0.0	0.0	0.0	0.0	0.015764383599162102	-0.14618587493896484	0.0	0.0
56	m1	NPC12r_m0cv_pos	10	0.0	0.0	0.0	0.0	-0.3190329968929291	-0.26374387741088867	0.0	0.0
56	m2	NPC12r_all	657	0.6417328119277954	0.37557005882263184	0.7009949684143066	0.09454651176929474	0.3967917859554291	0.22599494457244873	-0.37250539660453796	-0.05514891818165779
56	m2	NPC12r_m0cv_pos	10	-2.2701919078826904	-1.0795891284942627	1.7684109210968018	1.991024374961853	1.066541075706482	1.1931507587432861	-0.5250436067581177	-0.0532413125038147
59	m0	NPC12r_all	459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	m0	NPC12r_m0cv_pos	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	m1	NPC12r_all	459	0.0	0.0	0.0	0.0	0.3006407618522644	0.2676994800567627	0.0	0.0
59	m1	NPC12r_m0cv_pos	27	0.0	0.0	0.0	0.0	-0.02605205960571766	-0.04378634691238403	0.0	0.0
59	m2	NPC12r_all	459	0.2837369441986084	0.28671813011169434	0.556913435459137	0.22483962774276733	0.3507322072982788	0.02656663954257965	-0.1486414521932602	0.11623287200927734
59	m2	NPC12r_m0cv_pos	27	-0.011673101224005222	0.4246213436126709	0.10673101991415024	-0.24306164681911469	-0.20196209847927094	-0.1974141001701355	0.2917496860027313	0.15633180737495422
62	m0	NPC12r_all	613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	m0	NPC12r_m0cv_pos	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	m1	NPC12r_all	613	0.0	0.0	0.0	0.0	-0.13395528495311737	0.04568588733673096	0.0	0.0
62	m1	NPC12r_m0cv_pos	21	0.0	0.0	0.0	0.0	-0.592771053314209	-0.05475646257400513	0.0	0.0
62	m2	NPC12r_all	613	1.1612660884857178	0.9804556369781494	-0.217670738697052	-0.09174221009016037	-0.43932926654815674	-0.05781719088554382	0.009051688946783543	0.029781460762023926
62	m2	NPC12r_m0cv_pos	21	2.71529221534729	3.2865748405456543	-1.7261502742767334	-1.5625556707382202	-1.8110580444335938	-1.305328369140625	0.07204845547676086	0.19583678245544434
63	m0	NPC12r_all	587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	m0	NPC12r_m0cv_pos	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	m1	NPC12r_all	587	0.0	0.0	0.0	0.0	-0.37033283710479736	-0.14392971992492676	0.0	0.0
63	m1	NPC12r_m0cv_pos	75	0.0	0.0	0.0	0.0	0.16522324085235596	0.12117093801498413	0.0	0.0
63	m2	NPC12r_all	587	-0.35044562816619873	0.10048365592956543	0.14615879952907562	0.14773178100585938	0.26988935470581055	0.19344091415405273	-0.5864872336387634	-0.3157669007778168
63	m2	NPC12r_m0cv_pos	75	0.23526591062545776	0.4067263603210449	0.797360360622406	0.42115506529808044	0.20918156206607819	0.15186750888824463	-0.8240417242050171	-0.5529477596282959
67	m0	NPC12r_all	416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	m1	NPC12r_all	416	0.0	0.0	0.0	0.0	0.06001974642276764	-0.020555004477500916	0.0	0.0
67	m2	NPC12r_all	416	-0.2378937155008316	-0.5162554383277893	-0.4871232807636261	-0.1933356076478958	0.007469226606190205	0.05226016044616699	0.15425440669059753	0.0039991894736886024
69	m0	NPC12r_all	491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	m0	NPC12r_m0cv_pos	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	m1	NPC12r_all	491	0.0	0.0	0.0	0.0	-0.5587901473045349	-0.33639565110206604	0.0	0.0
69	m1	NPC12r_m0cv_pos	31	0.0	0.0	0.0	0.0	-0.43199971318244934	-0.2309112548828125	0.0	0.0
69	m2	NPC12r_all	491	1.039894938468933	0.5563826560974121	-0.8020193576812744	-0.36021170020103455	-0.05736971274018288	-0.07962924242019653	0.0055549256503582	-0.0767056941986084
69	m2	NPC12r_m0cv_pos	31	-0.01477858331054449	-0.14140376448631287	-0.08345581591129303	0.23687583208084106	0.5391758680343628	-0.018170446157455444	-0.025083523243665695	-0.09874987602233887
72	m0	NPC12r_all	526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	m0	NPC12r_m0cv_pos	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	m1	NPC12r_all	526	0.0	0.0	0.0	0.0	-0.00480794720351696	-0.14836269617080688	0.0	0.0
72	m1	NPC12r_m0cv_pos	27	0.0	0.0	0.0	0.0	-0.10170236229896545	-0.09362444281578064	0.0	0.0
72	m2	NPC12r_all	526	-0.5246195793151855	-0.31894445419311523	-0.47954168915748596	-0.09293214976787567	0.04797431454062462	0.09391506016254425	0.02840695157647133	-0.07211796939373016
72	m2	NPC12r_m0cv_pos	27	0.0032245581969618797	-0.05194425582885742	0.037142034620046616	0.05463746190071106	0.02086007222533226	0.054568707942962646	-0.16029475629329681	-0.14102649688720703
74	m0	NPC12r_all	419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	m0	NPC12r_m0cv_pos	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	m1	NPC12r_all	419	0.0	0.0	0.0	0.0	-0.11662862449884415	-0.09994892030954361	0.0	0.0
74	m1	NPC12r_m0cv_pos	12	0.0	0.0	0.0	0.0	-0.4121798276901245	-0.22385463118553162	0.0	0.0
74	m2	NPC12r_all	419	0.6044052839279175	0.385012149810791	-0.2145048826932907	-0.08053328096866608	-0.3408645987510681	-0.12818080186843872	0.13629916310310364	0.05441218614578247
74	m2	NPC12r_m0cv_pos	12	-0.004831095691770315	0.15508681535720825	0.08254105597734451	-0.07123604416847229	-0.04877718165516853	0.1239539086818695	-0.037720125168561935	-0.044153228402137756
