order	stake_bin	sbin	stim	mean	lo	hi	frac	stake	observed	observed_sem
Risky first	2	1	ips	0.20530680062162535	0.17197523996066086	0.24110912055238282	1.579591836734694	42.217878391198916	0.19117647058823528	0.05591049108643445
Risky first	2	1	vertex	0.19763300930724476	0.16794328529121255	0.22908208340129396	1.579591836734694	42.217878391198916	0.17142857142857143	0.04996997898258322
Risky first	2	2	ips	0.28431587618575066	0.2506023782290219	0.32379050199360054	1.8020408163265305	42.217878391198916	0.2714285714285714	0.05554488359549828
Risky first	2	2	vertex	0.27120457198166503	0.23967915328005704	0.30453336328131075	1.8020408163265305	42.217878391198916	0.2642857142857143	0.06395808201081236
Risky first	2	3	ips	0.3877168351835148	0.3600640785833676	0.4171679121766706	2.0668658892128278	42.217878391198916	0.37857142857142856	0.05263181588371511
Risky first	2	3	vertex	0.38115775976608385	0.35449011740844105	0.40942384384612773	2.0668658892128278	42.217878391198916	0.3761904761904762	0.06057337963490913
Risky first	2	4	ips	0.5083435283713115	0.47808062819185454	0.539630954983443	2.380932944606414	42.217878391198916	0.4928571428571429	0.05658869951116518
Risky first	2	4	vertex	0.4896666815336964	0.46040306053438307	0.5193927391853227	2.380932944606414	42.217878391198916	0.5023809523809524	0.05862628662349314
Risky first	2	5	ips	0.616999404049857	0.583169598509951	0.6507198668208026	2.7504956268221576	42.217878391198916	0.6714285714285714	0.058172332554029295
Risky first	2	5	vertex	0.5882516337351792	0.5584206468426313	0.6160978391494363	2.7504956268221576	42.217878391198916	0.5880952380952381	0.050780883666248236
Risky first	2	6	ips	0.7179611036310815	0.6839296672379698	0.7508933983297643	3.1945102040816327	42.217878391198916	0.7261904761904763	0.05525294401020985
Risky first	2	6	vertex	0.6896509746284187	0.6576524352374554	0.7233941971961643	3.1945102040816327	42.217878391198916	0.7476190476190476	0.05220239492604152
Risky second	0	1	ips	0.33539447580858395	0.29983945345199964	0.370821081355037	1.5435539064110493	12.667230248654299	0.27666666666666667	0.046843402827100804
Risky second	0	1	vertex	0.2516908856533977	0.21814621504322873	0.2818537113682108	1.5435539064110493	12.667230248654299	0.25476190476190474	0.050434949591754284
Risky second	0	2	ips	0.4440890606687197	0.4061486176020014	0.4757461252748252	1.7600919987042438	12.667230248654299	0.4438095238095238	0.06294991456200726
Risky second	0	2	vertex	0.35737512738253135	0.3201245799152697	0.39199984108190983	1.7600919987042438	12.667230248654299	0.2916666666666667	0.05537728165950604
Risky second	0	3	ips	0.5767682260211194	0.5364627058554391	0.6111161175681519	2.0312147716229347	12.667230248654299	0.5714285714285714	0.05849246573208354
Risky second	0	3	vertex	0.4975113710088342	0.4609971199802512	0.5345767978404533	2.0312147716229347	12.667230248654299	0.4952380952380952	0.04620808812639462
Risky second	0	4	ips	0.6986553119790697	0.66271746868902	0.7293024195852437	2.3463867832847423	12.667230248654299	0.7309523809523809	0.04998665955152348
Risky second	0	4	vertex	0.6418768957075756	0.6129514321195212	0.6808607425757855	2.3463867832847423	12.667230248654299	0.6785714285714286	0.061126872959764066
Risky second	0	5	ips	0.7987368066562197	0.7664804952539789	0.831271469137388	2.7358543417366943	12.667230248654299	0.7941176470588235	0.06014557154653471
Risky second	0	5	vertex	0.7711243750123381	0.7321961408781501	0.8095284454867501	2.7358543417366943	12.667230248654299	0.8039215686274509	0.05287842058535232
Risky second	0	6	ips	0.8638790060088963	0.8351404414685337	0.8947578716211508	3.15625	12.667230248654299	0.8870967741935484	0.0446592680802047
Risky second	0	6	vertex	0.859239413213645	0.8266991544008335	0.8902636412103774	3.15625	12.667230248654299	0.8870967741935484	0.038168256665158815
Risky second	1	1	ips	0.38111987076516557	0.3470374232906716	0.42223912984662154	1.5677949465500485	23.082450358562475	0.369047619047619	0.0541556996315965
Risky second	1	1	vertex	0.3209103159087775	0.2847160151287558	0.3577023628436709	1.5677949465500485	23.082450358562475	0.3	0.057795641137146164
Risky second	1	2	ips	0.4938865238620538	0.459245423254953	0.5325000817102828	1.791103012633625	23.082450358562475	0.5404761904761906	0.05565284265478471
Risky second	1	2	vertex	0.4333964698294882	0.39712908953317866	0.4685842509854988	1.791103012633625	23.082450358562475	0.4357142857142857	0.04951747966442686
Risky second	1	3	ips	0.6167719783894502	0.5795822396468452	0.6492381598493722	2.0589455782312927	23.082450358562475	0.6619047619047619	0.05602608531354739
Risky second	1	3	vertex	0.5610907666281097	0.5245190099160478	0.5934323965909778	2.0589455782312927	23.082450358562475	0.5285714285714286	0.0604355936877744
Risky second	1	4	ips	0.7236692250376966	0.6931973318795651	0.7495488053793752	2.361068999028183	23.082450358562475	0.7666666666666666	0.047313445145151595
Risky second	1	4	vertex	0.6781391631716542	0.6488775049617364	0.7074871252052054	2.361068999028183	23.082450358562475	0.7285714285714285	0.051624277490445944
Risky second	1	5	ips	0.7960122809975576	0.7737295621775306	0.8186483571117785	2.7277162293488826	23.082450358562475	0.8	0.04324058162374396
Risky second	1	5	vertex	0.7572097696787681	0.7309572189397189	0.7808985030567012	2.7277162293488826	23.082450358562475	0.7523809523809524	0.043008602580860304
Risky second	1	6	ips	0.8621585630874844	0.8394024382624973	0.8846066739347377	3.1825850340136057	23.082450358562475	0.8714285714285714	0.037477484236937406
Risky second	1	6	vertex	0.8454482277259094	0.8219762701203179	0.868326816504479	3.1825850340136057	23.082450358562475	0.8785714285714286	0.031375049920326845
Risky second	2	1	ips	0.34462081734698174	0.3059703858662324	0.3805600576399798	1.579591836734694	42.217878391198916	0.36764705882352944	0.0608496859668894
Risky second	2	1	vertex	0.2837094573624602	0.24471299846242348	0.327948554323254	1.579591836734694	42.217878391198916	0.3088235294117647	0.06680480079491437
Risky second	2	2	ips	0.4309185810641942	0.39136201105596397	0.4696596149410789	1.8018775510204081	42.217878391198916	0.4666666666666666	0.06791547446153344
Risky second	2	2	vertex	0.3731500778307344	0.33247397931174677	0.41704086831008463	1.8018775510204081	42.217878391198916	0.32857142857142857	0.06780736785670316
Risky second	2	3	ips	0.5406282276616621	0.5061033698366509	0.5709329513410382	2.066972789115646	42.217878391198916	0.4904761904761905	0.06497965534619454
Risky second	2	3	vertex	0.49948539879375886	0.46785583389248386	0.5323128916417392	2.066972789115646	42.217878391198916	0.5	0.05797710356524484
Risky second	2	4	ips	0.6510346587950777	0.6182518030771208	0.6767950697215283	2.3809183673469385	42.217878391198916	0.6571428571428571	0.04477501446977217
Risky second	2	4	vertex	0.6141623226896616	0.5832043175001757	0.6425516666721548	2.3809183673469385	42.217878391198916	0.6285714285714286	0.05920643681952449
Risky second	2	5	ips	0.7334618413467314	0.6961151805264274	0.7602918924600862	2.7504081632653063	42.217878391198916	0.7333333333333334	0.05223751688140087
Risky second	2	5	vertex	0.7056477317609251	0.6775551969432367	0.731757560811906	2.7504081632653063	42.217878391198916	0.7095238095238094	0.057610713104182414
Risky second	2	6	ips	0.8135808997314959	0.7814343384928266	0.8424864769628246	3.1945102040816327	42.217878391198916	0.8023809523809523	0.03970680863858117
Risky second	2	6	vertex	0.7823863682531149	0.7542605298873706	0.8106214927588568	3.1945102040816327	42.217878391198916	0.7666666666666666	0.05110816782009674
