order	stake	frac	x_centred	fitted
Risky second	high	1.0	-0.864780376966772	0.07654713052139585
Risky second	high	1.0237747324710977	-0.8412838623715196	0.08228437462939603
Risky second	high	1.0481147028462678	-0.8177873477762673	0.08833961643602634
Risky second	high	1.073033349505462	-0.7942908331810149	0.0947208599696665
Risky second	high	1.0985444303225202	-0.7707943185857625	0.101435532148409
Risky second	high	1.1246620302610526	-0.74729780399051	0.10849041775789509
Risky second	high	1.1514005691509108	-0.7238012893952577	0.1158915949990117
Risky second	high	1.1787748096495434	-0.7003047748000053	0.12364437213198831
Risky second	high	1.2067998653926304	-0.6768082602047529	0.13175322575994453
Risky second	high	1.235491209338497	-0.6533117456095006	0.1402217413064174
Risky second	high	1.2648646823109129	-0.6298152310142482	0.1490525562474534
Risky second	high	1.294936501744995	-0.6063187164189958	0.15824730665915365
Risky second	high	1.3257232706410413	-0.5828222018237434	0.16780657763583273
Risky second	high	1.3572419867312409	-0.5593256872284911	0.1777298581220153
Risky second	high	1.3895100518643173	-0.5358291726332387	0.18801550068321016
Risky second	high	1.4225452816132926	-0.5123326580379863	0.19866068671574766
Risky second	high	1.456365915111671	-0.4888361434427339	0.20966139756498564
Risky second	high	1.4909906251234766	-0.46533962884748153	0.22101239198402012
Risky second	high	1.526438528352702	-0.44184311425222916	0.232707190321915
Risky second	high	1.5627291959978638	-0.41834659965697674	0.2447380657817036
Risky second	high	1.5998826645574866	-0.39485008506172437	0.2570960430344227
Risky second	high	1.6379194468924878	-0.371353570466472	0.26977090441671836
Risky second	high	1.676860543551565	-0.3478570558712196	0.2827512038766705
Risky second	high	1.7167274543658433	-0.32436054127596725	0.2960242887660852
Risky second	high	1.7575421903191797	-0.3008640266807149	0.3095763295082989
Risky second	high	1.7993272857006855	-0.2773675120854625	0.3233923570993096
Risky second	high	1.8421058105461656	-0.25387099749021014	0.33745630832760604
Risky second	high	1.8859013833753557	-0.23037448289495766	0.3517510785252692
Risky second	high	1.930738184231978	-0.20687796829970528	0.36625858159063795
Risky second	high	1.9766409680338262	-0.1833814537044529	0.38095981695196535
Risky second	high	2.023635078240242	-0.15988493910920054	0.39583494307290723
Risky second	high	2.071746460844533	-0.13638842451394817	0.4108633570352776
Risky second	high	2.1210016786990553	-0.1128919099186958	0.4260237796730851
Risky second	high	2.1714279261808747	-0.08939539532344343	0.4412943456752575
Risky second	high	2.2230530442060954	-0.06589888072819106	0.4566526980233829
Risky second	high	2.275905535601155	-0.042402366132938685	0.47207608608594187
Risky second	high	2.3300145808395625	-0.018905851537686313	0.4875414666524579
Risky second	high	2.3854100541527803	0.004590663057566058	0.5030256071602652
Risky second	high	2.4421225400241293	0.02808717765281854	0.518505190343606
Risky second	high	2.500183350074841	0.05158369224807091	0.5339569195198104
Risky second	high	2.5596245403515634	0.07508020684332328	0.549357623720619
Risky second	high	2.6204789290248782	0.09857672143857565	0.5646843618783249
Risky second	high	2.6827801145085934	0.12207323603382803	0.5799145252863686
Risky second	high	2.746562494009816	0.1455697506290804	0.5950259375721312
Risky second	high	2.8118612825200504	0.16906626522433277	0.6099969514457376
Risky second	high	2.8787125322578024	0.19256277981958514	0.6248065415223145
Risky second	high	2.9471531525734282	0.2160592944148375	0.6394343925559267
Risky second	high	3.017220930327214	0.23955580901008988	0.6538609824707753
Risky second	high	3.08895455075194	0.26305232360534225	0.6680676596285625
Risky second	high	3.162393618811447	0.2865488382005946	0.6820367138295119
Risky second	high	3.237578681066996	0.310045352795847	0.6957514406076023
Risky second	high	3.3145512480634935	0.33354186739109937	0.7091961984473312
Risky second	high	3.393353817247946	0.35703838198635174	0.7223564586188972
Risky second	high	3.4740298964327945	0.3805348965816041	0.7352188474002236
Risky second	high	3.5566240278170804	0.4040314111768567	0.7477711805268246
Risky second	high	3.6411818125787097	0.4275279257721091	0.7600024897832873
Risky second	high	3.727749936051395	0.45102444036736145	0.7719030417222077
Risky second	high	3.8163761935001688	0.4745209549626138	0.7834643485669468
Risky second	high	3.9071095165097014	0.4980174695578662	0.7946791714227834
Risky second	high	4.0	0.5215139841531186	0.8055415159861339
Risky first	low	1.0	-0.6776918785290492	0.03910549500418766
Risky first	low	1.0237747324710977	-0.6541953639337968	0.04455605256441726
Risky first	low	1.0481147028462678	-0.6306988493385445	0.05060265805757383
Risky first	low	1.073033349505462	-0.6072023347432921	0.057285536301394546
Risky first	low	1.0985444303225202	-0.5837058201480397	0.06464416133808991
Risky first	low	1.1246620302610526	-0.5602093055527873	0.07271671627657272
Risky first	low	1.1514005691509108	-0.5367127909575349	0.08153951873437171
Risky first	low	1.1787748096495434	-0.5132162763622825	0.09114641966786535
Risky first	low	1.2067998653926304	-0.48971976176703014	0.101568184754662
Risky first	low	1.235491209338497	-0.46622324717177777	0.11283186874836293
Risky first	low	1.2648646823109129	-0.4427267325765254	0.12496019431359034
Risky first	low	1.294936501744995	-0.419230217981273	0.1379709477194131
Risky first	low	1.3257232706410413	-0.39573370338602065	0.1518764043768815
Risky first	low	1.3572419867312409	-0.3722371887907683	0.1666827975113731
Risky first	low	1.3895100518643173	-0.34874067419551585	0.18238984323030855
Risky first	low	1.4225452816132926	-0.3252441596002635	0.19899033485812162
Risky first	low	1.456365915111671	-0.3017476450050111	0.21646981865048487
Risky first	low	1.4909906251234766	-0.27825113040975874	0.23480636186797904
Risky first	low	1.526438528352702	-0.25475461581450637	0.25397042269766634
Risky first	low	1.5627291959978638	-0.23125810121925394	0.273924829684444
Risky first	low	1.5998826645574866	-0.20776158662400157	0.29462487621055
Risky first	low	1.6379194468924878	-0.1842650720287492	0.3160185331911414
Risky first	low	1.676860543551565	-0.16076855743349683	0.3380467805972468
Risky first	low	1.7167274543658433	-0.13727204283824446	0.36064405574433245
Risky first	low	1.7575421903191797	-0.11377552824299209	0.3837388135716363
Risky first	low	1.7993272857006855	-0.09027901364773971	0.4072541914647818
Risky first	low	1.8421058105461656	-0.06678249905248734	0.4311087686236402
Risky first	low	1.8859013833753557	-0.04328598445723486	0.4552174076287267
Risky first	low	1.930738184231978	-0.01978946986198249	0.47949216378745546
Risky first	low	1.9766409680338262	0.003707044733269882	0.5038432461133939
Risky first	low	2.023635078240242	0.027203559328522253	0.528180012463808
Risky first	low	2.071746460844533	0.050700073923774625	0.5524119804771435
Risky first	low	2.1210016786990553	0.074196588519027	0.5764498355419867
Risky first	low	2.1714279261808747	0.09769310311427937	0.6002064171061628
Risky first	low	2.2230530442060954	0.12118961770953174	0.623597665196392
Risky first	low	2.275905535601155	0.1446861323047841	0.6465435100466183
Risky first	low	2.3300145808395625	0.16818264690003648	0.6689686891926746
Risky first	low	2.3854100541527803	0.19167916149528885	0.6908034782342638
Risky first	low	2.4421225400241293	0.21517567609054133	0.7119843236321735
Risky first	low	2.500183350074841	0.2386721906857937	0.7324543683294023
Risky first	low	2.5596245403515634	0.2621687052810461	0.7521638635827101
Risky first	low	2.6204789290248782	0.28566521987629845	0.7710704630853213
Risky first	low	2.6827801145085934	0.3091617344715508	0.7891393981705305
Risky first	low	2.746562494009816	0.3326582490668032	0.8063435355302584
Risky first	low	2.8118612825200504	0.35615476366205556	0.8226633213876299
Risky first	low	2.8787125322578024	0.37965127825730793	0.8380866183612583
Risky first	low	2.9471531525734282	0.4031477928525603	0.8526084432935852
Risky first	low	3.017220930327214	0.4266443074478127	0.8662306160400393
Risky first	low	3.08895455075194	0.45014082204306505	0.8789613305960333
Risky first	low	3.162393618811447	0.4736373366383174	0.8908146609539491
Risky first	low	3.237578681066996	0.4971338512335698	0.9018100147243528
Risky first	low	3.3145512480634935	0.5206303658288222	0.9119715478293191
Risky first	low	3.393353817247946	0.5441268804240745	0.9213275534971479
Risky first	low	3.4740298964327945	0.5676233950193269	0.9299098383833793
Risky first	low	3.5566240278170804	0.5911199096145795	0.937753097947955
Risky first	low	3.6411818125787097	0.6146164242098319	0.9448943022744316
Risky first	low	3.727749936051395	0.6381129388050842	0.9513721023709008
Risky first	low	3.8163761935001688	0.6616094534003366	0.9572262656929729
Risky first	low	3.9071095165097014	0.685105967995589	0.9624971482268483
Risky first	low	4.0	0.7086024825908414	0.9672252090140327
Risky first	high	1.0	-0.9978374647079487	0.021619717893278514
Risky first	high	1.0237747324710977	-0.9743409501126963	0.024202745251237626
Risky first	high	1.0481147028462678	-0.9508444355174439	0.027040161779003712
Risky first	high	1.073033349505462	-0.9273479209221915	0.03014996866566897
Risky first	high	1.0985444303225202	-0.9038514063269392	0.033550603400449915
Risky first	high	1.1246620302610526	-0.8803548917316868	0.037260850127743786
Risky first	high	1.1514005691509108	-0.8568583771364344	0.04129973834528101
Risky first	high	1.1787748096495434	-0.8333618625411819	0.04568643006767942
Risky first	high	1.2067998653926304	-0.8098653479459296	0.05044009575222
Risky first	high	1.235491209338497	-0.7863688333506772	0.05557977946893068
Risky first	high	1.2648646823109129	-0.7628723187554248	0.061124253990537405
Risky first	high	1.294936501744995	-0.7393758041601725	0.06709186667659023
Risky first	high	1.3257232706410413	-0.7158792895649201	0.073500377226792
Risky first	high	1.3572419867312409	-0.6923827749696677	0.08036678857764396
Risky first	high	1.3895100518643173	-0.6688862603744152	0.08770717241010412
Risky first	high	1.4225452816132926	-0.6453897457791629	0.0955364909199935
Risky first	high	1.456365915111671	-0.6218932311839105	0.10386841667322144
Risky first	high	1.4909906251234766	-0.5983967165886581	0.112715152520377
Risky first	high	1.526438528352702	-0.5749002019934057	0.12208725367577461
Risky first	high	1.5627291959978638	-0.5514036873981534	0.13199345417074143
Risky first	high	1.5998826645574866	-0.527907172802901	0.14244049996619645
Risky first	high	1.6379194468924878	-0.5044106582076486	0.1534329910521745
Risky first	high	1.676860543551565	-0.48091414361239626	0.16497323486916038
Risky first	high	1.7167274543658433	-0.4574176290171439	0.1770611133557825
Risky first	high	1.7575421903191797	-0.4339211144218915	0.18969396585807036
Risky first	high	1.7993272857006855	-0.41042459982663915	0.20286649002637902
Risky first	high	1.8421058105461656	-0.3869280852313868	0.2165706626772465
Risky first	high	1.8859013833753557	-0.3634315706361343	0.23079568240975873
Risky first	high	1.930738184231978	-0.3399350560408819	0.2455279355411673
Risky first	high	1.9766409680338262	-0.31643854144562955	0.26075098666709173
Risky first	high	2.023635078240242	-0.2929420268503772	0.2764455948610411
Risky first	high	2.071746460844533	-0.2694455122551248	0.2925897562103592
Risky first	high	2.1210016786990553	-0.24594899765987244	0.30915877304592176
Risky first	high	2.1714279261808747	-0.22245248306462007	0.32612534986649017
Risky first	high	2.2230530442060954	-0.1989559684693677	0.34345971559157173
Risky first	high	2.275905535601155	-0.17545945387411532	0.3611297714053888
Risky first	high	2.3300145808395625	-0.15196293927886295	0.37910126308577774
Risky first	high	2.3854100541527803	-0.12846642468361058	0.39733797635234414
Risky first	high	2.4421225400241293	-0.1049699100883581	0.41580195342475246
Risky first	high	2.500183350074841	-0.08147339549310573	0.4344537286611866
Risky first	high	2.5596245403515634	-0.057976880897853356	0.45325258085503994
Risky first	high	2.6204789290248782	-0.034480366302600984	0.4721567995104838
Risky first	high	2.6827801145085934	-0.010983851707348613	0.49112396219986687
Risky first	high	2.746562494009816	0.012512662887903758	0.5101112199322342
Risky first	high	2.8118612825200504	0.03600917748315613	0.5290755873361516
Risky first	high	2.8787125322578024	0.0595056920784085	0.547974234384005
Risky first	high	2.9471531525734282	0.08300220667366087	0.5667647763605729
Risky first	high	3.017220930327214	0.10649872126891324	0.5854055588064282
Risky first	high	3.08895455075194	0.12999523586416561	0.6038559342460582
Risky first	high	3.162393618811447	0.15349175045941799	0.6220765276398788
Risky first	high	3.237578681066996	0.17698826505467036	0.6400294876759609
Risky first	high	3.3145512480634935	0.20048477964992273	0.6576787212377153
Risky first	high	3.393353817247946	0.2239812942451751	0.6749901086435903
Risky first	high	3.4740298964327945	0.24747780884042747	0.6919316975488927
Risky first	high	3.5566240278170804	0.27097432343568006	0.7084738737223315
Risky first	high	3.6411818125787097	0.29447083803093244	0.7245895072545848
Risky first	high	3.727749936051395	0.3179673526261848	0.7402540731165048
Risky first	high	3.8163761935001688	0.3414638672214372	0.7554457453537076
Risky first	high	3.9071095165097014	0.36496038181668955	0.7701454645754842
Risky first	high	4.0	0.3884568964119419	0.7843369787625187
